country_code,country_name,year,defence_pct_gdp
JPN,Japan,2005,0.9086078461766631
JPN,Japan,2006,0.8939750187766157
JPN,Japan,2007,0.8763916918087816
JPN,Japan,2008,0.8984392211198723
JPN,Japan,2009,0.9643510906022628
JPN,Japan,2010,0.9404584432297439
JPN,Japan,2011,0.9676399104445446
JPN,Japan,2012,0.9474807915674833
JPN,Japan,2013,0.9298405043753485
JPN,Japan,2014,0.9407477854217512
JPN,Japan,2015,0.9285848783657085
JPN,Japan,2016,0.9101129628077456
JPN,Japan,2017,0.8937632162429506
JPN,Japan,2018,0.9413191592987058
JPN,Japan,2019,0.9680656934306568
JPN,Japan,2020,0.9902895694674883
JPN,Japan,2021,1.025969726735485
JPN,Japan,2022,0.9699722055337265
JPN,Japan,2023,1.0968772934042972
JPN,Japan,2024,1.2946292015779863
JPN,Japan,2025,1.4116699864430389
KOR,South Korea,1953,2.3628691983122363
KOR,South Korea,1954,5.853658536585367
KOR,South Korea,1955,6.242263483642794
KOR,South Korea,1956,8.327781479013991
KOR,South Korea,1957,6.796116504854369
KOR,South Korea,1958,7.427447122479094
KOR,South Korea,1959,7.638888888888889
KOR,South Korea,1960,7.157548334018922
KOR,South Korea,1961,6.72614962251201
KOR,South Korea,1962,6.8671963677639045
KOR,South Korea,1963,4.823859087269816
KOR,South Korea,1964,4.13443960061876
KOR,South Korea,1965,4.410474877834858
KOR,South Korea,1966,4.688873693464882
KOR,South Korea,1967,4.685142539506075
KOR,South Korea,1968,4.7306417965394525
KOR,South Korea,1969,4.694394892498358
KOR,South Korea,1970,4.4033465433729635
KOR,South Korea,1971,4.7349886064336655
KOR,South Korea,1972,5.010068079393997
KOR,South Korea,1973,4.034732164438577
KOR,South Korea,1974,4.541445627706767
KOR,South Korea,1975,4.87871647715607
KOR,South Korea,1976,5.908155683831514
KOR,South Korea,1977,6.034939121228163
KOR,South Korea,1978,6.371450619194407
KOR,South Korea,1979,5.525876568350099
KOR,South Korea,1980,6.398772113209045
KOR,South Korea,1981,6.415857297826628
KOR,South Korea,1982,6.240894485342073
KOR,South Korea,1983,5.726813608425009
KOR,South Korea,1984,5.254535392775151
KOR,South Korea,1985,5.225531684628279
KOR,South Korea,1986,4.948256250942161
KOR,South Korea,1987,4.468605550459541
KOR,South Korea,1988,4.281215937992007
KOR,South Korea,1989,4.290235294911502
