year,geo,geo_level,age_group,households,owners,owners_single_detached,rate_pct,single_detached_share_of_owners_pct,source
2021,Belleville - Quinte West,CMA,70 to 74 years,4015.0,3140.0,2735.0,78.2,87.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,75 to 84 years,4990.0,3740.0,3170.0,74.9,84.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,85 years and over,1710.0,1175.0,950.0,68.7,80.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,All ages (15 and over),46215.0,32085.0,28675.0,69.4,89.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,15 to 19 years,75.0,10.0,,13.3,,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,20 to 24 years,1020.0,280.0,205.0,27.5,73.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,25 to 29 years,2975.0,1475.0,1100.0,49.6,74.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,30 to 34 years,4130.0,2595.0,2170.0,62.8,83.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,35 to 39 years,4830.0,3315.0,2820.0,68.6,85.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,40 to 44 years,4750.0,3425.0,2955.0,72.1,86.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,45 to 49 years,4800.0,3635.0,3155.0,75.7,86.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,50 to 54 years,5150.0,3780.0,3210.0,73.4,84.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,55 to 59 years,5955.0,4505.0,3805.0,75.7,84.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,60 to 64 years,5755.0,4395.0,3805.0,76.4,86.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,65 to 69 years,5205.0,3985.0,3295.0,76.6,82.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,70 to 74 years,4365.0,3315.0,2700.0,75.9,81.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,75 to 84 years,5110.0,4030.0,3105.0,78.9,77.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,85 years and over,1875.0,1330.0,1050.0,70.9,78.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Brantford,CMA,All ages (15 and over),56000.0,40075.0,33365.0,71.6,83.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,15 to 19 years,1080.0,175.0,80.0,16.2,45.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,20 to 24 years,13555.0,2095.0,860.0,15.5,41.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,25 to 29 years,35605.0,12375.0,6425.0,34.8,51.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,30 to 34 years,55815.0,30825.0,18915.0,55.2,61.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,35 to 39 years,64430.0,42860.0,29365.0,66.5,68.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,40 to 44 years,61185.0,43940.0,32815.0,71.8,74.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,45 to 49 years,58685.0,44535.0,34450.0,75.9,77.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,50 to 54 years,54735.0,42895.0,33535.0,78.4,78.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,55 to 59 years,54440.0,43750.0,33725.0,80.4,77.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,60 to 64 years,50895.0,41490.0,31390.0,81.5,75.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,65 to 69 years,41075.0,33660.0,24375.0,81.9,72.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,70 to 74 years,29855.0,24455.0,16735.0,81.9,68.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,75 to 84 years,30990.0,25400.0,16200.0,82.0,63.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,85 years and over,11095.0,8925.0,5345.0,80.4,59.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Calgary,CMA,All ages (15 and over),563440.0,397380.0,284205.0,70.5,71.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,20 to 24 years,900.0,330.0,125.0,36.7,37.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,25 to 29 years,2345.0,1195.0,610.0,51.0,51.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,30 to 34 years,3120.0,1975.0,1135.0,63.3,57.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,35 to 39 years,3845.0,2635.0,1690.0,68.5,64.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,40 to 44 years,3465.0,2460.0,1680.0,71.0,68.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,45 to 49 years,3570.0,2710.0,1795.0,75.9,66.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Chilliwack,CMA,50 to 54 years,3860.0,2980.0,2155.0,77.2,72.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
