year,geography,field,tuition
2022,Newfoundland and Labrador,Nursing,2866.0
2023,Newfoundland and Labrador,Nursing,2918.0
2024,Newfoundland and Labrador,Nursing,3002.0
2025,Newfoundland and Labrador,Nursing,3122.0
2006,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2007,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2008,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2009,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2010,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2011,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2012,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2013,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2014,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2015,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2016,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2017,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2550.0
2018,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2694.0
2019,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2682.0
2020,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2629.0
2021,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2618.0
2022,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2909.0
2023,Newfoundland and Labrador,"Other health, parks, recreation and fitness",2969.0
2024,Newfoundland and Labrador,"Other health, parks, recreation and fitness",3073.0
2025,Newfoundland and Labrador,"Other health, parks, recreation and fitness",3196.0
2016,Newfoundland and Labrador,"Personal, protective and transportation services",2550.0
2017,Newfoundland and Labrador,"Personal, protective and transportation services",2550.0
2018,Newfoundland and Labrador,"Personal, protective and transportation services",2634.0
2019,Newfoundland and Labrador,"Personal, protective and transportation services",2603.0
2020,Newfoundland and Labrador,"Personal, protective and transportation services",2589.0
2021,Newfoundland and Labrador,"Personal, protective and transportation services",2596.0
2022,Newfoundland and Labrador,"Personal, protective and transportation services",2855.0
2023,Newfoundland and Labrador,"Personal, protective and transportation services",2948.0
2024,Newfoundland and Labrador,"Personal, protective and transportation services",3186.0
2025,Newfoundland and Labrador,"Personal, protective and transportation services",3314.0
2007,Newfoundland and Labrador,Pharmacy,2550.0
2008,Newfoundland and Labrador,Pharmacy,2550.0
2009,Newfoundland and Labrador,Pharmacy,2550.0
2010,Newfoundland and Labrador,Pharmacy,2550.0
2011,Newfoundland and Labrador,Pharmacy,2550.0
2012,Newfoundland and Labrador,Pharmacy,2550.0
2013,Newfoundland and Labrador,Pharmacy,2550.0
2014,Newfoundland and Labrador,Pharmacy,2550.0
2015,Newfoundland and Labrador,Pharmacy,2805.0
2016,Newfoundland and Labrador,Pharmacy,2805.0
2017,Newfoundland and Labrador,Pharmacy,2805.0
2018,Newfoundland and Labrador,Pharmacy,2843.0
2019,Newfoundland and Labrador,Pharmacy,2870.0
2020,Newfoundland and Labrador,Pharmacy,2839.0
2021,Newfoundland and Labrador,Pharmacy,2824.0
2022,Newfoundland and Labrador,Pharmacy,2650.0
2006,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2007,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2008,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2009,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2010,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2011,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2012,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2013,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2014,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2015,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2016,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2017,Newfoundland and Labrador,Physical and life sciences and technologies,2550.0
2018,Newfoundland and Labrador,Physical and life sciences and technologies,2714.0
2019,Newfoundland and Labrador,Physical and life sciences and technologies,2687.0
2020,Newfoundland and Labrador,Physical and life sciences and technologies,2666.0
2021,Newfoundland and Labrador,Physical and life sciences and technologies,2652.0
2022,Newfoundland and Labrador,Physical and life sciences and technologies,3058.0
2023,Newfoundland and Labrador,Physical and life sciences and technologies,3426.0
2024,Newfoundland and Labrador,Physical and life sciences and technologies,3247.0
2025,Newfoundland and Labrador,Physical and life sciences and technologies,3376.0
2006,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2007,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2008,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2009,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2010,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2011,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2012,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2013,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2014,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2015,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2016,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2017,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2550.0
2018,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2709.0
2019,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2699.0
2020,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2658.0
2021,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",2642.0
2022,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",3021.0
2023,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",3238.0
2024,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",3245.0
2025,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",3375.0
2006,Newfoundland and Labrador,"Total, field of study",2633.0
2007,Newfoundland and Labrador,"Total, field of study",2632.0
2008,Newfoundland and Labrador,"Total, field of study",2619.0
2009,Newfoundland and Labrador,"Total, field of study",2624.0
2010,Newfoundland and Labrador,"Total, field of study",2649.0
2011,Newfoundland and Labrador,"Total, field of study",2649.0
2012,Newfoundland and Labrador,"Total, field of study",2644.0
2013,Newfoundland and Labrador,"Total, field of study",2631.0
2014,Newfoundland and Labrador,"Total, field of study",2660.0
2015,Newfoundland and Labrador,"Total, field of study",2759.0
2016,Newfoundland and Labrador,"Total, field of study",2752.0
2017,Newfoundland and Labrador,"Total, field of study",2821.0
2018,Newfoundland and Labrador,"Total, field of study",2971.0
2019,Newfoundland and Labrador,"Total, field of study",2975.0
2020,Newfoundland and Labrador,"Total, field of study",3078.0
2021,Newfoundland and Labrador,"Total, field of study",3025.0
2022,Newfoundland and Labrador,"Total, field of study",3361.0
2023,Newfoundland and Labrador,"Total, field of study",3593.0
2024,Newfoundland and Labrador,"Total, field of study",3623.0
2025,Newfoundland and Labrador,"Total, field of study",3746.0
2006,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2007,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2008,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2009,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2010,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2011,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2012,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2013,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2014,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2015,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2016,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2017,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2550.0
2018,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2725.0
2019,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2718.0
2020,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2708.0
2021,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",2706.0
2022,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",3281.0
2023,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",3490.0
2024,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",3474.0
2025,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",3613.0
2006,Nova Scotia,"Agriculture, natural resources and conservation",5500.0
2007,Nova Scotia,"Agriculture, natural resources and conservation",5429.0
2008,Nova Scotia,"Agriculture, natural resources and conservation",5021.0
2009,Nova Scotia,"Agriculture, natural resources and conservation",4894.0
2010,Nova Scotia,"Agriculture, natural resources and conservation",4633.0
2011,Nova Scotia,"Agriculture, natural resources and conservation",5190.0
2012,Nova Scotia,"Agriculture, natural resources and conservation",5184.0
2013,Nova Scotia,"Agriculture, natural resources and conservation",5386.0
2014,Nova Scotia,"Agriculture, natural resources and conservation",5562.0
2015,Nova Scotia,"Agriculture, natural resources and conservation",5909.0
2016,Nova Scotia,"Agriculture, natural resources and conservation",6300.0
2017,Nova Scotia,"Agriculture, natural resources and conservation",6982.0
2018,Nova Scotia,"Agriculture, natural resources and conservation",7570.0
2019,Nova Scotia,"Agriculture, natural resources and conservation",7854.0
2020,Nova Scotia,"Agriculture, natural resources and conservation",8059.0
2021,Nova Scotia,"Agriculture, natural resources and conservation",8347.0
2022,Nova Scotia,"Agriculture, natural resources and conservation",8592.0
2023,Nova Scotia,"Agriculture, natural resources and conservation",8883.0
2024,Nova Scotia,"Agriculture, natural resources and conservation",9134.0
2025,Nova Scotia,"Agriculture, natural resources and conservation",9171.0
2006,Nova Scotia,Architecture,6300.0
2007,Nova Scotia,Architecture,6130.0
2008,Nova Scotia,Architecture,6003.0
2009,Nova Scotia,Architecture,5907.0
2010,Nova Scotia,Architecture,5646.0
2011,Nova Scotia,Architecture,5840.0
2012,Nova Scotia,Architecture,5834.0
2013,Nova Scotia,Architecture,6264.0
2014,Nova Scotia,Architecture,6501.0
2015,Nova Scotia,Architecture,6895.0
2016,Nova Scotia,Architecture,7041.0
2017,Nova Scotia,Architecture,7202.0
2018,Nova Scotia,Architecture,7511.0
2019,Nova Scotia,Architecture,7745.0
2020,Nova Scotia,Architecture,7903.0
2021,Nova Scotia,Architecture,8162.0
2022,Nova Scotia,Architecture,8469.0
2023,Nova Scotia,Architecture,8714.0
2024,Nova Scotia,Architecture,8932.0
2025,Nova Scotia,Architecture,8932.0
2006,Nova Scotia,"Business, management and public administration",5980.0
2007,Nova Scotia,"Business, management and public administration",5617.0
2008,Nova Scotia,"Business, management and public administration",5505.0
2009,Nova Scotia,"Business, management and public administration",5388.0
2010,Nova Scotia,"Business, management and public administration",5127.0
2011,Nova Scotia,"Business, management and public administration",5314.0
2012,Nova Scotia,"Business, management and public administration",5535.0
2013,Nova Scotia,"Business, management and public administration",5779.0
2014,Nova Scotia,"Business, management and public administration",5963.0
2015,Nova Scotia,"Business, management and public administration",6312.0
2016,Nova Scotia,"Business, management and public administration",6823.0
2017,Nova Scotia,"Business, management and public administration",7282.0
2018,Nova Scotia,"Business, management and public administration",7781.0
2019,Nova Scotia,"Business, management and public administration",8051.0
2020,Nova Scotia,"Business, management and public administration",8309.0
2021,Nova Scotia,"Business, management and public administration",8584.0
2022,Nova Scotia,"Business, management and public administration",8891.0
2023,Nova Scotia,"Business, management and public administration",9220.0
2024,Nova Scotia,"Business, management and public administration",9473.0
2025,Nova Scotia,"Business, management and public administration",9510.0
2007,Nova Scotia,Dentistry,13831.0
2008,Nova Scotia,Dentistry,13741.0
2009,Nova Scotia,Dentistry,13600.0
2010,Nova Scotia,Dentistry,13339.0
2011,Nova Scotia,Dentistry,15318.0
2012,Nova Scotia,Dentistry,16280.0
2013,Nova Scotia,Dentistry,16750.0
2014,Nova Scotia,Dentistry,18360.0
2015,Nova Scotia,Dentistry,19168.0
2016,Nova Scotia,Dentistry,22090.0
2017,Nova Scotia,Dentistry,24107.0
2018,Nova Scotia,Dentistry,24828.0
2019,Nova Scotia,Dentistry,25541.0
2020,Nova Scotia,Dentistry,26285.0
2021,Nova Scotia,Dentistry,27091.0
2022,Nova Scotia,Dentistry,27947.0
2023,Nova Scotia,Dentistry,28801.0
2024,Nova Scotia,Dentistry,29342.0
2025,Nova Scotia,Dentistry,29945.0
2006,Nova Scotia,Education,6685.0
2007,Nova Scotia,Education,5901.0
2008,Nova Scotia,Education,5746.0
2009,Nova Scotia,Education,5351.0
2010,Nova Scotia,Education,5121.0
2011,Nova Scotia,Education,5309.0
2012,Nova Scotia,Education,5513.0
2013,Nova Scotia,Education,5650.0
2014,Nova Scotia,Education,5821.0
2015,Nova Scotia,Education,6100.0
2016,Nova Scotia,Education,6533.0
2017,Nova Scotia,Education,6959.0
2018,Nova Scotia,Education,7461.0
2019,Nova Scotia,Education,7739.0
2020,Nova Scotia,Education,7972.0
2021,Nova Scotia,Education,8220.0
2022,Nova Scotia,Education,8492.0
2023,Nova Scotia,Education,8771.0
2024,Nova Scotia,Education,8965.0
2025,Nova Scotia,Education,8991.0
2006,Nova Scotia,Engineering,6693.0
2007,Nova Scotia,Engineering,6284.0
2008,Nova Scotia,Engineering,6066.0
2009,Nova Scotia,Engineering,5962.0
2010,Nova Scotia,Engineering,5701.0
2011,Nova Scotia,Engineering,5869.0
2012,Nova Scotia,Engineering,6171.0
2013,Nova Scotia,Engineering,6381.0
2014,Nova Scotia,Engineering,6649.0
2015,Nova Scotia,Engineering,7008.0
2016,Nova Scotia,Engineering,8726.0
2017,Nova Scotia,Engineering,9231.0
2018,Nova Scotia,Engineering,9921.0
2019,Nova Scotia,Engineering,10395.0
2020,Nova Scotia,Engineering,10814.0
2021,Nova Scotia,Engineering,11225.0
2022,Nova Scotia,Engineering,9724.0
2023,Nova Scotia,Engineering,10041.0
2024,Nova Scotia,Engineering,10195.0
2025,Nova Scotia,Engineering,10198.0
2006,Nova Scotia,Humanities,5930.0
2007,Nova Scotia,Humanities,5617.0
2008,Nova Scotia,Humanities,5373.0
2009,Nova Scotia,Humanities,5247.0
2010,Nova Scotia,Humanities,4985.0
2011,Nova Scotia,Humanities,5169.0
2012,Nova Scotia,Humanities,5366.0
2013,Nova Scotia,Humanities,5582.0
2014,Nova Scotia,Humanities,5778.0
2015,Nova Scotia,Humanities,6112.0
2016,Nova Scotia,Humanities,6409.0
2017,Nova Scotia,Humanities,6757.0
2018,Nova Scotia,Humanities,7076.0
2019,Nova Scotia,Humanities,7298.0
2020,Nova Scotia,Humanities,7522.0
2021,Nova Scotia,Humanities,7762.0
2022,Nova Scotia,Humanities,7997.0
2023,Nova Scotia,Humanities,8291.0
2024,Nova Scotia,Humanities,8581.0
2025,Nova Scotia,Humanities,8605.0
2006,Nova Scotia,Law,11666.0
2007,Nova Scotia,Law,11491.0
2008,Nova Scotia,Law,11408.0
2009,Nova Scotia,Law,11345.0
2010,Nova Scotia,Law,11084.0
2011,Nova Scotia,Law,11785.0
2012,Nova Scotia,Law,12413.0
2013,Nova Scotia,Law,12757.0
2014,Nova Scotia,Law,13121.0
2015,Nova Scotia,Law,13692.0
2016,Nova Scotia,Law,14125.0
2017,Nova Scotia,Law,14591.0
2018,Nova Scotia,Law,15033.0
2019,Nova Scotia,Law,15489.0
2020,Nova Scotia,Law,15945.0
2021,Nova Scotia,Law,16432.0
2022,Nova Scotia,Law,17022.0
2023,Nova Scotia,Law,17588.0
2024,Nova Scotia,Law,17960.0
2025,Nova Scotia,Law,18327.0
2006,Nova Scotia,"Mathematics, computer and information sciences",6730.0
2007,Nova Scotia,"Mathematics, computer and information sciences",6019.0
2008,Nova Scotia,"Mathematics, computer and information sciences",5788.0
2009,Nova Scotia,"Mathematics, computer and information sciences",5646.0
2010,Nova Scotia,"Mathematics, computer and information sciences",5384.0
2011,Nova Scotia,"Mathematics, computer and information sciences",5588.0
2012,Nova Scotia,"Mathematics, computer and information sciences",5844.0
2013,Nova Scotia,"Mathematics, computer and information sciences",6151.0
2014,Nova Scotia,"Mathematics, computer and information sciences",6438.0
2015,Nova Scotia,"Mathematics, computer and information sciences",6743.0
2016,Nova Scotia,"Mathematics, computer and information sciences",7042.0
2017,Nova Scotia,"Mathematics, computer and information sciences",7366.0
2018,Nova Scotia,"Mathematics, computer and information sciences",7687.0
2019,Nova Scotia,"Mathematics, computer and information sciences",7914.0
2020,Nova Scotia,"Mathematics, computer and information sciences",8192.0
2021,Nova Scotia,"Mathematics, computer and information sciences",8476.0
2022,Nova Scotia,"Mathematics, computer and information sciences",8757.0
2023,Nova Scotia,"Mathematics, computer and information sciences",9034.0
2024,Nova Scotia,"Mathematics, computer and information sciences",9257.0
2025,Nova Scotia,"Mathematics, computer and information sciences",9272.0
2006,Nova Scotia,Medicine,13818.0
2007,Nova Scotia,Medicine,13520.0
2008,Nova Scotia,Medicine,13360.0
2009,Nova Scotia,Medicine,13201.0
2010,Nova Scotia,Medicine,12940.0
2011,Nova Scotia,Medicine,14324.0
2012,Nova Scotia,Medicine,15225.0
2013,Nova Scotia,Medicine,15717.0
2014,Nova Scotia,Medicine,16569.0
2015,Nova Scotia,Medicine,17180.0
2016,Nova Scotia,Medicine,18489.0
2017,Nova Scotia,Medicine,19459.0
2018,Nova Scotia,Medicine,20057.0
2019,Nova Scotia,Medicine,20690.0
2020,Nova Scotia,Medicine,21333.0
2021,Nova Scotia,Medicine,21975.0
2022,Nova Scotia,Medicine,22632.0
2023,Nova Scotia,Medicine,23332.0
2024,Nova Scotia,Medicine,23790.0
2025,Nova Scotia,Medicine,24282.0
2007,Nova Scotia,Nursing,6054.0
2008,Nova Scotia,Nursing,5867.0
2009,Nova Scotia,Nursing,5640.0
2010,Nova Scotia,Nursing,5379.0
2011,Nova Scotia,Nursing,5579.0
2012,Nova Scotia,Nursing,5847.0
2013,Nova Scotia,Nursing,6090.0
2014,Nova Scotia,Nursing,6307.0
2015,Nova Scotia,Nursing,6641.0
2016,Nova Scotia,Nursing,7035.0
2017,Nova Scotia,Nursing,7391.0
2018,Nova Scotia,Nursing,7811.0
2019,Nova Scotia,Nursing,8339.0
2020,Nova Scotia,Nursing,8631.0
2021,Nova Scotia,Nursing,8927.0
2022,Nova Scotia,Nursing,9238.0
2023,Nova Scotia,Nursing,9547.0
2024,Nova Scotia,Nursing,9743.0
2025,Nova Scotia,Nursing,9768.0
2006,Nova Scotia,"Other health, parks, recreation and fitness",7044.0
2007,Nova Scotia,"Other health, parks, recreation and fitness",6606.0
2008,Nova Scotia,"Other health, parks, recreation and fitness",6225.0
2009,Nova Scotia,"Other health, parks, recreation and fitness",5936.0
2010,Nova Scotia,"Other health, parks, recreation and fitness",5762.0
2011,Nova Scotia,"Other health, parks, recreation and fitness",5963.0
2012,Nova Scotia,"Other health, parks, recreation and fitness",6215.0
2013,Nova Scotia,"Other health, parks, recreation and fitness",6456.0
2014,Nova Scotia,"Other health, parks, recreation and fitness",6694.0
2015,Nova Scotia,"Other health, parks, recreation and fitness",7069.0
2016,Nova Scotia,"Other health, parks, recreation and fitness",7385.0
2017,Nova Scotia,"Other health, parks, recreation and fitness",7608.0
2018,Nova Scotia,"Other health, parks, recreation and fitness",7976.0
2019,Nova Scotia,"Other health, parks, recreation and fitness",8244.0
2020,Nova Scotia,"Other health, parks, recreation and fitness",8494.0
2021,Nova Scotia,"Other health, parks, recreation and fitness",8824.0
2022,Nova Scotia,"Other health, parks, recreation and fitness",9100.0
2023,Nova Scotia,"Other health, parks, recreation and fitness",9404.0
2024,Nova Scotia,"Other health, parks, recreation and fitness",9585.0
2025,Nova Scotia,"Other health, parks, recreation and fitness",9652.0
2017,Nova Scotia,"Personal, protective and transportation services",7370.0
2018,Nova Scotia,"Personal, protective and transportation services",7800.0
2019,Nova Scotia,"Personal, protective and transportation services",7270.0
2020,Nova Scotia,"Personal, protective and transportation services",8280.0
2021,Nova Scotia,"Personal, protective and transportation services",8101.0
2022,Nova Scotia,"Personal, protective and transportation services",8051.0
2023,Nova Scotia,"Personal, protective and transportation services",7976.0
2024,Nova Scotia,"Personal, protective and transportation services",8370.0
2025,Nova Scotia,"Personal, protective and transportation services",8462.0
2007,Nova Scotia,Pharmacy,8393.0
2008,Nova Scotia,Pharmacy,8242.0
2009,Nova Scotia,Pharmacy,8077.0
2010,Nova Scotia,Pharmacy,7816.0
2011,Nova Scotia,Pharmacy,8075.0
2012,Nova Scotia,Pharmacy,8342.0
2013,Nova Scotia,Pharmacy,8588.0
2014,Nova Scotia,Pharmacy,8883.0
2015,Nova Scotia,Pharmacy,9285.0
2016,Nova Scotia,Pharmacy,9992.0
2017,Nova Scotia,Pharmacy,10731.0
2018,Nova Scotia,Pharmacy,11428.0
2019,Nova Scotia,Pharmacy,11789.0
2020,Nova Scotia,Pharmacy,12757.0
2021,Nova Scotia,Pharmacy,13813.0
2022,Nova Scotia,Pharmacy,14129.0
2023,Nova Scotia,Pharmacy,14601.0
2024,Nova Scotia,Pharmacy,14907.0
2025,Nova Scotia,Pharmacy,14907.0
2006,Nova Scotia,Physical and life sciences and technologies,6241.0
2007,Nova Scotia,Physical and life sciences and technologies,5937.0
2008,Nova Scotia,Physical and life sciences and technologies,5916.0
2009,Nova Scotia,Physical and life sciences and technologies,5798.0
2010,Nova Scotia,Physical and life sciences and technologies,5537.0
2011,Nova Scotia,Physical and life sciences and technologies,5736.0
2012,Nova Scotia,Physical and life sciences and technologies,6004.0
2013,Nova Scotia,Physical and life sciences and technologies,6223.0
2014,Nova Scotia,Physical and life sciences and technologies,6457.0
2015,Nova Scotia,Physical and life sciences and technologies,6796.0
2016,Nova Scotia,Physical and life sciences and technologies,7129.0
2017,Nova Scotia,Physical and life sciences and technologies,7457.0
2018,Nova Scotia,Physical and life sciences and technologies,7818.0
2019,Nova Scotia,Physical and life sciences and technologies,8043.0
2020,Nova Scotia,Physical and life sciences and technologies,8263.0
2021,Nova Scotia,Physical and life sciences and technologies,8538.0
2022,Nova Scotia,Physical and life sciences and technologies,8810.0
2023,Nova Scotia,Physical and life sciences and technologies,9113.0
2024,Nova Scotia,Physical and life sciences and technologies,9321.0
2025,Nova Scotia,Physical and life sciences and technologies,9341.0
2006,Nova Scotia,"Social and behavioural sciences, and legal studies",6130.0
2007,Nova Scotia,"Social and behavioural sciences, and legal studies",5764.0
2008,Nova Scotia,"Social and behavioural sciences, and legal studies",5387.0
2009,Nova Scotia,"Social and behavioural sciences, and legal studies",5341.0
2010,Nova Scotia,"Social and behavioural sciences, and legal studies",5079.0
2011,Nova Scotia,"Social and behavioural sciences, and legal studies",5263.0
2012,Nova Scotia,"Social and behavioural sciences, and legal studies",5516.0
2013,Nova Scotia,"Social and behavioural sciences, and legal studies",5728.0
2014,Nova Scotia,"Social and behavioural sciences, and legal studies",5893.0
2015,Nova Scotia,"Social and behavioural sciences, and legal studies",6169.0
2016,Nova Scotia,"Social and behavioural sciences, and legal studies",6519.0
2017,Nova Scotia,"Social and behavioural sciences, and legal studies",6760.0
2018,Nova Scotia,"Social and behavioural sciences, and legal studies",7184.0
2019,Nova Scotia,"Social and behavioural sciences, and legal studies",7449.0
2020,Nova Scotia,"Social and behavioural sciences, and legal studies",7688.0
2021,Nova Scotia,"Social and behavioural sciences, and legal studies",7896.0
2022,Nova Scotia,"Social and behavioural sciences, and legal studies",8130.0
2023,Nova Scotia,"Social and behavioural sciences, and legal studies",8410.0
2024,Nova Scotia,"Social and behavioural sciences, and legal studies",8604.0
2025,Nova Scotia,"Social and behavioural sciences, and legal studies",8632.0
2006,Nova Scotia,"Total, field of study",6422.0
2007,Nova Scotia,"Total, field of study",6110.0
2008,Nova Scotia,"Total, field of study",5877.0
2009,Nova Scotia,"Total, field of study",5752.0
2010,Nova Scotia,"Total, field of study",5497.0
2011,Nova Scotia,"Total, field of study",5722.0
2012,Nova Scotia,"Total, field of study",5977.0
2013,Nova Scotia,"Total, field of study",6215.0
2014,Nova Scotia,"Total, field of study",6483.0
2015,Nova Scotia,"Total, field of study",6834.0
2016,Nova Scotia,"Total, field of study",7322.0
2017,Nova Scotia,"Total, field of study",7718.0
2018,Nova Scotia,"Total, field of study",8086.0
2019,Nova Scotia,"Total, field of study",8478.0
2020,Nova Scotia,"Total, field of study",8746.0
2021,Nova Scotia,"Total, field of study",9035.0
2022,Nova Scotia,"Total, field of study",9270.0
2023,Nova Scotia,"Total, field of study",9551.0
2024,Nova Scotia,"Total, field of study",9934.0
2025,Nova Scotia,"Total, field of study",9988.0
2006,Nova Scotia,"Visual and performing arts, and communications technologies",6010.0
2007,Nova Scotia,"Visual and performing arts, and communications technologies",5615.0
2008,Nova Scotia,"Visual and performing arts, and communications technologies",5381.0
2009,Nova Scotia,"Visual and performing arts, and communications technologies",5239.0
2010,Nova Scotia,"Visual and performing arts, and communications technologies",4978.0
2011,Nova Scotia,"Visual and performing arts, and communications technologies",5147.0
2012,Nova Scotia,"Visual and performing arts, and communications technologies",5352.0
2013,Nova Scotia,"Visual and performing arts, and communications technologies",5507.0
2014,Nova Scotia,"Visual and performing arts, and communications technologies",5734.0
2015,Nova Scotia,"Visual and performing arts, and communications technologies",6050.0
2016,Nova Scotia,"Visual and performing arts, and communications technologies",6639.0
2017,Nova Scotia,"Visual and performing arts, and communications technologies",7219.0
2018,Nova Scotia,"Visual and performing arts, and communications technologies",7842.0
2019,Nova Scotia,"Visual and performing arts, and communications technologies",8120.0
2020,Nova Scotia,"Visual and performing arts, and communications technologies",8217.0
2021,Nova Scotia,"Visual and performing arts, and communications technologies",8379.0
2022,Nova Scotia,"Visual and performing arts, and communications technologies",8592.0
2023,Nova Scotia,"Visual and performing arts, and communications technologies",8874.0
2024,Nova Scotia,"Visual and performing arts, and communications technologies",9119.0
2025,Nova Scotia,"Visual and performing arts, and communications technologies",9235.0
2006,Ontario,"Agriculture, natural resources and conservation",4386.0
2007,Ontario,"Agriculture, natural resources and conservation",4542.0
2008,Ontario,"Agriculture, natural resources and conservation",4969.0
2009,Ontario,"Agriculture, natural resources and conservation",5284.0
2010,Ontario,"Agriculture, natural resources and conservation",5385.0
2011,Ontario,"Agriculture, natural resources and conservation",5645.0
2012,Ontario,"Agriculture, natural resources and conservation",5778.0
2013,Ontario,"Agriculture, natural resources and conservation",5971.0
2014,Ontario,"Agriculture, natural resources and conservation",6146.0
2015,Ontario,"Agriculture, natural resources and conservation",6323.0
2016,Ontario,"Agriculture, natural resources and conservation",6438.0
2017,Ontario,"Agriculture, natural resources and conservation",6648.0
2018,Ontario,"Agriculture, natural resources and conservation",6830.0
2019,Ontario,"Agriculture, natural resources and conservation",6162.0
2020,Ontario,"Agriculture, natural resources and conservation",6157.0
2021,Ontario,"Agriculture, natural resources and conservation",6159.0
2022,Ontario,"Agriculture, natural resources and conservation",6272.0
2023,Ontario,"Agriculture, natural resources and conservation",6788.0
2024,Ontario,"Agriculture, natural resources and conservation",7070.0
2025,Ontario,"Agriculture, natural resources and conservation",7260.0
2006,Ontario,Architecture,5098.0
2007,Ontario,Architecture,5388.0
2008,Ontario,Architecture,5810.0
2009,Ontario,Architecture,6269.0
2010,Ontario,Architecture,6761.0
2011,Ontario,Architecture,7170.0
2012,Ontario,Architecture,7140.0
2013,Ontario,Architecture,7255.0
2014,Ontario,Architecture,7706.0
2015,Ontario,Architecture,8061.0
2016,Ontario,Architecture,8322.0
2017,Ontario,Architecture,8485.0
2018,Ontario,Architecture,8838.0
2019,Ontario,Architecture,7997.0
2020,Ontario,Architecture,7998.0
2021,Ontario,Architecture,8097.0
2022,Ontario,Architecture,8212.0
2023,Ontario,Architecture,8456.0
