ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous,population
5350312.03,5350312.03,76.1,5.9,1.7,26.9,7.5,0.0,15.5,11.6,2.0,0.0,0.0,23.5,0.5,6390
5350312.04,5350312.04,88.0,11.2,2.9,23.7,2.9,0.8,8.2,26.4,0.8,0.0,0.0,11.9,0.0,5055
5350312.05,5350312.05,95.5,11.8,1.8,43.8,5.1,0.0,10.3,12.4,0.0,0.0,0.0,4.6,0.0,3695
5350312.06,5350312.06,79.2,1.8,2.7,18.3,7.6,4.3,13.8,17.2,6.4,0.0,0.3,20.4,0.3,3575
5350312.07,5350312.07,62.0,2.3,2.6,17.5,5.4,0.3,10.3,12.8,1.2,0.0,0.0,38.0,0.0,3435
5350313.00,5350313.00,69.2,5.8,0.6,19.1,8.8,0.8,17.0,11.5,0.2,0.0,0.0,29.1,1.6,5555
5350314.01,5350314.01,91.5,17.0,1.4,36.0,9.8,1.3,12.7,4.4,2.2,1.2,0.0,8.3,0.2,6355
5350314.02,5350314.02,80.5,29.0,0.4,19.0,9.8,0.0,8.6,6.6,0.3,1.0,0.0,19.0,0.4,5045
5350315.01,5350315.01,37.5,15.3,1.1,4.9,4.1,0.9,3.5,3.2,1.1,0.8,0.0,62.5,0.0,3170
5350315.02,5350315.02,82.0,43.1,0.8,9.3,3.3,7.7,3.5,5.5,2.7,0.0,0.0,18.0,0.0,3165
5350315.03,5350315.03,72.0,32.5,0.0,15.5,4.8,1.3,7.7,4.7,0.6,0.0,0.0,27.1,0.8,5860
5350316.01,5350316.01,67.3,11.2,5.2,9.6,7.3,0.0,6.5,19.2,0.6,0.0,0.0,32.6,0.0,3850
5350316.03,5350316.03,86.7,6.9,1.2,32.5,4.4,9.3,7.2,9.2,5.8,0.0,0.0,13.1,0.3,5690
5350316.04,5350316.04,86.4,6.1,3.3,37.7,3.4,2.3,9.3,14.3,1.9,0.4,0.0,12.6,1.1,4130
5350316.05,5350316.05,88.9,16.3,1.4,32.2,5.3,3.4,9.7,11.6,2.2,0.0,0.0,10.5,0.5,4140
5350316.06,5350316.06,92.1,7.9,2.8,42.7,10.5,1.0,6.1,11.2,1.0,0.0,0.0,7.2,0.6,3335
5350317.02,5350317.02,48.1,2.6,2.4,2.0,28.2,0.6,2.1,0.8,5.5,2.3,0.0,51.9,0.0,7225
5350317.03,5350317.03,46.3,3.9,6.9,7.1,10.4,1.3,1.8,1.0,7.5,4.7,0.4,53.5,0.3,3545
5350317.04,5350317.04,50.6,2.7,2.4,3.4,24.0,1.2,3.8,1.6,4.7,3.1,0.2,48.9,0.4,6755
5350317.05,5350317.05,48.5,7.7,1.4,2.3,24.8,1.2,0.5,0.9,1.2,1.4,0.0,51.8,0.0,2135
5350318.01,5350318.01,69.9,6.4,13.5,4.5,18.8,1.1,2.9,2.7,6.1,9.9,0.3,30.0,0.3,4830
5350318.02,5350318.02,83.1,4.9,22.2,2.6,15.2,1.1,2.5,0.6,15.5,12.6,0.6,16.7,0.4,4045
5350319.00,5350319.00,64.0,5.4,12.4,2.1,11.4,2.0,1.7,1.1,14.9,9.9,0.6,36.0,0.0,4225
5350320.01,5350320.01,49.0,3.2,2.0,2.2,26.1,1.2,1.7,2.9,4.1,2.8,0.0,51.1,0.0,5025
5350320.02,5350320.02,65.9,5.4,6.8,3.5,28.6,1.1,2.2,0.7,4.6,10.7,0.4,33.5,0.4,5680
5350321.01,5350321.01,74.0,3.4,28.4,1.0,4.8,0.5,2.3,0.4,23.0,6.9,0.0,26.2,0.0,3840
5350321.02,5350321.02,70.4,6.3,20.2,2.4,4.6,0.9,2.4,0.8,21.4,8.7,0.8,29.6,0.0,3815
5350322.01,5350322.01,83.5,9.1,33.4,2.6,1.7,1.1,2.4,1.5,10.4,16.4,0.8,16.4,0.0,4575
5350322.02,5350322.02,74.9,6.9,33.3,3.5,2.9,0.6,4.0,0.5,10.0,11.7,0.0,25.2,0.0,3110
5350323.01,5350323.01,65.3,7.7,20.2,4.8,2.7,0.7,2.5,0.4,12.9,9.9,0.0,34.6,0.2,4210
5350323.02,5350323.02,66.0,4.0,41.7,1.3,0.3,1.4,0.0,1.8,8.5,5.1,0.4,33.8,0.2,4570
5350324.01,5350324.01,75.8,8.9,38.1,10.1,1.8,0.9,2.3,3.0,4.7,1.7,0.0,24.2,0.0,3305
5350324.02,5350324.02,81.3,6.6,43.7,9.7,1.3,1.5,1.8,1.8,7.9,3.7,0.8,18.7,0.0,5950
5350324.03,5350324.03,68.9,15.4,40.4,1.7,1.2,0.7,0.4,1.1,4.0,1.5,0.7,31.1,0.0,3725
5350324.05,5350324.05,82.5,6.5,57.0,1.8,1.4,0.9,1.1,1.8,4.1,5.8,0.3,17.5,0.0,3290
5350324.06,5350324.06,82.8,19.4,42.6,2.7,3.4,0.6,1.8,0.9,1.2,5.3,0.6,17.0,0.0,3380
5350330.00,5350330.00,33.1,14.0,5.2,6.0,2.6,0.0,0.7,0.0,0.6,0.3,0.6,65.9,0.9,4345
5350331.01,5350331.01,41.6,11.9,4.2,11.7,6.1,0.9,1.2,1.0,0.4,0.0,0.9,56.8,1.5,5330
5350331.03,5350331.03,89.6,42.7,1.2,23.0,3.2,3.7,1.7,0.9,9.0,0.2,0.0,8.9,1.6,5990
5350331.04,5350331.04,61.0,22.5,5.4,7.9,16.6,0.8,0.6,1.1,2.1,0.0,0.0,37.1,2.0,3305
5350332.00,5350332.00,75.4,30.4,3.2,21.9,8.7,0.8,2.2,0.8,2.5,0.3,0.3,22.8,1.8,7225
5350333.00,5350333.00,47.9,19.8,3.4,8.9,6.1,0.9,1.1,0.7,0.8,0.7,0.6,50.1,2.0,4740
5350334.00,5350334.00,27.1,10.5,5.2,2.2,2.2,1.4,0.3,0.3,0.8,1.0,0.6,71.1,1.8,3565
5350335.00,5350335.00,60.2,30.1,3.5,9.6,7.7,0.4,1.5,0.3,2.1,0.0,0.2,38.1,1.7,7825
5350336.00,5350336.00,48.1,23.4,5.6,5.7,4.2,0.6,1.9,1.0,1.0,0.0,0.6,50.8,1.1,6730
5350337.01,5350337.01,39.2,17.6,3.3,6.1,4.1,1.2,1.6,2.0,0.8,0.0,0.0,59.2,2.0,1225
5350337.02,5350337.02,27.2,4.7,4.1,9.9,1.5,0.0,2.9,0.0,1.2,0.6,0.6,70.5,2.0,1710
5350338.00,5350338.00,23.7,3.8,4.9,4.8,2.4,0.8,0.7,0.4,1.7,0.2,1.1,75.3,1.1,6105
5350339.00,5350339.00,18.7,4.8,3.9,3.3,0.9,0.4,1.1,0.0,0.4,0.6,0.6,79.6,1.7,6935
5350340.00,5350340.00,67.5,27.5,5.3,16.8,6.6,0.9,1.5,0.7,4.5,0.3,1.2,32.1,0.4,6895
5350341.02,5350341.02,65.9,29.3,7.7,11.0,7.4,1.7,2.7,1.7,0.0,0.0,0.2,31.5,2.6,4300
5350341.03,5350341.03,90.6,44.2,1.0,33.6,0.3,1.6,0.7,1.6,5.6,0.0,0.0,7.1,2.3,3040
5350341.04,5350341.04,78.5,36.9,4.4,19.2,7.7,1.7,0.9,1.1,0.8,0.2,0.7,20.3,1.3,6365
5350342.00,5350342.00,75.9,29.8,9.3,13.3,10.8,1.7,1.8,1.4,0.9,0.4,0.2,23.1,1.1,7395
5350343.00,5350343.00,62.7,26.7,7.5,10.3,8.8,1.6,1.2,1.1,2.2,0.0,0.0,36.3,1.1,4075
5350344.01,5350344.01,78.6,33.7,4.7,13.4,14.6,1.1,2.9,1.0,1.1,0.2,0.3,20.5,0.9,5150
5350344.02,5350344.02,77.0,23.0,7.1,26.0,8.7,1.2,0.9,1.1,3.3,0.5,0.6,22.1,0.9,3325
5350345.00,5350345.00,71.5,35.2,7.0,5.6,13.6,0.7,1.2,2.5,0.7,0.0,0.0,27.5,0.9,4005
5350346.01,5350346.01,78.6,28.6,2.9,12.7,20.7,1.7,1.5,1.9,1.4,0.8,0.0,19.2,2.2,4630
5350346.02,5350346.02,85.7,27.6,4.8,18.8,21.5,0.8,2.7,1.1,0.8,0.0,0.0,13.3,1.1,5320
5350347.00,5350347.00,73.6,26.6,9.5,8.1,15.6,1.1,0.8,2.2,1.7,1.1,0.8,26.0,0.5,3215
5350348.00,5350348.00,53.9,17.0,5.1,7.3,13.4,0.6,1.5,0.4,1.0,1.0,0.8,45.6,0.6,5255
5350349.00,5350349.00,67.9,13.2,3.0,14.8,21.1,5.2,2.2,1.1,2.0,0.3,0.2,31.7,0.5,5590
5350350.00,5350350.00,56.0,22.1,4.6,5.1,10.6,3.5,1.8,1.0,2.1,0.4,0.6,43.1,0.8,5275
5350351.01,5350351.01,67.0,30.0,3.8,9.6,12.8,1.7,1.2,2.0,0.6,0.0,0.0,31.8,1.0,5275
5350351.02,5350351.02,73.2,23.8,5.4,10.5,20.4,0.9,1.6,0.7,2.5,0.4,0.9,25.9,0.9,2775
5350352.00,5350352.00,79.0,36.8,6.3,6.8,17.5,2.6,1.2,1.3,1.7,0.0,0.0,19.5,1.4,5180
5350353.02,5350353.02,72.7,32.9,3.4,8.6,11.8,3.3,1.9,1.2,2.7,1.0,0.5,27.0,0.4,5305
5350353.03,5350353.03,86.1,48.0,9.7,8.0,10.6,1.0,1.7,0.0,0.0,0.0,0.0,13.3,0.5,2885
5350353.04,5350353.04,80.8,37.9,2.3,15.0,14.8,1.9,1.3,1.3,3.2,0.0,0.5,18.6,0.6,4280
5350354.00,5350354.00,78.3,40.4,5.8,7.2,13.5,0.9,1.6,1.1,1.5,0.0,0.3,21.3,0.4,5415
5350355.02,5350355.02,80.7,33.6,2.8,13.6,15.9,2.8,1.3,0.5,2.7,0.0,0.0,18.1,1.2,5090
5350355.04,5350355.04,79.3,26.8,1.5,18.2,18.7,0.7,3.2,0.9,3.4,0.0,0.0,20.0,0.7,5040
5350355.05,5350355.05,80.4,20.2,1.9,31.9,11.5,0.6,2.8,1.9,4.6,0.0,0.4,18.6,1.0,3605
5350355.06,5350355.06,85.9,28.8,2.1,33.1,10.7,0.6,0.0,0.9,0.9,0.0,0.0,13.8,0.6,1630
5350356.00,5350356.00,69.2,36.4,1.9,9.6,10.1,0.5,2.9,0.6,1.2,0.3,0.3,29.7,1.1,4755
5350357.01,5350357.01,85.3,54.2,1.7,13.9,5.0,1.3,2.0,0.9,2.5,0.1,0.0,14.1,0.6,6895
5350357.02,5350357.02,79.5,34.2,2.6,30.5,3.1,0.2,0.4,1.2,2.9,0.0,0.0,18.3,2.1,4800
5350358.01,5350358.01,59.8,19.2,4.3,9.8,10.1,0.0,1.8,1.0,3.6,0.0,0.0,34.0,6.2,3615
5350358.02,5350358.02,71.1,20.3,2.3,25.7,10.0,1.5,3.6,1.8,1.6,0.0,0.0,28.2,0.7,5215
5350358.03,5350358.03,76.4,25.0,3.1,26.7,10.1,0.7,2.4,1.4,1.5,0.0,0.2,21.7,2.0,5525
5350359.00,5350359.00,78.1,27.4,3.0,26.3,7.5,2.0,2.2,0.7,2.5,0.2,0.1,20.7,1.1,7570
5350360.00,5350360.00,62.5,22.4,3.5,13.3,10.7,0.4,2.7,1.7,2.0,0.2,0.3,36.1,1.4,6220
5350361.01,5350361.01,43.9,18.1,6.7,5.9,3.4,1.2,1.2,0.3,0.7,0.8,0.8,55.6,0.5,5970
5350361.02,5350361.02,52.4,20.2,5.7,10.0,5.8,0.9,1.2,0.9,1.9,0.4,0.0,46.8,0.9,7410
5350362.01,5350362.01,81.0,29.6,4.1,23.5,9.8,1.5,1.0,0.8,1.9,0.3,0.2,18.1,0.9,6440
5350362.02,5350362.02,78.3,46.4,5.5,10.0,6.2,0.4,1.2,0.5,1.1,0.6,0.3,21.4,0.3,5775
5350362.03,5350362.03,78.8,39.8,9.3,12.6,6.7,0.3,1.0,2.2,1.6,0.0,0.2,20.9,0.2,6850
5350362.04,5350362.04,79.0,28.3,1.9,27.3,8.9,0.9,2.0,0.3,1.6,0.5,0.0,20.4,0.7,4925
5350363.02,5350363.02,68.3,19.7,5.1,14.0,18.8,0.5,1.6,1.1,0.5,0.0,0.0,30.9,0.6,3140
5350363.04,5350363.04,86.4,35.5,2.5,17.6,13.9,1.0,2.0,3.4,2.2,1.4,0.0,13.4,0.2,4005
5350363.05,5350363.05,89.9,37.9,4.1,25.7,8.0,3.6,0.4,1.9,3.5,0.3,0.0,8.9,1.3,4680
5350363.06,5350363.06,90.6,36.0,25.2,7.7,8.4,2.1,1.5,1.8,2.3,0.3,0.4,9.0,0.4,7340
5350363.07,5350363.07,83.5,54.3,3.4,12.7,1.9,0.7,0.6,1.0,4.6,0.6,0.3,16.0,0.4,4975
5350364.01,5350364.01,76.0,34.3,3.5,15.6,11.7,1.1,2.0,0.9,2.1,0.0,0.0,22.8,1.2,5835
5350364.02,5350364.02,75.6,32.3,2.8,11.7,15.9,3.3,1.2,0.0,0.9,1.0,0.7,24.4,0.0,2895
5350365.00,5350365.00,83.7,53.4,1.3,7.6,12.3,1.1,1.4,0.8,1.6,0.0,0.2,15.8,0.5,7740
5350366.00,5350366.00,76.6,35.7,1.9,13.0,15.9,0.5,0.8,0.6,1.7,0.0,0.2,22.7,0.7,6170
5350367.01,5350367.01,85.1,63.1,1.7,9.6,1.7,1.6,0.9,0.0,4.1,0.0,0.0,14.6,0.3,4420
5350367.02,5350367.02,67.8,34.2,7.8,6.3,8.6,0.5,3.3,1.1,1.9,0.0,0.5,31.6,0.7,3670
5350368.01,5350368.01,87.2,24.9,35.1,5.0,7.8,0.9,1.1,1.7,2.7,1.2,0.8,12.4,0.5,6665
5350368.02,5350368.02,70.9,34.8,11.5,3.8,10.7,0.7,0.9,1.4,1.6,0.6,0.4,28.7,0.5,4055
5350369.00,5350369.00,75.1,39.3,5.4,7.3,8.3,2.6,2.3,1.1,4.2,0.0,0.2,24.5,0.4,7960
5350370.01,5350370.01,88.3,30.0,12.0,11.4,14.3,6.5,1.1,0.9,5.4,0.5,0.2,11.4,0.3,9480
5350370.02,5350370.02,82.3,32.5,13.3,7.4,12.3,4.9,0.5,1.7,1.5,0.7,0.0,17.4,0.3,5360
5350370.03,5350370.03,66.4,19.0,9.1,9.3,14.3,3.3,2.2,0.0,1.3,0.0,0.0,32.9,0.7,4295
5350371.00,5350371.00,61.9,20.1,5.9,3.6,11.6,7.1,2.5,1.9,3.4,1.3,0.2,37.5,0.6,8220
5350372.00,5350372.00,59.2,17.7,9.0,5.0,10.2,6.2,1.9,0.9,3.8,0.6,0.0,40.6,0.2,4400
5350373.00,5350373.00,65.3,18.0,5.9,13.2,10.9,5.8,1.5,1.4,2.6,0.4,0.4,32.9,1.7,4860
5350374.01,5350374.01,71.4,11.5,26.3,5.7,11.3,3.7,1.0,2.4,2.7,0.7,0.5,28.3,0.3,5340
5350374.02,5350374.02,74.3,17.1,29.2,3.9,13.2,1.9,0.9,1.9,2.5,0.8,0.3,25.7,0.0,3185
5350374.03,5350374.03,78.5,15.9,29.3,8.6,11.2,1.2,2.9,1.7,1.7,0.5,0.0,21.1,0.5,3840
5350375.01,5350375.01,63.5,10.3,25.3,9.1,3.9,5.1,1.6,0.9,4.1,0.8,0.0,36.2,0.4,6235
5350375.02,5350375.02,55.2,9.9,24.5,5.8,1.6,1.1,3.6,1.1,0.8,1.9,0.0,44.8,0.0,1820
5350375.03,5350375.03,83.1,22.3,20.9,12.7,13.6,1.4,1.2,0.9,4.2,1.2,0.4,15.9,0.9,5275
5350375.04,5350375.04,84.7,17.2,42.2,7.5,9.7,0.8,1.2,1.0,1.6,0.5,0.3,15.2,0.0,5780
5350375.05,5350375.05,71.0,14.9,28.4,9.8,3.8,3.7,1.2,1.4,2.5,0.9,0.4,28.4,0.6,6930
5350376.01,5350376.01,83.5,14.7,43.5,11.1,1.5,1.1,0.8,2.9,3.0,0.5,0.0,15.6,0.9,5005
5350376.02,5350376.02,93.4,24.4,42.7,9.0,10.6,1.0,1.4,1.4,0.0,0.0,0.0,6.7,0.0,4730
5350376.04,5350376.04,89.1,12.4,52.2,7.4,6.9,5.1,0.4,1.0,0.5,0.7,0.0,11.0,0.0,5250
5350376.05,5350376.05,94.9,4.1,84.7,1.2,1.4,0.0,0.0,0.6,0.3,0.2,0.0,4.9,0.2,6290
5350376.06,5350376.06,96.4,0.0,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280
5350376.08,5350376.08,84.4,22.1,39.4,5.9,8.2,1.1,1.0,0.8,0.5,0.7,0.0,15.4,0.3,5975
5350376.09,5350376.09,89.1,7.3,68.4,3.2,3.2,1.3,0.0,1.0,0.7,0.0,0.4,10.9,0.0,4125
5350376.11,5350376.11,83.9,10.6,30.3,18.4,8.9,3.4,0.9,2.2,4.4,1.1,0.0,14.5,1.6,3200
5350376.12,5350376.12,74.1,19.0,31.1,6.5,3.2,2.5,1.4,0.9,4.1,1.6,0.6,26.0,0.0,5185
5350376.13,5350376.13,91.9,7.4,70.9,3.5,4.0,1.2,0.0,0.9,0.0,0.6,0.4,8.1,0.0,3465
5350376.14,5350376.14,91.6,6.1,77.1,1.4,1.2,0.7,1.0,0.6,0.7,0.0,0.0,8.5,0.0,3630
5350376.15,5350376.15,88.6,11.0,63.9,3.1,2.9,1.0,0.7,0.7,1.1,1.0,0.0,11.7,0.0,3590
5350376.16,5350376.16,82.6,27.4,21.5,10.9,6.6,6.9,1.0,0.5,3.1,0.0,0.7,16.4,1.1,4145
5350377.02,5350377.02,82.2,9.7,58.0,4.3,1.5,1.0,2.0,1.1,0.0,0.0,0.0,17.5,0.3,4350
5350377.03,5350377.03,82.9,8.2,57.0,4.4,4.8,0.0,0.8,1.1,0.0,1.1,0.0,17.3,0.0,2630
5350377.04,5350377.04,93.3,10.9,69.7,3.4,4.4,0.0,0.9,0.3,0.0,0.0,0.0,6.7,0.0,5510
5350377.06,5350377.06,97.6,3.8,85.7,2.0,1.8,0.0,0.5,0.0,0.0,0.0,0.0,2.6,0.0,3320
5350377.07,5350377.07,93.0,7.2,75.3,3.6,3.6,0.0,0.0,0.7,0.0,0.2,0.0,6.9,0.0,4350
5350377.08,5350377.08,85.2,13.2,56.1,5.7,3.4,1.3,0.5,2.1,0.0,0.4,0.0,14.5,0.3,5005
5350377.09,5350377.09,90.2,25.5,35.7,7.4,7.6,0.6,2.7,1.8,3.3,1.4,0.0,9.6,0.3,5395
5350378.02,5350378.02,86.2,32.5,34.5,8.9,2.4,0.0,2.0,0.0,2.3,0.0,0.3,13.8,0.0,3075
5350378.03,5350378.03,88.9,32.4,11.5,17.3,13.0,0.9,3.1,1.3,0.5,0.8,0.2,10.4,0.6,7945
5350378.04,5350378.04,91.4,48.0,8.1,12.7,13.3,1.7,0.6,1.4,1.3,0.3,0.0,7.5,1.1,6020
5350378.05,5350378.05,82.9,27.8,2.5,22.8,15.5,1.1,0.5,1.1,0.0,0.0,0.0,15.1,2.0,3765
5350378.06,5350378.06,92.3,44.1,5.6,19.2,11.9,0.8,1.7,0.9,1.0,0.0,0.0,7.7,0.0,5745
5350378.07,5350378.07,89.7,28.5,34.4,9.9,6.4,0.9,0.9,0.9,0.2,0.5,0.0,9.9,0.4,6345
5350378.08,5350378.08,93.2,24.1,45.0,8.2,8.9,0.5,0.3,0.7,1.1,0.2,0.0,6.4,0.4,6195
5350378.11,5350378.11,92.2,47.3,5.6,18.7,11.1,0.9,0.8,1.3,0.8,0.0,0.0,7.7,0.2,5555
5350378.12,5350378.12,86.8,29.1,5.5,23.7,13.2,2.1,2.2,0.6,0.4,0.4,0.0,11.6,1.6,5435
5350378.14,5350378.14,91.7,27.1,39.3,7.9,5.8,1.2,1.1,2.1,2.4,0.0,0.0,7.6,0.6,3610
5350378.16,5350378.16,96.7,55.0,7.0,12.3,9.2,1.4,1.7,1.5,0.7,0.0,0.3,3.0,0.3,5725
5350378.17,5350378.17,88.4,30.9,2.8,25.7,14.4,0.8,1.7,2.8,3.4,0.0,0.0,11.2,0.5,3225
5350378.18,5350378.18,95.5,22.2,53.1,10.0,4.1,0.0,0.9,0.0,0.9,0.0,0.0,4.3,0.0,2655
5350378.19,5350378.19,96.5,19.1,57.5,5.6,7.6,0.5,0.5,1.7,1.0,0.0,0.6,3.4,0.0,4810
5350378.20,5350378.20,91.6,11.4,65.6,5.7,2.7,0.8,0.0,1.1,1.4,0.0,0.0,8.7,0.0,1845
5350378.21,5350378.21,93.4,12.3,68.7,2.7,5.2,0.0,0.0,0.6,0.8,0.0,0.0,6.6,0.0,3565
5350378.22,5350378.22,96.5,6.5,75.8,2.9,4.9,0.0,0.0,1.7,0.0,0.0,0.0,3.6,0.0,3155
5350378.23,5350378.23,90.3,15.0,63.2,2.5,2.2,0.6,0.0,0.9,0.0,0.3,0.3,9.7,0.0,3925
5350378.24,5350378.24,96.1,25.0,53.0,4.5,5.3,1.0,0.4,1.1,0.0,0.0,0.4,4.0,0.0,5665
5350378.25,5350378.25,98.9,73.5,4.1,5.5,9.7,0.0,0.3,0.8,0.6,0.0,0.0,1.2,0.0,7520
5350378.26,5350378.26,97.2,65.1,9.3,6.8,8.0,1.0,0.2,1.1,1.3,0.0,0.0,2.8,0.0,4960
5350378.27,5350378.27,94.9,57.4,1.8,11.9,12.4,0.5,1.1,1.2,0.0,0.0,0.0,4.1,1.0,5535
5350378.28,5350378.28,94.5,49.6,3.8,18.3,6.4,1.0,1.8,0.8,1.7,0.0,0.0,5.5,0.0,6925
5350400.02,5350400.02,48.6,8.5,25.4,2.5,3.9,0.8,1.1,0.6,0.0,0.3,0.4,51.0,0.5,5795
5350400.03,5350400.03,60.8,8.3,37.0,4.8,1.5,1.4,0.5,0.7,1.4,1.0,0.0,38.5,0.7,2935
5350400.04,5350400.04,52.0,5.9,36.7,0.6,4.0,0.0,2.5,0.0,0.8,0.0,0.0,48.0,0.0,1770
5350400.06,5350400.06,41.5,11.3,14.9,5.3,3.2,0.3,1.8,0.5,1.3,0.0,0.0,57.9,0.7,3015
5350400.07,5350400.07,39.0,6.7,15.7,2.4,2.5,1.9,1.8,1.5,1.5,0.0,1.3,61.0,0.0,3335
5350400.08,5350400.08,48.9,9.1,25.9,4.0,1.8,1.3,1.9,0.0,1.5,0.0,0.0,50.6,0.5,3090
5350400.11,5350400.11,95.7,45.1,35.6,4.5,2.3,0.8,0.7,0.9,0.8,0.2,0.0,4.3,0.0,5930
5350400.12,5350400.12,71.0,7.7,47.2,4.9,2.6,0.6,0.5,0.4,1.5,0.7,0.8,28.6,0.4,6785
5350400.13,5350400.13,96.5,58.4,24.8,3.2,2.7,0.2,0.8,0.7,2.4,0.0,0.0,3.6,0.0,6375
5350400.14,5350400.14,95.9,34.1,47.8,5.4,2.0,0.2,0.6,0.7,0.0,0.0,0.0,4.1,0.0,5605
5350400.15,5350400.15,45.3,7.5,24.4,3.0,2.1,2.7,0.7,1.0,0.2,0.7,0.0,54.7,0.0,4680
5350400.16,5350400.16,78.4,33.9,24.3,4.2,4.8,0.8,0.8,1.2,0.3,0.7,0.7,21.2,0.3,5205
5350400.17,5350400.17,96.0,39.8,37.2,6.1,5.4,0.8,0.9,0.6,1.3,0.0,0.0,3.9,0.0,4380
5350400.18,5350400.18,98.8,31.7,45.6,6.6,4.6,0.0,0.0,0.4,0.8,3.5,0.0,1.2,0.0,2410
5350400.19,5350400.19,78.4,20.3,35.3,4.7,5.9,1.1,0.9,0.7,1.4,0.5,0.7,21.0,0.6,11225
5350400.20,5350400.20,94.6,21.5,51.1,4.9,6.7,0.8,0.2,0.6,1.0,0.5,0.0,5.4,0.0,5495
5350400.21,5350400.21,91.7,35.5,32.8,5.3,7.1,1.9,0.8,0.6,1.4,1.3,0.0,8.3,0.0,3185
5350400.22,5350400.22,91.7,56.3,17.4,5.6,2.9,0.4,0.8,1.3,1.5,0.3,0.1,8.3,0.0,10350
5350400.23,5350400.23,94.7,63.6,17.6,3.7,3.5,0.9,1.0,0.2,1.8,0.0,0.1,5.3,0.0,10615
5350401.04,5350401.04,87.6,12.1,59.6,6.1,1.4,1.6,0.0,0.0,1.1,0.6,0.0,12.4,0.0,3195
5350401.05,5350401.05,92.3,12.5,67.9,2.1,0.6,0.3,1.2,0.8,2.3,1.5,0.3,7.2,0.5,3330
5350401.06,5350401.06,84.4,7.2,67.5,1.5,1.2,0.5,1.0,0.3,1.6,0.2,1.2,15.4,0.3,5855
5350401.07,5350401.07,59.4,4.0,47.0,1.5,0.9,0.6,0.8,0.0,0.8,0.0,0.6,40.6,0.0,3970
5350401.08,5350401.08,69.8,4.2,58.0,1.9,0.0,0.0,0.6,0.3,1.3,0.6,0.0,30.2,0.0,3430
5350401.09,5350401.09,91.2,10.3,74.0,1.6,0.4,0.6,0.1,0.3,0.6,0.8,0.1,8.9,0.0,7880
5350401.10,5350401.10,85.2,7.2,66.8,1.4,0.6,1.5,0.3,0.7,1.1,0.5,0.5,14.8,0.0,4350
5350401.11,5350401.11,95.2,35.5,43.8,4.9,1.6,1.6,0.9,1.4,0.4,0.5,0.0,4.8,0.0,6295
5350401.13,5350401.13,95.0,13.0,70.1,3.2,1.5,0.0,0.5,0.7,0.0,0.0,0.0,5.0,0.0,7130
5350401.14,5350401.14,81.0,6.6,65.8,1.5,0.8,0.9,0.9,0.0,0.9,0.3,0.3,19.0,0.0,7405
5350401.15,5350401.15,67.6,8.2,43.9,2.3,5.9,0.0,0.7,1.1,0.0,0.0,0.4,32.6,0.0,2805
5350401.17,5350401.17,89.5,19.7,59.1,3.1,1.8,0.8,0.0,0.7,1.1,0.0,0.0,9.4,1.0,3045
5350401.18,5350401.18,88.6,8.7,63.6,2.8,3.0,0.9,0.8,0.5,2.7,1.7,0.4,11.5,0.0,8635
5350401.19,5350401.19,94.8,7.2,71.8,3.8,4.8,1.6,0.6,0.4,0.0,0.6,0.2,5.2,0.0,6175
5350401.20,5350401.20,98.1,20.0,65.1,3.9,1.9,0.9,1.0,0.2,0.0,0.0,0.0,2.0,0.0,4025
5350401.21,5350401.21,97.1,23.3,59.1,4.1,4.7,0.5,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2790
5350401.22,5350401.22,94.6,10.0,73.8,1.6,2.9,0.3,0.7,0.9,1.0,1.2,0.1,5.3,0.0,8125
5350401.23,5350401.23,88.2,25.4,47.0,3.3,3.3,0.0,0.0,1.5,2.1,0.0,0.0,11.8,0.0,1945
5350402.01,5350402.01,59.4,9.7,27.9,3.8,1.5,2.3,0.6,0.0,4.7,1.3,1.1,40.4,0.0,2365
5350402.02,5350402.02,77.2,4.2,18.0,1.4,7.9,0.9,0.9,0.4,27.0,12.1,0.5,22.9,0.0,5885
5350402.03,5350402.03,47.4,5.4,8.8,3.0,2.4,1.0,4.4,0.0,15.4,5.4,0.0,51.9,0.5,2955
5350402.04,5350402.04,63.1,9.4,33.1,2.6,1.4,0.8,0.5,1.4,7.0,4.1,0.6,36.9,0.0,5025
5350402.05,5350402.05,55.7,2.8,28.7,0.0,1.3,0.0,1.8,0.0,14.1,3.0,0.0,44.1,0.0,1985
5350402.06,5350402.06,51.8,3.8,8.1,1.3,10.1,0.6,2.5,0.9,14.4,7.4,0.0,47.4,0.9,5850
5350402.07,5350402.07,56.2,2.6,18.6,1.6,2.6,1.2,1.2,1.9,17.4,5.4,0.0,43.8,0.0,2125
5350402.08,5350402.08,65.9,6.9,30.8,0.9,1.4,1.5,1.7,0.4,15.6,5.5,0.0,34.1,0.0,5820
5350402.09,5350402.09,42.3,4.8,8.6,2.7,0.7,0.7,0.6,1.1,16.0,4.5,0.0,57.2,0.4,3555
5350402.10,5350402.10,67.8,8.0,29.9,4.7,6.1,0.6,1.7,0.0,5.2,7.1,0.5,32.2,0.0,3865
5350402.12,5350402.12,89.6,6.8,65.0,1.2,1.7,0.8,0.5,1.2,7.5,2.8,0.2,10.4,0.0,5970
