ctuid,name,english,french,mandarin,punjabi,cantonese,spanish,arabic,tagalog,italian,vietnamese,portuguese,urdu,other,population
7250006.04,7250006.04,86.6,0.1,0.2,0.2,0.3,0.4,0.5,2.5,0.1,0.1,0.0,0.9,8.1,4580
7250007.00,7250007.00,86.6,0.6,1.2,0.0,4.9,0.3,0.0,0.9,0.0,1.2,0.0,0.0,4.3,1640
7250008.00,7250008.00,89.2,0.3,0.3,0.7,0.3,0.3,0.7,0.5,0.0,0.2,0.3,0.2,7.0,3015
7250009.00,7250009.00,95.3,0.6,0.2,0.1,0.1,0.2,0.6,0.0,0.0,0.1,0.2,0.0,2.6,4530
7250010.00,7250010.00,90.0,0.6,1.0,0.3,0.2,0.7,0.2,0.8,0.1,0.2,0.4,0.2,5.3,6040
7250011.01,7250011.01,77.8,0.4,3.6,0.7,0.7,0.3,0.6,1.2,0.0,0.7,0.0,0.9,13.1,3475
7250011.02,7250011.02,74.6,0.4,2.0,2.6,0.9,0.3,2.2,1.3,0.0,0.1,0.0,2.7,12.9,3470
7250011.03,7250011.03,77.3,0.2,4.2,0.7,1.9,0.2,1.2,0.5,0.0,0.2,0.0,0.7,12.9,2840
7250012.01,7250012.01,76.2,0.3,2.5,0.7,0.3,0.6,1.0,1.9,0.0,0.5,0.0,2.3,13.7,5295
7250012.02,7250012.02,83.9,0.5,1.3,1.4,0.2,0.5,0.3,0.9,0.0,0.5,0.0,1.7,8.8,4375
7250012.03,7250012.03,83.0,0.4,3.6,0.7,1.2,0.2,0.8,0.5,0.0,0.4,0.1,0.8,8.3,4145
7250012.06,7250012.06,81.6,0.2,3.9,0.2,1.1,0.4,0.8,0.2,0.1,0.3,0.1,1.2,9.9,8360
7250012.08,7250012.08,85.0,0.4,2.5,0.3,0.3,0.6,0.8,0.9,0.0,0.8,0.1,1.0,7.3,3955
7250012.09,7250012.09,88.0,0.6,2.7,0.2,0.6,0.2,0.6,0.6,0.0,0.5,0.0,0.3,5.7,3165
7250012.10,7250012.10,88.0,0.3,1.8,0.3,0.9,0.0,0.5,0.6,0.0,0.8,0.0,0.6,6.2,3245
7250012.11,7250012.11,74.7,0.3,2.9,2.1,1.2,0.3,0.8,1.1,0.0,0.3,0.2,3.1,13.0,9095
7250013.01,7250013.01,85.8,0.3,0.6,0.4,0.1,0.7,1.0,1.3,0.0,0.1,0.0,1.4,8.3,5285
7250013.02,7250013.02,86.0,0.3,1.3,0.3,0.2,0.4,0.6,1.4,0.0,0.3,0.0,1.5,7.7,5835
7250013.04,7250013.04,81.6,0.2,2.9,2.2,0.3,0.5,0.8,0.7,0.0,0.1,0.2,1.6,8.9,15550
7250013.06,7250013.06,88.2,0.6,3.9,0.0,0.7,0.0,0.8,0.4,0.0,0.3,0.0,0.0,5.1,3615
7250013.07,7250013.07,85.8,0.5,3.6,0.3,0.0,0.3,0.6,0.5,0.0,0.2,0.0,0.8,7.4,3180
7250013.08,7250013.08,83.1,0.4,5.1,0.9,0.3,0.4,0.6,0.4,0.0,0.9,0.0,0.7,7.2,3405
7250013.09,7250013.09,80.7,0.3,5.7,0.9,0.7,0.4,0.7,1.2,0.0,0.2,0.2,1.0,8.0,8255
7250014.00,7250014.00,90.9,0.3,1.0,0.3,0.3,0.6,0.4,0.3,0.0,0.3,0.0,0.4,5.2,4650
7250015.00,7250015.00,88.7,0.6,0.1,1.1,0.1,0.9,0.3,0.6,0.2,0.3,0.4,0.1,6.6,4810
7250016.00,7250016.00,94.7,0.3,0.3,0.0,0.0,0.6,0.0,0.3,0.0,0.6,0.0,0.0,3.2,1605
7250017.00,7250017.00,83.5,0.1,0.1,0.3,0.4,0.7,0.5,4.2,0.0,0.4,0.0,0.7,9.1,3825
7250018.01,7250018.01,79.2,0.1,0.4,1.3,0.1,1.2,0.7,5.0,0.0,0.8,0.0,1.6,9.6,3830
7250018.02,7250018.02,83.0,0.1,0.1,0.5,0.4,0.6,1.2,3.8,0.0,1.2,0.0,0.7,8.4,4040
7250018.03,7250018.03,78.4,0.2,0.0,1.0,0.1,0.6,0.5,7.7,0.0,1.0,0.1,1.0,9.4,6310
7250018.06,7250018.06,74.5,0.3,0.2,4.7,0.3,0.3,0.1,5.5,0.0,1.2,0.0,1.5,11.4,4330
7250018.07,7250018.07,84.8,0.0,0.1,1.3,0.1,0.4,0.3,3.6,0.0,1.1,0.0,1.0,7.3,4635
7250018.08,7250018.08,69.8,0.1,0.3,3.9,0.2,0.5,0.1,7.3,0.0,0.6,0.1,2.4,14.7,4730
7250018.09,7250018.09,86.2,0.0,0.5,0.3,0.3,0.2,0.5,2.9,0.0,0.8,0.0,0.6,7.7,3105
7250019.00,7250019.00,89.5,0.3,0.0,0.2,0.0,1.1,0.2,2.6,0.0,0.5,0.0,0.3,5.3,3225
7250020.00,7250020.00,90.9,0.1,0.1,0.2,0.0,0.7,0.0,2.7,0.0,0.1,0.0,0.2,5.0,4120
7250021.01,7250021.01,95.3,0.5,0.0,0.0,0.1,0.3,0.4,0.8,0.0,0.3,0.1,0.3,1.9,3705
7250021.02,7250021.02,92.7,0.4,0.2,0.2,0.0,0.3,0.2,1.3,0.0,0.2,0.1,0.4,4.0,5395
7250021.03,7250021.03,83.7,0.4,0.2,1.1,0.0,0.3,0.0,1.9,0.0,0.2,0.1,0.4,11.7,4810
7250021.04,7250021.04,88.6,0.0,0.0,0.2,0.4,0.1,0.2,2.9,0.0,0.2,0.1,0.2,7.1,4245
7250021.05,7250021.05,92.1,0.3,0.1,0.2,0.1,0.4,0.3,1.5,0.0,0.0,0.1,0.2,4.7,5365
7250100.02,7250100.02,61.3,0.3,0.2,7.0,0.1,1.3,0.2,8.5,0.0,1.8,0.1,2.4,16.8,6535
7250100.03,7250100.03,76.6,0.8,3.2,0.6,0.8,0.8,1.0,1.0,0.0,0.6,0.6,1.4,12.6,2520
7250100.04,7250100.04,93.2,0.3,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4705
7250101.00,7250101.00,98.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5495
7250102.01,7250102.01,96.5,0.1,0.0,0.3,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,2.6,12365
7250102.02,7250102.02,96.0,0.1,0.2,0.6,0.0,0.1,0.0,0.5,0.0,0.1,0.0,0.1,2.3,13380
7250103.00,7250103.00,98.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3220
7250104.01,7250104.01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510
7250104.02,7250104.02,91.2,0.5,0.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3290
7250105.00,7250105.00,97.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,4930
7250110.00,7250110.00,98.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,790
7250200.00,7250200.00,96.8,0.7,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2180
5900001.01,5900001.01,96.8,0.9,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.8,4415
5900001.02,5900001.02,96.4,0.5,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2795
5900002.00,5900002.00,98.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1775
5900003.00,5900003.00,96.3,0.7,0.1,0.1,0.0,0.4,0.4,0.0,0.3,0.0,0.1,0.1,1.5,3670
5900004.00,5900004.00,96.5,0.6,0.2,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,2.0,4200
5900005.00,5900005.00,97.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.7,2650
5900006.00,5900006.00,94.1,0.9,0.0,0.9,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,3.3,2705
5900007.00,5900007.00,94.9,0.3,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,3.4,1875
5900008.00,5900008.00,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.4,1100
5900009.00,5900009.00,98.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,1.1,4325
5900010.00,5900010.00,96.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.1,3670
5900011.00,5900011.00,94.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,1.7,4780
5900012.00,5900012.00,94.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,3.3,0.0,0.0,0.0,1.7,2430
5900013.00,5900013.00,95.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,2380
5900014.00,5900014.00,96.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.0,1.6,2515
5900015.00,5900015.00,94.7,0.6,0.0,0.3,0.0,0.4,0.2,0.0,1.3,0.0,0.4,0.0,2.1,5405
5900016.00,5900016.00,94.6,0.6,0.2,0.2,0.0,0.5,0.2,0.2,0.4,0.0,0.2,0.0,2.9,6260
5900017.00,5900017.00,91.8,0.4,0.2,0.9,0.0,0.4,0.6,0.3,0.7,0.0,0.1,0.1,4.5,6800
5900018.01,5900018.01,96.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.3,2720
5900018.02,5900018.02,95.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.8,4775
5900100.01,5900100.01,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1070
5900101.00,5900101.00,99.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2630
5900102.00,5900102.00,98.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975
4330001.00,4330001.00,2.3,87.1,0.1,0.0,0.0,0.6,0.8,0.0,0.0,0.1,0.2,0.0,8.8,5405
4330002.00,4330002.00,4.1,86.8,0.0,0.0,0.0,1.9,1.1,0.0,0.0,0.0,0.0,0.0,6.1,1820
4330003.00,4330003.00,3.6,84.9,0.0,0.0,0.0,2.4,1.2,0.0,0.0,0.2,0.2,0.0,7.5,2885
4330004.00,4330004.00,3.0,79.4,0.2,0.0,0.0,3.0,2.4,0.0,0.0,0.0,0.0,0.0,12.0,4645
4330005.00,4330005.00,2.3,90.6,0.2,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.2,0.0,4.3,2135
4330006.00,4330006.00,4.1,89.6,0.0,0.0,0.0,0.6,1.3,0.4,0.0,0.2,0.2,0.0,3.6,2685
4330007.00,4330007.00,4.1,85.2,0.8,0.0,0.0,1.9,1.7,0.4,0.0,0.0,0.0,0.0,5.9,2660
4330008.00,4330008.00,2.4,89.1,0.3,0.0,0.2,0.8,1.4,0.0,0.0,0.0,0.0,0.0,5.8,3115
4330009.01,4330009.01,1.8,91.6,0.2,0.0,0.0,1.3,0.6,0.4,0.0,0.1,0.2,0.0,3.8,4105
4330009.02,4330009.02,2.4,89.9,0.3,0.0,0.1,1.3,1.1,0.0,0.0,0.2,0.2,0.0,4.5,5670
4330010.00,4330010.00,4.5,87.5,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.1,0.1,0.0,5.0,3550
4330011.00,4330011.00,4.9,90.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1945
4330012.00,4330012.00,4.5,87.7,0.3,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,6.4,1985
4330013.00,4330013.00,7.2,85.7,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.3,0.0,0.0,5.4,1815
4330014.00,4330014.00,3.3,92.9,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,3.1,3020
4330015.01,4330015.01,2.6,92.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,4.0,2685
4330015.02,4330015.02,2.3,85.6,0.0,0.0,0.0,1.9,1.4,0.0,0.0,0.0,0.2,0.0,8.6,6255
4330016.00,4330016.00,2.4,87.7,0.0,0.0,0.0,1.3,1.1,0.0,0.0,0.0,0.0,0.0,7.5,3990
4330017.00,4330017.00,3.1,84.4,0.0,0.5,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.2,9.6,2945
4330018.00,4330018.00,4.1,89.1,0.0,0.0,0.0,1.1,0.8,0.0,0.0,0.0,0.1,0.0,4.8,5235
4330019.01,4330019.01,2.5,85.7,0.1,0.0,0.1,3.4,1.3,0.0,0.0,0.2,0.4,0.0,6.3,7070
4330019.02,4330019.02,3.5,86.6,0.2,0.1,0.0,3.1,1.3,0.0,0.0,0.1,0.3,0.0,4.8,7535
4330100.00,4330100.00,46.7,44.9,1.4,0.0,0.1,0.8,0.3,0.0,0.1,0.2,0.1,0.1,5.3,5585
4330110.01,4330110.01,2.4,95.6,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1.3,4310
4330110.03,4330110.03,2.8,93.4,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.1,0.3,0.0,2.5,6850
4330110.04,4330110.04,1.8,94.5,0.0,0.0,0.0,1.1,0.3,0.0,0.0,0.0,0.1,0.0,2.2,6535
4330110.06,4330110.06,1.6,94.6,0.0,0.0,0.0,1.1,0.2,0.0,0.0,0.1,0.2,0.0,2.2,6865
4330110.07,4330110.07,2.0,92.5,0.1,0.0,0.1,2.1,0.2,0.0,0.0,0.0,0.1,0.0,2.9,8010
4330111.01,4330111.01,4.2,82.2,0.2,0.0,0.0,2.8,1.6,0.0,0.0,0.0,0.2,0.0,8.8,8350
4330111.02,4330111.02,14.0,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1105
4330111.05,4330111.05,1.8,95.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,2.5,4690
4330111.06,4330111.06,2.1,94.1,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,2.9,3570
4330111.07,4330111.07,2.4,90.8,0.0,0.0,0.1,1.2,0.7,0.0,0.0,0.0,0.2,0.1,4.5,8915
4330111.08,4330111.08,1.7,95.4,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4970
4330112.01,4330112.01,0.5,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3015
4330112.02,4330112.02,2.4,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3370
4330113.01,4330113.01,1.6,95.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,1.9,5295
4330113.02,4330113.02,1.8,95.1,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.3,0.0,1.8,6935
4330200.00,4330200.00,34.3,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1795
4330201.00,4330201.00,23.0,72.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2930
4330202.00,4330202.00,9.3,88.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2645
4330300.01,4330300.01,1.4,97.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,6505
4330300.02,4330300.02,1.6,96.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4575
4330400.01,4330400.01,5.6,92.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6490
4330400.02,4330400.02,4.2,93.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6115
4330400.03,4330400.03,5.2,92.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6710
4330400.05,4330400.05,6.3,90.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2680
4330400.06,4330400.06,4.8,92.7,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,1.8,5875
4330401.00,4330401.00,2.4,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1670
4330402.00,4330402.00,4.0,94.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,5005
5390001.00,5390001.00,89.2,0.8,1.8,0.2,0.1,0.5,0.4,0.4,0.7,0.1,0.0,0.3,5.5,4595
5390002.00,5390002.00,85.4,0.4,3.9,0.2,0.3,1.0,0.7,0.1,0.1,0.1,0.2,0.0,7.6,6750
5390003.01,5390003.01,90.4,0.6,0.5,0.0,0.1,1.5,1.3,0.9,0.0,0.2,0.3,0.1,4.1,5065
5390003.03,5390003.03,83.8,0.6,2.3,0.1,0.1,1.2,1.2,0.3,0.2,0.1,0.0,0.6,9.5,4425
5390003.04,5390003.04,86.8,0.8,2.3,0.3,0.1,0.9,1.5,0.0,0.9,0.1,0.0,0.3,6.0,3725
5390004.01,5390004.01,86.7,0.5,1.2,0.0,0.2,0.6,2.3,0.1,0.7,0.1,0.1,0.6,6.9,4170
5390004.02,5390004.02,89.7,0.4,1.0,0.0,0.3,1.0,0.6,0.6,0.3,0.1,0.3,0.1,5.6,3895
5390005.00,5390005.00,86.7,0.4,0.2,0.5,0.4,1.5,1.4,0.0,0.1,1.0,0.5,0.4,6.9,4065
5390006.00,5390006.00,95.5,0.2,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2005
5390007.01,5390007.01,90.5,0.8,0.5,0.0,0.0,1.5,0.6,0.4,0.1,0.4,0.0,0.2,5.0,4870
5390007.02,5390007.02,87.0,0.5,0.5,0.2,0.0,1.5,0.8,0.3,0.3,0.2,0.3,0.3,8.1,5900
5390008.00,5390008.00,91.7,0.4,0.4,0.0,0.0,1.3,0.0,0.6,0.0,0.0,0.0,0.0,5.6,2650
5390009.00,5390009.00,89.2,0.8,0.6,0.4,0.3,1.6,0.6,0.6,0.1,0.1,0.2,0.1,5.4,6775
5390010.00,5390010.00,93.3,0.4,0.1,0.0,0.1,1.2,0.7,0.5,0.1,0.1,0.5,0.3,2.7,3740
5390011.00,5390011.00,90.9,0.5,0.2,0.1,0.1,1.0,1.4,0.6,0.1,0.2,0.1,0.1,4.7,7280
5390012.01,5390012.01,88.5,0.6,0.2,0.2,0.0,1.7,0.6,0.0,0.9,0.0,0.1,0.1,7.1,4115
5390012.02,5390012.02,87.2,1.2,0.3,0.1,0.1,1.8,1.0,0.2,0.6,0.2,0.1,0.2,7.0,6070
5390013.01,5390013.01,84.9,0.7,0.3,0.0,0.0,2.9,0.3,1.1,1.4,0.0,0.4,0.2,7.8,4710
5390013.02,5390013.02,83.4,0.7,0.6,0.0,0.1,3.2,1.6,0.4,0.4,0.3,0.4,0.4,8.5,5200
5390014.01,5390014.01,84.0,0.4,0.1,0.1,0.0,2.5,1.3,0.5,1.8,0.3,0.1,0.3,8.6,3845
5390014.02,5390014.02,92.7,0.5,0.2,0.1,0.1,1.0,0.2,0.1,0.8,0.1,0.1,0.1,4.0,5270
5390014.03,5390014.03,91.6,0.3,0.0,0.0,0.2,1.4,0.2,0.2,0.5,0.0,0.3,0.0,5.3,3230
5390015.00,5390015.00,91.4,0.6,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,6.2,875
5390016.01,5390016.01,93.7,0.7,0.1,0.0,0.0,1.1,0.2,0.0,0.1,0.4,0.2,0.0,3.5,4600
5390016.02,5390016.02,93.3,0.5,0.3,0.0,0.0,1.0,0.2,0.0,0.1,0.0,0.1,0.1,4.4,4415
5390017.01,5390017.01,93.7,0.1,0.8,0.3,0.3,0.5,0.0,0.3,0.1,0.1,0.0,0.0,3.8,3800
5390017.02,5390017.02,91.7,0.5,1.1,0.1,0.1,0.6,0.5,0.1,0.5,0.0,0.1,0.0,4.7,4165
5390018.01,5390018.01,90.2,0.3,0.3,0.0,0.1,1.6,0.2,0.4,0.3,0.0,0.3,0.4,5.9,4640
5390018.02,5390018.02,91.7,0.4,0.6,0.0,0.1,1.1,0.6,0.3,0.1,0.1,0.2,0.0,4.8,4460
5390018.03,5390018.03,95.2,0.3,0.5,0.0,0.1,0.4,0.3,0.0,0.3,0.0,0.3,0.3,2.3,3655
5390019.00,5390019.00,89.7,0.0,0.8,0.0,0.0,6.3,0.0,0.0,0.4,0.0,0.0,0.0,2.8,1260
5390020.00,5390020.00,93.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,630
5390100.00,5390100.00,95.4,0.2,0.3,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.2,2.9,3075
5390101.00,5390101.00,90.7,0.4,0.6,0.3,0.0,0.7,0.2,0.3,2.5,0.2,0.1,0.2,3.8,6050
5390102.01,5390102.01,87.1,0.3,2.8,0.4,0.3,0.7,0.4,0.6,0.2,0.3,0.1,0.8,6.0,6310
5390102.02,5390102.02,92.3,0.5,0.6,1.0,0.0,0.6,0.6,0.2,0.0,0.2,0.1,0.5,3.4,4370
5390102.03,5390102.03,84.7,0.7,0.8,0.9,0.0,1.1,0.9,0.8,0.0,0.4,0.5,2.6,6.6,3790
5390110.00,5390110.00,95.0,0.6,0.8,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,3.1,4290
5390111.00,5390111.00,93.2,0.4,0.2,0.0,0.1,0.6,0.0,0.1,0.3,0.0,0.1,0.0,5.0,7490
5390112.00,5390112.00,86.5,0.3,2.0,0.7,0.2,0.9,0.5,0.4,0.6,0.1,0.4,0.4,7.0,7045
5390200.00,5390200.00,87.5,0.5,1.2,0.8,0.1,0.8,0.0,0.7,0.2,0.1,0.1,0.6,7.4,4145
5390201.00,5390201.00,95.0,0.4,0.1,0.0,0.1,1.0,0.2,0.2,0.2,0.0,0.2,0.3,2.3,4690
5390202.00,5390202.00,63.1,0.3,3.4,4.7,1.3,2.5,2.1,1.4,0.3,0.5,0.4,1.9,18.1,3865
5390203.01,5390203.01,85.4,0.5,0.0,0.7,0.4,0.7,0.7,1.3,1.2,0.3,0.0,0.3,8.5,5375
5390203.02,5390203.02,81.2,0.9,1.9,2.2,0.3,0.9,0.9,1.2,0.2,0.2,0.3,0.6,9.2,5280
5390204.00,5390204.00,85.6,0.7,0.5,1.4,0.2,0.9,0.1,1.4,0.6,0.5,0.1,0.1,7.9,6895
5390205.00,5390205.00,73.9,0.4,2.5,2.1,0.7,1.4,0.7,1.4,1.8,0.4,0.4,0.4,13.9,1420
5390206.00,5390206.00,85.9,0.3,0.9,0.9,0.4,1.2,0.4,0.6,0.5,0.3,0.0,0.4,8.2,4775
5390207.00,5390207.00,86.0,0.3,0.3,1.7,0.3,0.6,0.3,0.9,1.3,0.4,0.0,0.3,7.6,5930
5390208.00,5390208.00,88.6,0.6,0.4,0.4,0.4,0.7,0.3,0.5,2.1,0.3,0.1,0.2,5.4,6065
5390209.03,5390209.03,83.7,0.3,0.2,0.9,0.2,1.2,0.9,0.8,0.4,0.5,0.0,0.7,10.2,4975
5390209.04,5390209.04,83.8,0.6,0.9,0.4,1.0,1.3,0.4,0.7,0.4,1.0,0.0,0.3,9.2,3450
5390209.05,5390209.05,87.6,0.3,0.6,0.4,0.5,0.5,0.3,0.7,0.6,0.5,0.1,0.5,7.4,6490
5390209.06,5390209.06,87.3,0.3,1.0,0.5,1.5,0.5,0.3,0.3,1.7,0.2,0.0,0.5,5.9,2910
5390210.01,5390210.01,87.0,0.5,1.2,0.3,0.6,0.8,0.2,0.5,0.9,0.5,0.0,0.5,7.0,3310
5390210.02,5390210.02,73.1,0.3,2.8,1.6,1.5,0.7,0.9,1.3,0.4,0.8,0.3,1.3,15.0,6015
5390211.00,5390211.00,91.6,0.1,0.0,0.1,0.1,0.7,0.0,0.5,1.1,0.1,0.0,0.2,5.5,4215
5390212.00,5390212.00,88.5,0.5,0.3,0.0,0.3,1.0,0.5,0.5,0.5,0.3,0.0,0.0,7.6,1915
5390213.00,5390213.00,90.9,0.5,0.3,0.0,0.2,0.7,0.2,0.3,1.8,0.0,0.0,0.0,5.1,3035
5390214.00,5390214.00,93.2,0.2,0.2,0.1,0.1,0.7,0.2,0.2,1.1,0.2,0.0,0.0,3.8,4435
5390215.00,5390215.00,90.6,0.6,0.2,0.2,0.1,0.5,0.3,0.7,0.5,0.0,0.2,0.1,6.0,4330
5390220.01,5390220.01,96.7,0.7,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,2.2,5975
5390220.02,5390220.02,95.2,0.4,0.3,0.5,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,3.0,5690
5390221.00,5390221.00,96.9,0.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6200
5390230.00,5390230.00,98.2,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.9,6890
5390240.01,5390240.01,94.6,0.1,0.5,0.1,0.0,1.3,0.0,0.0,0.2,0.0,0.1,0.0,3.1,4170
5390240.02,5390240.02,96.0,1.2,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,2.4,3730
5390241.00,5390241.00,97.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2925
5390242.02,5390242.02,94.0,0.4,0.1,0.3,0.0,0.7,0.2,0.1,0.2,0.0,0.2,0.2,3.6,6035
5390242.03,5390242.03,94.4,0.3,0.6,0.4,0.0,0.4,0.3,0.1,0.1,0.1,0.3,0.3,2.7,3490
5390242.04,5390242.04,95.1,0.0,0.2,0.3,0.1,0.5,0.1,0.1,0.3,0.2,0.2,0.1,2.8,5035
5390300.00,5390300.00,95.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1380
5390301.00,5390301.00,94.3,1.2,0.0,0.1,0.0,0.9,0.2,0.1,0.6,0.0,0.1,0.0,2.5,4870
5390302.00,5390302.00,92.9,2.1,0.0,0.3,0.1,0.9,0.1,0.0,0.1,0.0,0.0,0.0,3.5,3815
5390303.00,5390303.00,94.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.7,1620
5390304.00,5390304.00,91.3,3.9,0.0,0.2,0.1,0.6,0.0,0.0,0.6,0.0,0.1,0.0,3.2,4240
5390305.00,5390305.00,94.5,1.2,0.0,0.0,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.0,2.6,2085
5390306.00,5390306.00,92.8,1.7,0.0,0.8,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.0,3.7,2375
5390307.00,5390307.00,89.1,4.9,0.0,0.0,0.0,0.8,0.2,0.1,1.0,0.1,0.0,0.2,3.6,5040
5390308.00,5390308.00,92.8,1.9,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,4.1,2415
5390309.00,5390309.00,95.8,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2630
5390310.01,5390310.01,94.8,1.3,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.0,0.2,0.0,2.8,3185
