ctuid,name,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,population
4210845.06,4210845.06,74.3,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
4210846.02,4210846.02,72.9,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6080
4210846.03,4210846.03,73.9,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170
4210846.04,4210846.04,71.2,28.1,0.5,0.0,0.0,0.0,0.0,0.0,0.3,7990
4210850.02,4210850.02,64.5,33.2,1.4,0.0,0.0,0.0,0.0,0.0,0.7,2905
4210850.03,4210850.03,66.4,31.7,1.6,0.0,0.0,0.3,0.0,0.0,0.0,5705
4210850.04,4210850.04,73.1,24.7,1.4,0.0,0.0,0.5,0.0,0.0,0.0,4595
4210850.05,4210850.05,71.3,28.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4875
4210900.00,4210900.00,75.7,23.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5785
4210901.00,4210901.00,75.6,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4480
4210902.00,4210902.00,74.1,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660
4210903.00,4210903.00,66.8,32.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7845
8300001.01,8300001.01,55.8,39.4,1.8,1.4,0.0,0.0,0.0,0.0,0.9,2195
8300001.05,8300001.05,51.0,44.6,2.4,0.0,0.0,1.0,0.0,0.0,0.6,3540
8300001.06,8300001.06,55.4,38.1,3.3,1.9,0.0,0.3,0.0,0.0,0.0,3500
8300001.07,8300001.07,54.6,42.0,1.6,1.1,0.0,0.0,0.0,0.0,0.5,4045
8300001.08,8300001.08,51.3,42.5,2.7,2.3,0.0,0.0,0.0,0.0,0.4,3945
8300001.09,8300001.09,51.5,44.2,2.9,0.0,0.0,0.5,0.0,0.0,0.9,2785
8300001.10,8300001.10,60.7,36.0,2.1,0.0,0.0,0.4,0.3,0.0,0.0,3610
8300002.00,8300002.00,59.1,34.2,1.7,2.9,1.3,0.0,0.0,0.0,0.6,2630
8300003.00,8300003.00,40.9,52.1,3.9,0.0,0.0,0.8,0.0,1.0,0.6,5390
8300004.00,8300004.00,49.9,42.2,1.8,3.6,0.0,0.4,0.0,0.4,1.2,2475
8300005.00,8300005.00,45.0,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2555
8300006.00,8300006.00,48.1,48.9,1.2,0.0,0.0,1.5,0.0,0.0,0.3,3875
8300007.00,8300007.00,46.2,51.4,0.0,0.3,0.0,0.0,0.3,0.0,1.0,2920
8300008.02,8300008.02,61.5,36.3,0.4,1.0,0.0,0.0,0.0,0.0,0.4,3360
8300008.03,8300008.03,54.1,41.8,1.6,0.0,0.0,1.6,0.0,0.0,0.9,3945
8300008.04,8300008.04,57.1,33.3,4.0,4.5,0.6,0.6,0.0,0.0,0.0,3590
8300008.05,8300008.05,57.8,40.2,0.0,0.5,0.0,0.5,0.0,0.0,0.3,3280
8300009.01,8300009.01,54.4,41.2,0.0,1.6,0.8,0.8,0.0,0.0,0.0,2490
8300009.02,8300009.02,49.8,47.6,1.2,0.0,0.0,0.0,0.0,0.0,0.4,3655
8300010.00,8300010.00,50.8,43.2,2.3,0.0,0.4,0.5,0.2,0.0,2.2,4145
8300011.00,8300011.00,45.0,44.6,5.6,0.0,1.1,1.1,0.0,0.0,2.1,3310
8300012.00,8300012.00,47.5,48.5,2.5,0.2,0.0,0.5,0.0,0.0,0.5,5810
8300013.00,8300013.00,51.7,41.8,3.1,0.5,0.0,0.5,0.0,0.0,1.7,3885
8300014.00,8300014.00,51.4,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1555
8300015.00,8300015.00,42.6,52.3,1.3,0.4,0.6,1.6,0.0,0.4,0.8,3530
8300016.01,8300016.01,56.9,41.0,0.6,0.0,0.0,1.0,0.0,0.0,0.4,3955
8300016.02,8300016.02,55.6,42.0,1.2,0.0,0.0,0.8,0.0,0.0,0.4,4210
8300016.03,8300016.03,40.8,52.8,4.4,0.0,0.8,0.0,0.3,0.0,0.6,3860
7050001.01,7050001.01,50.7,45.0,3.7,0.0,0.0,0.3,0.0,0.0,0.3,2980
7050001.02,7050001.02,53.6,33.4,5.1,3.0,1.7,1.1,1.0,0.0,1.1,3620
7050002.01,7050002.01,58.2,29.8,4.4,4.4,2.3,0.6,0.0,0.0,0.0,4160
7050002.02,7050002.02,51.0,23.9,6.1,14.3,2.6,1.0,0.2,0.0,0.7,6265
7050003.00,7050003.00,49.9,31.4,7.2,7.6,2.5,0.5,0.0,0.3,0.5,5540
7050004.01,7050004.01,37.1,55.9,0.6,1.2,0.8,1.2,0.0,1.5,1.4,2585
7050004.02,7050004.02,47.5,24.7,8.4,9.3,7.8,1.1,0.2,0.2,1.0,9465
7050004.03,7050004.03,48.1,28.6,5.9,8.4,7.8,0.4,0.0,0.0,0.7,4990
7050005.00,7050005.00,48.0,47.5,1.2,0.9,1.2,0.2,0.2,0.0,0.7,4035
7050006.01,7050006.01,52.3,33.9,6.7,4.4,1.1,0.8,0.0,0.0,0.6,3200
7050006.02,7050006.02,39.7,36.6,10.3,7.4,3.5,0.4,0.0,1.1,1.1,3535
7050007.00,7050007.00,47.6,33.4,8.7,3.5,1.5,1.5,0.0,1.7,1.7,2005
7050008.01,7050008.01,51.7,42.4,2.3,0.5,1.4,0.5,0.0,0.4,0.7,5560
7050008.02,7050008.02,58.6,36.1,1.5,0.5,2.5,0.7,0.0,0.0,0.2,5275
7050009.01,7050009.01,50.4,40.6,1.6,2.2,0.9,1.9,0.0,1.4,0.9,4005
7050009.02,7050009.02,51.7,29.9,9.9,3.4,2.6,1.5,0.2,0.6,0.2,4740
7050010.00,7050010.00,42.9,39.0,6.6,5.7,1.2,1.6,0.4,1.1,2.0,2810
7050011.00,7050011.00,46.8,39.4,3.1,6.0,1.1,0.7,0.3,0.3,2.4,3565
7050012.00,7050012.00,38.0,51.5,4.6,2.1,0.6,0.5,0.0,0.0,2.1,4670
7050013.00,7050013.00,66.3,29.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,430
7050014.00,7050014.00,38.0,49.8,0.0,5.0,0.0,1.8,0.0,2.5,2.2,1395
7050015.00,7050015.00,52.6,38.8,4.5,0.7,0.9,0.9,0.0,0.7,0.9,2205
7050016.00,7050016.00,53.6,28.5,6.8,6.2,2.5,1.4,0.0,0.0,0.8,6480
7050017.00,7050017.00,41.5,44.8,7.9,0.0,0.0,2.3,0.0,0.7,2.3,2155
7050018.00,7050018.00,39.2,49.8,3.5,0.0,0.0,2.5,0.0,4.3,0.6,4840
7050019.00,7050019.00,46.8,45.5,2.0,0.4,0.0,1.3,0.0,2.6,1.6,4245
7050020.00,7050020.00,45.4,48.3,2.5,0.0,0.4,1.9,0.0,0.6,0.7,3415
7050021.00,7050021.00,52.8,42.2,1.3,0.0,0.0,0.0,0.0,1.5,1.5,2320
7050022.01,7050022.01,52.2,37.6,5.3,1.1,1.5,0.0,0.0,0.9,0.7,2260
7050022.02,7050022.02,55.5,40.4,2.6,0.0,0.0,0.3,0.0,0.6,0.2,4745
7050023.01,7050023.01,58.1,37.6,1.8,0.5,0.0,0.0,0.0,0.0,1.3,2780
7050023.02,7050023.02,60.7,28.2,6.3,2.8,1.0,0.0,0.0,0.0,0.5,3970
7050024.00,7050024.00,51.0,41.9,3.8,0.0,0.0,0.5,0.0,0.0,0.0,2865
7050025.01,7050025.01,50.3,36.3,9.4,0.7,0.0,0.6,0.0,1.8,0.5,4265
7050025.02,7050025.02,46.5,33.7,18.2,0.0,0.0,0.3,0.3,0.5,0.5,2965
7050026.00,7050026.00,56.5,34.1,4.4,1.4,1.2,0.8,0.0,1.0,0.8,3825
7050027.00,7050027.00,56.5,39.0,0.9,0.0,0.0,1.3,0.0,1.6,0.3,3450
7050028.01,7050028.01,54.7,35.4,5.9,0.3,1.4,1.0,0.0,0.0,0.0,2895
7050028.02,7050028.02,54.2,38.6,4.7,0.0,0.9,0.6,0.0,0.4,0.6,3430
7050028.03,7050028.03,60.7,36.7,0.0,0.6,0.7,0.0,0.0,0.0,1.4,4045
7050100.01,7050100.01,57.6,38.2,2.8,0.0,0.0,0.0,0.0,0.0,0.3,3570
7050100.02,7050100.02,62.9,32.9,2.3,0.0,0.7,0.3,0.0,0.0,0.2,4900
7050100.03,7050100.03,58.0,38.4,0.9,0.0,0.0,0.7,0.0,0.0,0.7,5050
7050100.05,7050100.05,65.2,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2370
7050100.08,7050100.08,64.3,27.8,2.2,2.6,1.2,0.9,0.0,0.0,0.6,5460
7050100.10,7050100.10,58.4,32.5,2.9,1.3,2.6,0.8,0.2,1.1,0.3,6420
7050100.11,7050100.11,53.6,32.9,7.2,1.9,2.8,0.0,0.0,0.0,0.7,3635
7050100.13,7050100.13,59.6,31.5,5.0,1.3,0.9,1.2,0.5,0.0,0.2,6665
7050100.14,7050100.14,63.9,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260
7050100.15,7050100.15,63.0,33.9,0.6,0.9,1.4,0.0,0.0,0.0,0.2,4660
7050100.16,7050100.16,63.1,34.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4565
7050100.17,7050100.17,58.4,27.4,5.1,2.8,5.4,0.0,0.6,0.2,0.2,6340
7050100.18,7050100.18,64.1,29.7,0.0,0.6,3.3,2.3,0.0,0.0,0.0,3995
7050100.19,7050100.19,49.7,34.8,9.9,2.4,1.3,1.1,0.6,0.0,0.0,5440
7050100.20,7050100.20,47.2,30.6,7.1,8.4,5.1,0.3,0.0,0.0,0.9,8015
7050101.01,7050101.01,55.9,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5885
7050101.02,7050101.02,60.3,36.5,1.1,0.4,1.8,0.0,0.0,0.0,0.0,6835
7050102.00,7050102.00,58.3,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5750
7050103.00,7050103.00,54.4,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975
7050104.00,7050104.00,55.7,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835
7050106.00,7050106.00,43.9,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330
4080001.00,4080001.00,77.8,20.7,0.8,0.0,0.0,0.0,0.0,0.0,0.8,3555
4080002.01,4080002.01,69.3,28.8,0.7,0.0,0.0,0.0,0.0,0.0,1.1,2815
4080002.02,4080002.02,80.7,17.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5515
4080003.01,4080003.01,78.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755
4080003.02,4080003.02,83.4,15.8,0.3,0.0,0.0,0.0,0.0,0.0,0.3,2885
4080004.00,4080004.00,63.5,27.9,7.5,0.0,0.0,0.0,0.0,0.0,0.9,3780
4080005.00,4080005.00,73.9,24.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2815
4080006.00,4080006.00,68.0,28.5,2.5,0.0,0.0,0.5,0.0,0.0,0.0,3030
4080007.00,4080007.00,75.7,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450
4080008.00,4080008.00,77.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5140
4080100.00,4080100.00,78.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030
4080101.00,4080101.00,72.4,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3715
4080102.00,4080102.00,78.5,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625
4080103.01,4080103.01,81.2,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3795
4080103.02,4080103.02,81.3,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575
4080104.00,4080104.00,82.2,17.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6975
4080105.00,4080105.00,78.7,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3080
4080106.00,4080106.00,76.7,22.5,0.8,0.0,0.0,0.0,0.0,0.0,0.3,3045
4080107.02,4080107.02,78.0,21.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3130
4080107.04,4080107.04,81.6,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925
4080107.05,4080107.05,73.8,25.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3000
4080107.06,4080107.06,81.0,18.3,0.5,0.0,0.0,0.0,0.0,0.0,0.2,4825
4080108.00,4080108.00,72.9,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900
4080109.00,4080109.00,77.8,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1935
4080110.00,4080110.00,77.3,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5350
4080111.03,4080111.03,79.4,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600
4080111.04,4080111.04,80.9,18.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2515
4080120.01,4080120.01,77.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3490
4080120.03,4080120.03,75.9,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6350
4080120.04,4080120.04,74.6,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065
4080120.05,4080120.05,82.4,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310
4080130.00,4080130.00,76.8,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4010
4080131.00,4080131.00,81.1,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4535
4080132.00,4080132.00,83.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265
4080133.00,4080133.00,81.6,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3610
4080140.00,4080140.00,82.1,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5285
4080150.00,4080150.00,77.8,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6540
4080160.00,4080160.00,78.8,20.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6330
4080161.00,4080161.00,75.5,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445
4080162.00,4080162.00,79.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265
4080163.00,4080163.00,82.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790
4080164.00,4080164.00,75.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060
4080165.00,4080165.00,84.7,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
4080166.00,4080166.00,84.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430
4080167.00,4080167.00,78.9,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990
4080168.00,4080168.00,76.1,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775
4080169.00,4080169.00,76.5,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850
4080170.00,4080170.00,72.1,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610
3100001.01,3100001.01,58.7,39.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2650
3100001.02,3100001.02,63.9,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3435
3100002.01,3100002.01,61.7,35.4,2.0,0.0,0.0,0.0,0.0,0.0,0.7,3550
3100002.02,3100002.02,58.4,31.3,3.8,2.7,2.9,0.0,0.0,0.0,0.9,1695
3100003.00,3100003.00,64.3,32.3,0.9,0.0,0.0,0.0,0.0,0.0,1.2,1625
3100004.00,3100004.00,57.3,35.8,1.4,2.3,1.2,0.0,0.0,0.0,1.2,2585
3100006.00,3100006.00,44.8,47.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,580
3100007.00,3100007.00,39.9,55.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,865
3100008.00,3100008.00,46.6,40.4,3.7,6.2,1.2,0.0,0.0,0.0,1.2,1620
3100009.00,3100009.00,38.3,51.9,3.8,3.3,0.0,0.0,0.0,0.0,2.3,2130
3100010.00,3100010.00,44.9,46.0,5.4,0.9,0.6,0.0,0.0,0.0,1.7,1750
3100011.00,3100011.00,56.2,38.7,0.0,1.0,0.0,0.0,1.5,0.0,0.0,970
3100012.00,3100012.00,60.5,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925
3100013.00,3100013.00,53.6,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1510
3100014.00,3100014.00,61.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2250
3100015.00,3100015.00,65.2,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
3100016.00,3100016.00,58.4,38.6,0.0,0.0,0.0,0.7,0.0,0.0,0.7,1515
3100017.00,3100017.00,49.8,40.8,7.8,1.2,0.0,0.0,0.0,0.0,0.0,1225
3100018.00,3100018.00,52.6,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
3100019.00,3100019.00,36.8,45.6,17.5,0.0,0.0,0.0,0.0,0.0,0.0,285
3100020.00,3100020.00,56.0,32.4,4.0,4.8,1.2,0.0,0.0,0.0,0.8,1250
3100021.00,3100021.00,53.7,38.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1360
3100022.00,3100022.00,61.1,31.6,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2355
3100023.00,3100023.00,45.4,47.2,3.9,1.5,0.9,0.6,0.0,0.0,0.6,1685
3100024.00,3100024.00,43.3,33.4,22.6,0.0,0.0,0.4,0.0,0.0,0.0,2785
3100025.01,3100025.01,68.1,31.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4030
3100025.02,3100025.02,73.0,25.3,0.0,0.0,0.0,0.0,0.7,0.0,0.4,3690
3100026.00,3100026.00,69.4,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3495
3100027.01,3100027.01,61.1,29.7,5.5,1.7,0.0,0.8,0.4,0.0,0.3,3570
3100027.02,3100027.02,54.5,33.4,6.7,3.6,0.0,0.6,1.0,0.0,0.0,3355
3100028.00,3100028.00,48.6,46.7,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1810
3100029.00,3100029.00,65.4,33.3,0.7,0.0,0.0,0.0,0.0,0.0,0.4,6435
3100100.01,3100100.01,66.4,32.6,0.0,0.0,0.0,0.3,0.0,0.0,0.5,4955
3100100.03,3100100.03,61.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100
3100100.04,3100100.04,62.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250
3100101.00,3100101.00,60.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8,800
3100102.00,3100102.00,57.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,710
3100110.01,3100110.01,73.5,24.6,0.6,0.2,0.0,0.0,0.9,0.0,0.2,4430
3100110.02,3100110.02,63.5,34.9,0.0,0.2,0.0,0.0,0.7,0.0,0.5,7485
3100111.00,3100111.00,66.4,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180
3100112.00,3100112.00,63.2,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045
3100120.02,3100120.02,61.1,37.0,0.5,0.1,0.0,0.4,0.0,0.0,0.5,6820
3100120.03,3100120.03,60.8,37.9,0.6,0.0,0.0,0.0,0.0,0.0,0.4,3390
3100120.05,3100120.05,64.0,33.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3760
3100120.06,3100120.06,66.4,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4510
3100130.01,3100130.01,64.1,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7275
3100130.03,3100130.03,69.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420
3100130.04,3100130.04,63.3,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915
3100131.01,3100131.01,60.9,34.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1355
3100131.02,3100131.02,66.9,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495
3100140.00,3100140.00,53.1,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310
4520001.00,4520001.00,76.0,22.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,6320
4520002.00,4520002.00,72.8,25.4,1.6,0.0,0.0,0.0,0.0,0.0,0.5,3825
4520003.00,4520003.00,64.0,32.0,3.6,0.0,0.0,0.0,0.0,0.0,0.2,6040
4520004.00,4520004.00,65.9,28.0,4.1,0.0,0.0,0.5,0.0,0.0,1.5,4050
4520005.00,4520005.00,69.6,26.8,2.2,0.0,0.0,0.5,0.0,0.0,0.7,4990
4520006.00,4520006.00,72.4,25.5,1.0,0.0,0.0,0.6,0.0,0.0,0.3,3625
4520007.00,4520007.00,79.6,19.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3805
4520008.00,4520008.00,75.6,23.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4220
4520009.00,4520009.00,71.9,22.7,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4025
4520010.00,4520010.00,71.2,22.7,5.1,0.0,0.0,0.5,0.0,0.0,0.4,5055
4520011.00,4520011.00,68.5,26.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,4140
4520012.00,4520012.00,76.2,23.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4735
4520100.00,4520100.00,67.4,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745
5620001.01,5620001.01,30.8,56.9,0.0,0.0,0.0,0.0,0.0,10.0,1.5,650
5620001.02,5620001.02,80.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
5620002.00,5620002.00,39.2,58.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2360
5620003.00,5620003.00,44.9,52.1,0.3,1.1,0.7,0.3,0.0,0.0,0.6,4875
5620004.00,5620004.00,54.0,42.5,0.0,1.3,0.8,0.0,0.0,0.0,0.0,3035
5620005.00,5620005.00,43.6,51.6,3.3,0.0,0.0,0.0,0.0,0.0,0.7,2730
5620006.00,5620006.00,47.5,48.9,1.0,0.7,0.4,0.0,0.0,0.0,1.2,3455
5620007.00,5620007.00,61.5,36.1,0.9,0.7,0.0,0.0,0.0,0.0,0.9,2285
5620008.00,5620008.00,54.5,42.9,0.0,0.6,0.8,0.3,0.0,0.0,0.8,3100
5620009.00,5620009.00,51.4,43.7,1.0,1.3,0.9,0.2,0.2,0.4,0.9,5255
5620010.00,5620010.00,58.1,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,3375
5620011.00,5620011.00,48.7,48.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,3010
5620012.00,5620012.00,65.5,33.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,2840
5620013.00,5620013.00,64.4,33.6,1.3,0.0,0.0,0.0,0.3,0.0,0.0,4475
5620100.00,5620100.00,61.7,35.0,1.3,0.0,0.0,0.0,0.0,0.0,1.8,1930
5620101.01,5620101.01,62.0,31.0,3.4,2.3,0.0,0.2,0.0,0.0,0.7,4325
5620101.02,5620101.02,64.0,33.0,0.0,1.3,0.0,0.4,0.0,0.0,0.4,2225
5620101.03,5620101.03,68.2,30.6,0.0,0.9,0.0,0.0,0.0,0.0,0.3,4855
5620102.01,5620102.01,58.8,32.6,3.9,4.0,0.0,0.0,0.3,0.0,0.0,4370
5620102.02,5620102.02,59.9,35.4,1.9,0.9,0.7,0.6,0.0,0.0,0.4,4030
5620102.03,5620102.03,55.5,39.1,1.4,2.4,0.6,0.2,0.0,0.2,0.6,6340
5620102.04,5620102.04,71.6,27.8,0.0,0.5,0.0,0.0,0.0,0.0,0.3,3860
5620110.01,5620110.01,56.8,41.9,0.4,0.1,0.2,0.0,0.0,0.0,0.5,7300
5620110.02,5620110.02,68.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455
5620110.03,5620110.03,64.9,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5885
5620120.00,5620120.00,66.1,33.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,8130
7250001.01,7250001.01,61.7,28.6,8.0,0.3,0.0,0.3,0.0,0.8,0.2,5910
7250001.02,7250001.02,49.1,37.6,8.2,3.3,0.4,1.0,0.0,0.0,0.2,8305
7250002.01,7250002.01,49.8,44.4,2.3,0.0,0.0,1.2,0.0,0.0,1.0,2860
7250002.03,7250002.03,59.7,37.0,2.3,0.3,0.0,0.2,0.0,0.0,0.5,4555
7250002.04,7250002.04,45.9,38.5,6.9,3.7,1.1,2.5,0.0,0.5,0.8,6520
7250003.00,7250003.00,50.8,44.1,1.3,1.5,0.0,0.3,0.5,0.8,0.7,5490
7250004.00,7250004.00,44.0,51.6,0.5,0.5,0.0,0.6,0.6,0.7,1.2,5240
7250005.00,7250005.00,51.7,45.4,0.5,0.0,0.2,0.4,0.0,1.0,0.8,6630
7250006.01,7250006.01,51.2,36.0,6.0,1.2,0.3,2.4,0.0,2.3,0.6,5055
7250006.02,7250006.02,46.0,35.9,10.4,0.9,1.1,1.8,0.0,3.0,1.0,3945
7250006.03,7250006.03,54.7,32.5,9.0,1.0,0.0,1.1,0.0,0.5,1.0,5320
7250006.04,7250006.04,56.3,40.0,1.4,0.5,0.0,0.2,0.0,0.5,0.6,4665
7250007.00,7250007.00,35.2,54.4,0.9,0.0,0.0,4.1,0.0,1.5,2.9,1720
7250008.00,7250008.00,45.0,43.1,6.2,2.3,0.0,0.4,1.2,0.0,0.9,2845
7250009.00,7250009.00,42.5,52.0,1.7,0.4,0.4,0.8,0.6,0.4,1.2,4240
7250010.00,7250010.00,39.9,50.9,3.8,1.6,0.7,0.8,0.4,0.4,1.4,6055
7250011.01,7250011.01,47.1,35.9,6.1,7.2,0.7,0.0,0.0,1.7,0.7,3535
7250011.02,7250011.02,38.6,40.8,15.2,1.7,2.0,0.3,0.0,0.5,0.8,3250
7250011.03,7250011.03,41.8,39.0,10.7,5.4,1.3,1.1,0.6,0.0,0.6,2705
7250012.01,7250012.01,48.3,34.7,10.4,4.4,0.7,0.6,0.0,0.8,0.2,5375
7250012.02,7250012.02,53.2,34.3,6.5,4.4,1.0,0.5,0.0,0.0,0.0,4295
7250012.03,7250012.03,58.8,31.3,5.5,2.3,0.8,0.6,0.0,0.0,0.0,4155
7250012.06,7250012.06,57.9,30.3,7.3,2.9,0.2,0.5,0.4,0.1,0.5,8330
7250012.08,7250012.08,57.3,34.4,5.3,1.6,0.0,0.4,0.4,0.0,0.6,3955
7250012.09,7250012.09,62.4,32.5,1.9,0.5,0.0,0.5,1.1,0.0,0.6,3165
7250012.10,7250012.10,62.2,29.6,2.9,2.1,0.5,1.1,0.9,0.0,1.1,3280
7250012.11,7250012.11,49.4,33.3,10.0,3.3,2.3,0.8,0.0,0.0,0.5,9055
7250013.01,7250013.01,45.3,43.1,5.7,0.9,0.2,1.0,0.0,2.4,1.5,5285
7250013.02,7250013.02,51.7,37.5,7.1,1.1,0.0,0.0,0.0,1.3,0.8,5830
7250013.04,7250013.04,51.7,33.8,5.8,3.4,3.5,0.7,0.1,0.5,0.5,15550
7250013.06,7250013.06,62.1,34.3,2.0,0.0,0.0,0.7,0.0,0.0,0.0,3670
7250013.07,7250013.07,57.1,38.5,1.9,0.6,0.0,1.1,0.0,0.0,0.5,3120
7250013.08,7250013.08,61.1,31.8,2.2,2.0,1.4,0.9,0.0,0.0,0.6,3470
7250013.09,7250013.09,49.9,40.8,3.9,2.3,1.8,0.9,0.0,0.0,0.3,8145
