ctuid,name,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,population
5550044.04,5550044.04,52.5,35.7,6.6,2.3,1.4,1.1,0.5,0.0,0.0,2210
5550044.05,5550044.05,50.1,32.9,12.4,2.0,1.4,0.3,0.6,0.0,0.4,8660
5550044.06,5550044.06,46.0,28.1,20.4,2.5,1.5,0.5,0.2,0.0,0.8,8595
5550044.07,5550044.07,46.1,40.0,7.7,2.4,0.3,0.9,0.3,0.0,2.7,3500
5550045.00,5550045.00,35.7,41.7,5.3,7.8,2.5,2.2,4.1,0.0,0.9,1595
5550046.00,5550046.00,49.2,30.2,6.9,6.3,0.4,3.3,0.1,0.0,3.4,6895
5550047.00,5550047.00,49.8,35.5,5.0,2.5,0.9,5.2,0.0,0.3,0.7,5270
5550048.00,5550048.00,46.2,33.0,7.1,5.5,0.3,4.9,0.2,0.0,3.0,6585
5550049.01,5550049.01,55.8,34.1,4.0,1.6,0.9,2.3,0.2,0.0,1.2,7045
5550049.02,5550049.02,54.0,32.7,6.9,2.7,0.9,1.9,0.6,0.0,0.4,9380
5550050.01,5550050.01,50.2,33.3,9.6,2.5,0.7,1.5,1.4,0.0,0.6,8500
5550050.02,5550050.02,56.2,36.2,3.1,1.0,0.0,0.2,1.1,0.0,1.8,4085
5550050.03,5550050.03,49.4,34.1,8.1,3.9,0.6,0.0,3.2,0.0,0.4,3890
5550051.00,5550051.00,51.7,32.8,8.0,2.9,0.7,0.8,2.6,0.0,0.7,5260
5550100.01,5550100.01,64.6,34.4,0.3,0.0,0.0,0.0,0.0,0.0,0.5,4955
5550100.02,5550100.02,58.7,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4860
5550110.01,5550110.01,54.1,30.6,10.5,1.6,2.1,0.8,0.2,0.0,0.2,9750
5550110.02,5550110.02,52.3,23.5,15.6,2.1,4.9,0.9,0.4,0.0,0.4,16130
5550120.01,5550120.01,63.3,34.9,1.2,0.0,0.0,0.0,0.2,0.0,0.2,4740
5550120.02,5550120.02,65.5,31.7,0.8,0.3,0.0,0.0,0.5,0.0,0.5,2945
5550120.03,5550120.03,48.5,27.9,12.5,4.6,2.8,2.5,0.6,0.0,0.7,21395
5550130.00,5550130.00,56.9,42.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,4040
5550140.00,5550140.00,65.3,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235
5550150.00,5550150.00,60.8,35.9,2.6,0.1,0.3,0.0,0.1,0.0,0.1,8805
5550200.00,5550200.00,59.4,37.6,1.5,0.8,0.0,0.2,0.1,0.0,0.3,11965
5550201.00,5550201.00,47.9,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2525
5550202.00,5550202.00,45.0,53.4,0.0,0.0,0.0,0.4,0.0,0.0,0.9,2255
5550203.00,5550203.00,46.4,52.7,0.4,0.0,0.0,0.3,0.0,0.0,0.3,3380
5550204.01,5550204.01,56.1,41.7,0.5,0.4,0.4,0.0,0.0,0.0,0.5,4150
5550204.02,5550204.02,59.0,37.9,1.0,0.8,0.0,1.1,0.0,0.0,0.0,4920
5550205.00,5550205.00,41.8,56.8,0.0,0.0,0.0,0.4,0.0,0.0,0.4,2740
5550206.00,5550206.00,41.7,53.9,0.0,1.7,0.0,0.0,0.0,0.0,1.7,2940
5550207.00,5550207.00,55.5,41.8,0.8,0.4,0.6,0.2,0.0,0.0,0.8,7240
5550210.00,5550210.00,56.5,41.4,0.3,0.4,0.8,0.0,0.0,0.0,0.6,5735
5550220.00,5550220.00,57.6,40.9,0.2,0.0,0.0,0.0,0.2,0.0,0.9,7880
5550230.00,5550230.00,62.7,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4760
5550231.00,5550231.00,61.0,37.2,0.9,0.0,0.0,0.0,0.0,0.0,0.3,6775
5550232.00,5550232.00,60.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5520
5550233.00,5550233.00,63.0,36.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2650
5550234.00,5550234.00,64.0,34.7,0.2,0.2,0.0,0.0,0.0,0.0,0.5,8600
5550300.00,5550300.00,68.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2890
8050001.00,8050001.00,57.4,38.3,1.8,1.0,0.0,0.5,0.0,0.0,0.8,1985
8050002.00,8050002.00,54.7,38.6,0.9,2.5,2.1,0.5,0.0,0.0,0.8,3845
8050003.01,8050003.01,57.4,36.9,3.5,0.0,0.0,1.1,0.0,0.0,0.9,3695
8050003.03,8050003.03,54.1,36.4,4.6,1.2,1.6,0.3,0.0,0.9,1.0,3845
8050003.04,8050003.04,50.7,45.6,1.8,0.6,0.7,0.4,0.0,0.0,0.0,4155
8050004.00,8050004.00,63.1,35.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1410
8050005.01,8050005.01,64.6,27.9,0.0,0.9,3.4,0.9,0.0,0.0,2.2,2925
8050005.02,8050005.02,61.6,35.3,1.7,0.0,0.5,0.4,0.0,0.0,0.6,4035
8050006.00,8050006.00,49.4,45.7,3.4,0.7,0.0,0.0,0.0,0.0,0.6,4100
8050007.00,8050007.00,54.3,43.8,0.7,0.0,0.0,0.0,0.0,0.0,0.5,4695
8050008.00,8050008.00,43.6,53.0,0.0,0.0,0.0,0.0,0.4,0.5,1.8,2820
8050009.00,8050009.00,47.2,48.6,1.2,0.0,0.0,0.6,0.0,0.0,2.1,4340
8050010.00,8050010.00,48.2,49.6,0.0,0.0,0.0,0.3,0.0,0.0,1.4,3980
8050011.00,8050011.00,53.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2285
8050012.01,8050012.01,48.9,49.4,0.4,0.0,0.0,0.6,0.0,0.3,0.3,3630
8050012.02,8050012.02,51.9,44.2,2.1,0.8,0.0,0.0,0.0,0.0,0.9,6445
8050013.00,8050013.00,47.1,49.7,0.7,0.0,0.0,2.1,0.0,0.0,0.0,3640
8050014.00,8050014.00,51.1,45.1,0.5,0.0,0.0,1.6,0.0,0.0,1.1,5545
8050100.00,8050100.00,60.6,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330
8050200.00,8050200.00,58.8,39.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,6885
3050001.00,3050001.00,57.4,29.9,4.8,2.8,1.6,0.0,0.0,0.0,2.8,1255
3050002.00,3050002.00,62.2,33.5,0.6,0.7,1.2,0.3,0.7,0.0,0.7,4745
3050003.01,3050003.01,59.0,40.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2255
3050003.04,3050003.04,55.9,40.0,1.5,1.0,0.7,0.3,0.0,0.0,0.7,5350
3050003.05,3050003.05,67.0,29.5,1.2,2.0,0.0,0.0,0.0,0.0,0.0,2560
3050003.06,3050003.06,59.4,35.8,1.6,1.5,0.4,0.3,0.2,0.0,0.7,8905
3050004.01,3050004.01,59.4,35.2,3.1,0.8,0.4,0.0,0.3,0.0,0.5,3920
3050004.02,3050004.02,52.2,38.6,4.0,2.0,1.4,0.4,0.0,0.0,1.5,4980
3050005.00,3050005.00,60.2,34.4,3.1,0.0,0.0,0.9,0.4,0.0,0.7,2750
3050006.00,3050006.00,43.2,40.7,7.7,3.5,3.4,0.0,0.0,0.0,1.1,4430
3050007.00,3050007.00,51.8,42.3,1.1,2.9,0.0,0.0,0.3,0.0,1.4,3135
3050008.00,3050008.00,64.0,27.0,5.2,1.8,1.7,0.3,0.0,0.0,0.0,4845
3050009.00,3050009.00,47.9,45.2,2.0,1.4,0.9,0.2,1.1,0.0,1.3,4575
3050010.01,3050010.01,52.1,35.7,9.1,0.9,0.7,0.0,0.0,0.0,0.9,2140
3050010.03,3050010.03,63.0,28.3,5.3,1.1,1.0,0.4,0.0,0.0,1.0,6235
3050010.04,3050010.04,55.4,33.2,9.4,0.8,0.0,0.0,0.0,0.0,0.8,1960
3050011.00,3050011.00,71.0,27.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,4300
3050012.01,3050012.01,63.8,30.6,2.7,0.5,0.5,0.0,0.0,0.0,1.7,4770
3050012.02,3050012.02,69.8,25.6,3.1,0.0,0.0,0.0,0.8,0.0,0.0,4295
3050013.00,3050013.00,64.7,25.7,5.8,1.6,0.5,0.7,0.4,0.0,0.4,6695
3050014.02,3050014.02,67.9,27.4,3.3,0.4,0.0,0.2,0.0,0.0,0.5,6745
3050014.03,3050014.03,73.0,23.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,5020
3050014.05,3050014.05,73.6,23.0,2.1,0.6,0.3,0.0,0.0,0.0,0.0,4885
3050014.06,3050014.06,73.2,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3485
3050014.07,3050014.07,76.2,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840
3050015.02,3050015.02,79.3,18.9,0.0,0.0,0.6,0.3,0.0,0.0,0.7,5895
3050016.01,3050016.01,68.4,30.9,0.3,0.0,0.0,0.0,0.0,0.0,0.3,7255
3050016.02,3050016.02,61.8,37.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5700
3050100.00,3050100.00,57.4,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7470
3050101.00,3050101.00,58.2,38.8,1.2,0.3,0.5,0.1,0.1,0.0,0.8,9465
3050102.01,3050102.01,61.5,35.1,0.4,0.8,1.1,0.4,0.2,0.0,0.4,5235
3050102.02,3050102.02,61.5,37.1,0.5,0.4,0.0,0.3,0.0,0.0,0.2,5595
3050110.00,3050110.00,54.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065
3050120.00,3050120.00,61.5,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585
3050200.00,3050200.00,73.7,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875
4620001.00,4620001.00,58.9,33.3,6.4,0.0,0.0,0.8,0.0,0.0,0.0,2570
4620002.00,4620002.00,54.4,35.0,9.1,0.0,0.0,0.3,0.3,0.0,0.8,3790
4620003.00,4620003.00,58.2,30.3,9.8,0.0,0.0,0.9,0.0,0.0,0.5,6640
4620004.00,4620004.00,61.1,29.4,7.3,0.0,0.0,1.7,0.0,0.0,0.0,3160
4620005.00,4620005.00,63.4,31.3,4.2,0.0,0.0,0.6,0.0,0.0,0.5,3180
4620006.00,4620006.00,56.8,32.2,8.5,0.0,0.5,1.4,0.0,0.0,0.3,4595
4620007.00,4620007.00,59.9,31.7,5.9,0.0,0.6,1.4,0.0,0.0,0.0,5640
4620008.00,4620008.00,59.6,35.3,4.1,0.0,0.0,0.8,0.0,0.0,0.0,3070
4620009.00,4620009.00,55.6,34.1,6.3,0.0,1.4,2.3,0.0,0.0,0.0,3470
4620010.00,4620010.00,50.0,38.6,7.5,0.0,0.0,2.3,0.0,0.0,0.6,1540
4620011.00,4620011.00,53.8,34.8,8.2,0.3,0.0,1.8,0.6,0.0,0.5,5725
4620012.01,4620012.01,52.9,25.4,17.8,1.6,0.0,1.2,0.0,0.0,1.2,2580
4620012.02,4620012.02,50.3,25.3,23.4,0.4,0.0,0.3,0.0,0.0,0.5,3980
4620013.00,4620013.00,54.2,33.8,10.2,0.2,0.0,0.9,0.5,0.0,0.3,5270
4620014.03,4620014.03,44.8,37.8,12.9,1.3,0.0,2.4,0.0,0.0,0.4,3360
4620014.04,4620014.04,42.9,47.2,7.8,0.2,0.0,0.5,0.5,0.0,0.7,4055
4620015.00,4620015.00,41.5,51.5,5.5,0.4,0.0,0.5,0.0,0.0,0.6,4010
4620016.00,4620016.00,40.6,54.5,3.6,0.0,0.0,0.0,0.0,0.0,1.1,2230
4620017.00,4620017.00,41.8,53.2,3.8,0.0,0.0,0.5,0.0,0.0,1.0,2095
4620018.00,4620018.00,38.6,54.5,5.0,1.0,0.0,0.0,0.5,0.0,0.5,2020
4620019.00,4620019.00,44.6,51.6,1.5,0.0,0.0,1.5,0.0,0.0,0.6,2365
4620021.00,4620021.00,38.1,56.7,3.7,0.5,0.0,0.0,0.0,0.0,0.7,2965
4620022.00,4620022.00,38.0,57.7,2.3,0.0,0.0,0.0,0.0,0.0,1.3,1500
4620023.00,4620023.00,32.0,59.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1265
4620024.00,4620024.00,35.8,58.9,2.6,0.0,0.0,2.2,0.0,0.0,0.8,2540
4620025.00,4620025.00,44.1,51.0,2.8,0.9,0.0,0.5,0.0,0.0,0.0,2845
4620026.00,4620026.00,41.3,53.1,4.4,0.0,0.0,0.4,0.0,0.0,0.8,2590
4620027.00,4620027.00,38.8,55.8,3.8,0.0,0.0,0.6,0.0,0.0,0.9,1585
4620028.00,4620028.00,33.1,62.4,3.8,0.0,0.0,0.0,0.0,0.0,0.5,2085
4620029.00,4620029.00,37.9,55.4,4.6,0.0,0.0,1.1,0.3,0.0,0.8,3935
4620030.00,4620030.00,40.1,48.4,8.2,0.0,0.0,1.9,0.0,0.0,1.0,3340
4620031.00,4620031.00,32.8,55.1,9.4,0.0,0.0,1.8,0.0,0.0,0.5,2775
4620032.00,4620032.00,34.9,51.2,9.8,0.0,0.0,2.7,0.0,0.0,0.7,1475
4620033.00,4620033.00,38.1,55.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1745
4620034.00,4620034.00,43.2,44.4,7.6,0.0,0.0,3.7,0.0,0.0,0.9,2835
4620035.00,4620035.00,36.7,53.8,6.0,1.0,0.0,0.8,0.5,0.0,1.0,1990
4620036.00,4620036.00,35.0,55.8,6.2,0.0,0.0,1.2,0.5,0.0,0.7,2015
4620037.00,4620037.00,47.7,40.6,7.6,0.7,0.3,1.3,0.9,0.0,0.9,3420
4620038.00,4620038.00,32.8,41.8,22.5,1.2,0.0,1.8,0.0,0.0,0.0,2000
4620039.00,4620039.00,39.8,46.0,11.3,1.1,0.0,0.0,0.0,0.0,0.9,2260
4620041.00,4620041.00,34.4,49.4,8.4,4.5,0.0,1.7,0.0,0.0,0.8,1790
4620042.00,4620042.00,36.8,55.3,5.3,0.0,0.0,0.9,0.9,0.0,0.0,1140
4620043.00,4620043.00,38.4,53.5,6.1,0.0,0.0,0.0,1.2,0.0,0.0,1225
4620044.00,4620044.00,32.8,57.3,7.9,0.4,0.0,0.0,0.4,0.0,0.9,2285
4620045.00,4620045.00,38.7,52.5,5.7,0.0,0.0,1.1,0.7,0.0,0.7,1410
4620046.00,4620046.00,35.3,48.2,13.6,0.0,0.0,0.9,0.7,0.0,1.2,2170
4620047.00,4620047.00,27.5,59.7,9.4,0.0,0.0,0.0,1.3,0.0,0.0,745
4620048.00,4620048.00,29.0,65.7,2.6,0.0,0.0,0.6,0.4,0.0,1.3,2345
4620049.00,4620049.00,41.8,49.2,7.4,0.0,0.0,0.0,0.0,0.0,0.8,1220
4620050.00,4620050.00,29.0,50.4,14.3,3.7,0.0,0.7,1.1,0.0,0.0,1360
4620051.00,4620051.00,29.1,54.4,8.8,2.1,0.0,0.6,2.9,0.0,1.2,1700
4620052.00,4620052.00,37.6,49.6,7.4,1.7,0.0,2.2,0.7,0.0,1.4,2085
4620053.00,4620053.00,44.2,45.7,8.3,0.8,0.0,0.8,0.0,0.0,0.0,1325
4620054.00,4620054.00,34.8,49.1,8.0,2.7,0.0,1.3,0.9,0.0,2.2,1120
4620055.01,4620055.01,49.4,38.5,6.3,0.7,0.2,1.1,3.3,0.0,0.4,5560
4620055.02,4620055.02,65.8,27.9,0.0,0.0,0.0,1.8,2.7,0.0,0.0,555
4620056.00,4620056.00,32.8,46.4,10.4,3.1,0.0,3.9,1.0,0.0,2.1,1920
4620057.00,4620057.00,30.6,54.1,7.6,2.2,0.0,3.2,0.0,0.0,0.6,1570
4620058.00,4620058.00,28.1,51.8,10.7,2.7,0.0,4.0,0.9,0.0,1.3,1120
4620059.00,4620059.00,33.9,55.2,4.3,1.8,2.2,0.7,0.7,0.0,1.1,1385
4620060.00,4620060.00,28.9,23.7,33.6,8.1,0.0,3.8,0.0,0.0,1.9,1055
4620061.00,4620061.00,32.0,51.9,9.1,2.2,0.0,2.6,1.3,0.0,1.3,1155
4620062.00,4620062.00,30.6,50.5,11.3,2.4,0.0,0.9,3.3,0.0,0.7,4525
4620063.00,4620063.00,22.5,55.6,16.5,2.1,0.0,1.1,1.9,0.0,0.2,5055
4620064.00,4620064.00,26.8,26.3,31.1,10.2,2.0,0.0,3.1,0.0,0.8,1770
4620065.01,4620065.01,19.5,36.2,23.9,13.9,3.6,1.1,1.4,0.0,0.6,6595
4620065.02,4620065.02,29.6,42.2,15.9,5.2,2.7,0.9,2.5,0.0,1.2,3390
4620066.01,4620066.01,22.3,36.5,21.9,13.1,2.3,2.2,1.1,0.0,0.4,3945
4620066.02,4620066.02,30.6,47.9,12.4,3.4,1.2,2.0,1.2,0.0,1.2,3215
4620067.00,4620067.00,41.9,29.1,20.8,1.1,0.0,3.4,1.7,0.0,1.7,1755
4620068.00,4620068.00,33.5,23.4,35.6,5.3,0.0,0.0,0.6,0.0,1.5,1685
4620069.01,4620069.01,34.0,42.8,18.2,1.4,0.5,1.1,1.3,0.0,0.6,4750
4620069.02,4620069.02,44.0,39.5,10.4,0.5,0.0,1.0,4.3,0.0,0.4,4105
4620070.01,4620070.01,40.8,46.7,7.0,1.4,0.0,1.0,2.7,0.0,0.3,3555
4620070.02,4620070.02,35.7,47.5,10.1,1.4,0.3,1.4,2.6,0.0,0.9,5180
4620072.00,4620072.00,44.7,47.9,4.8,0.8,0.0,0.4,0.9,0.0,0.4,3745
4620073.00,4620073.00,59.2,30.9,6.9,0.0,0.0,0.0,2.5,0.0,0.0,1815
4620074.00,4620074.00,40.2,48.3,5.3,0.6,1.2,2.0,2.0,0.0,0.4,3460
4620075.00,4620075.00,43.2,45.4,8.6,0.6,0.0,0.4,1.5,0.0,0.9,2720
4620076.00,4620076.00,42.4,42.9,7.9,2.6,0.0,1.4,2.3,0.0,0.8,3230
4620077.00,4620077.00,42.0,33.5,18.5,1.6,0.0,1.8,2.0,0.0,0.4,4190
4620078.00,4620078.00,40.4,38.1,12.1,1.9,0.0,2.1,4.7,0.0,0.5,3965
4620079.00,4620079.00,42.6,43.0,6.7,1.6,0.4,0.6,4.2,0.0,0.6,4640
4620080.00,4620080.00,31.9,58.9,4.9,0.0,0.0,0.0,4.3,0.0,0.0,815
4620081.00,4620081.00,38.9,50.1,5.1,0.3,0.0,1.2,2.6,0.0,1.5,3410
4620082.00,4620082.00,34.4,46.8,12.2,0.9,2.3,0.7,2.3,0.0,0.0,2180
4620083.00,4620083.00,38.8,52.6,4.8,0.4,0.0,0.7,2.5,0.0,0.0,3405
4620084.00,4620084.00,51.0,35.0,7.9,0.0,0.0,0.8,3.9,0.0,1.2,2460
4620085.00,4620085.00,34.5,50.0,11.3,0.0,0.0,1.4,0.0,0.0,0.0,710
4620086.00,4620086.00,50.5,38.3,6.1,1.3,0.0,2.2,0.4,0.0,1.3,3855
4620087.00,4620087.00,44.6,37.2,13.8,0.6,0.8,1.7,0.5,0.0,0.6,3195
4620088.00,4620088.00,56.5,35.6,5.2,0.0,0.0,1.7,0.3,0.0,0.6,3495
4620089.00,4620089.00,52.6,36.9,7.4,1.0,0.2,1.2,0.5,0.0,0.2,4935
4620090.00,4620090.00,47.8,36.5,9.0,1.9,2.8,1.3,0.2,0.0,0.8,4515
4620092.00,4620092.00,52.3,38.9,5.4,0.6,0.5,2.0,0.3,0.0,0.2,5815
4620093.00,4620093.00,52.2,43.1,3.3,0.5,0.0,0.0,0.0,0.0,0.3,3200
4620094.01,4620094.01,50.0,32.6,10.1,2.2,0.6,2.1,1.0,0.0,1.6,6295
4620095.00,4620095.00,35.8,48.3,6.0,1.2,0.5,2.2,2.7,0.0,3.0,2010
4620096.00,4620096.00,34.9,52.8,3.9,1.3,0.0,0.0,4.7,0.0,1.7,2320
4620097.01,4620097.01,45.4,35.4,13.8,1.6,0.0,0.5,2.6,0.0,0.5,6175
4620097.02,4620097.02,39.9,31.9,20.5,3.4,0.9,0.9,2.5,0.0,0.4,3850
4620098.00,4620098.00,53.8,30.7,7.1,1.5,0.0,0.4,5.7,0.0,0.5,5460
4620099.00,4620099.00,48.9,33.2,8.1,0.8,0.0,1.3,6.6,0.0,1.0,5715
4620100.01,4620100.01,48.6,33.3,8.7,1.7,0.6,0.8,5.3,0.0,1.2,4160
4620100.02,4620100.02,50.1,31.8,9.1,1.9,1.3,1.6,4.2,0.0,0.0,3455
4620101.01,4620101.01,50.7,26.1,11.8,2.0,0.7,1.2,6.9,0.0,0.5,4060
4620101.02,4620101.02,59.2,21.1,14.5,0.6,0.6,0.3,3.2,0.0,0.4,3575
4620102.00,4620102.00,41.4,39.3,5.1,1.5,0.0,0.6,11.0,0.0,1.2,4120
4620103.00,4620103.00,41.5,44.2,3.1,0.0,0.0,0.8,9.2,0.0,1.0,2455
4620104.00,4620104.00,48.3,38.2,2.5,0.7,0.0,0.5,9.6,0.0,0.0,2815
4620105.00,4620105.00,43.7,40.8,3.1,0.3,0.0,1.0,10.7,0.0,0.7,3420
4620106.00,4620106.00,41.0,39.1,9.7,2.7,0.0,0.8,5.4,0.0,0.8,1865
4620107.00,4620107.00,36.0,43.3,7.3,2.5,1.9,0.0,8.0,0.0,0.0,1570
4620108.00,4620108.00,43.6,34.1,5.7,1.1,0.3,1.8,12.3,0.0,1.1,3610
4620109.00,4620109.00,37.0,39.9,6.8,3.8,0.0,0.8,10.1,0.0,0.8,1840
4620110.00,4620110.00,38.5,36.2,12.4,5.3,0.7,0.7,5.0,0.0,0.7,4075
4620111.00,4620111.00,45.8,26.5,7.8,4.2,0.9,1.4,13.2,0.0,0.3,6965
4620112.01,4620112.01,43.2,10.1,12.1,8.2,1.3,4.1,20.8,0.0,0.2,5840
4620112.02,4620112.02,59.7,12.1,5.2,5.5,1.5,1.3,14.1,0.0,0.5,4255
4620113.00,4620113.00,45.9,32.6,8.3,1.3,1.2,2.6,7.5,0.0,0.5,4880
4620114.00,4620114.00,37.2,31.2,14.0,2.5,1.3,0.6,13.0,0.0,0.0,2355
4620115.01,4620115.01,39.5,37.6,13.0,2.1,0.0,0.0,7.3,0.0,0.0,2115
4620115.02,4620115.02,39.0,30.3,22.8,3.2,0.5,0.6,2.6,0.0,1.0,5905
4620116.00,4620116.00,41.7,27.2,15.5,8.8,2.2,0.9,3.3,0.0,0.4,6480
4620117.00,4620117.00,67.3,11.7,8.7,6.0,2.1,1.0,2.6,0.0,0.6,3900
4620118.00,4620118.00,54.6,12.0,14.8,6.7,1.6,2.6,7.6,0.0,0.0,4450
4620119.00,4620119.00,54.5,9.3,21.4,7.8,1.5,3.5,1.6,0.0,0.5,6115
4620120.01,4620120.01,39.0,31.4,14.4,6.5,1.1,2.0,4.7,0.0,0.7,7175
4620120.02,4620120.02,9.0,11.7,2.7,0.0,0.0,0.0,75.8,0.0,0.0,1115
4620121.00,4620121.00,50.3,28.5,14.1,0.0,1.0,2.3,3.5,0.0,0.0,1980
4620122.00,4620122.00,44.8,15.3,25.0,6.2,3.4,3.7,1.2,0.0,0.5,6345
4620123.00,4620123.00,37.0,27.5,25.8,5.9,0.7,1.3,1.5,0.0,0.3,6300
4620124.00,4620124.00,37.4,22.3,25.7,3.4,2.0,1.0,7.7,0.0,0.4,5850
4620125.00,4620125.00,36.0,15.9,14.5,0.7,0.0,0.2,32.5,0.0,0.2,6180
4620126.00,4620126.00,41.7,46.7,8.9,0.0,0.0,1.2,0.7,0.0,0.5,2015
4620127.01,4620127.01,34.3,37.7,21.3,3.1,0.0,1.1,1.4,0.0,1.0,5555
4620128.00,4620128.00,39.7,32.0,9.9,1.6,0.8,0.4,15.3,0.0,0.5,3995
4620129.01,4620129.01,36.1,28.9,15.9,2.1,0.0,0.5,15.1,0.0,1.2,4225
4620129.02,4620129.02,35.3,31.7,16.8,3.8,0.3,0.4,10.9,0.0,0.7,3425
4620130.00,4620130.00,23.9,55.5,9.1,7.0,1.7,0.9,1.7,0.0,0.3,2865
4620131.00,4620131.00,29.9,46.5,13.3,5.4,0.8,1.4,2.2,0.0,0.5,3240
4620132.00,4620132.00,36.6,44.9,11.4,2.8,0.6,1.4,1.4,0.0,0.7,4690
4620133.00,4620133.00,31.4,51.1,10.5,1.4,0.6,0.6,3.0,0.0,1.6,2535
4620134.00,4620134.00,39.3,54.8,1.4,0.0,0.0,0.9,2.7,0.0,0.0,1095
4620135.00,4620135.00,28.5,67.3,1.2,0.0,0.0,0.0,1.8,0.0,0.6,1650
4620136.00,4620136.00,31.0,58.1,5.6,0.0,0.0,1.4,3.3,0.0,0.0,2840
4620137.00,4620137.00,30.2,57.9,5.1,0.9,0.0,1.3,4.7,0.0,0.9,1175
4620138.00,4620138.00,29.4,61.7,2.3,0.5,0.0,1.3,3.6,0.0,1.3,1970
4620139.00,4620139.00,35.1,52.0,8.1,1.4,0.0,0.8,1.6,0.0,1.1,3205
4620140.00,4620140.00,37.4,57.4,3.0,0.0,0.0,0.7,1.5,0.0,0.0,1350
4620141.00,4620141.00,35.5,58.4,1.7,0.6,0.0,2.2,1.9,0.0,0.0,1815
4620142.00,4620142.00,30.5,57.2,6.7,0.0,1.5,1.5,0.9,0.0,0.9,1705
4620143.00,4620143.00,40.6,48.6,6.4,1.4,0.0,1.0,0.6,0.0,1.2,2440
4620144.00,4620144.00,34.8,57.3,5.2,0.4,0.0,0.4,0.6,0.0,1.2,3350
4620146.00,4620146.00,33.9,59.6,3.9,0.4,0.0,0.4,1.2,0.0,0.6,2535
4620147.00,4620147.00,34.0,60.4,3.2,0.0,0.0,0.5,1.8,0.0,0.0,2840
4620148.00,4620148.00,38.6,58.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1010
4620149.00,4620149.00,37.1,54.4,4.4,0.0,0.0,1.6,1.1,0.0,0.6,3150
4620150.00,4620150.00,33.6,57.8,6.1,0.6,0.0,0.6,0.4,0.0,0.8,2395
4620151.00,4620151.00,34.6,60.9,3.3,0.0,0.0,0.8,0.0,0.0,0.0,1995
4620152.00,4620152.00,34.7,58.8,4.5,0.0,0.0,0.6,0.0,0.0,0.9,1685
4620153.00,4620153.00,43.0,40.3,13.4,0.0,0.0,0.0,0.0,0.0,2.0,745
4620154.00,4620154.00,38.9,56.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1040
4620155.00,4620155.00,36.3,57.6,5.3,0.0,0.0,0.6,0.6,0.0,0.0,1805
4620156.00,4620156.00,33.6,63.2,1.3,0.0,0.0,0.5,0.5,0.0,0.0,1860
4620157.00,4620157.00,39.4,55.7,2.5,0.0,0.0,0.5,0.9,0.0,0.5,2210
4620158.00,4620158.00,37.8,57.5,2.7,0.0,0.0,1.0,0.7,0.0,0.5,2025
4620159.00,4620159.00,37.0,56.0,2.8,0.0,0.0,0.0,3.1,0.0,0.0,1930
4620160.00,4620160.00,32.1,60.4,3.8,0.0,0.0,0.6,1.7,0.0,0.0,1730
4620161.00,4620161.00,31.4,56.0,7.6,0.0,0.0,1.7,2.9,0.0,0.0,2035
4620162.00,4620162.00,32.6,60.0,2.0,0.0,0.0,0.9,3.4,0.0,0.9,1750
4620163.00,4620163.00,32.7,61.3,1.8,0.0,0.0,0.7,2.3,0.0,0.8,3040
4620164.00,4620164.00,36.7,52.5,5.9,0.0,0.0,0.7,3.9,0.0,0.7,1525
4620165.00,4620165.00,21.3,37.8,1.2,0.0,0.0,0.5,38.3,0.0,1.0,2090
4620166.00,4620166.00,36.4,53.3,1.9,2.8,0.0,2.8,0.0,0.0,0.0,535
4620167.00,4620167.00,24.4,48.5,1.8,0.0,0.0,0.0,23.8,0.0,0.4,2455
4620168.00,4620168.00,20.2,41.1,1.2,0.3,0.0,1.2,35.0,0.0,0.9,2870
