ctuid,name,canadian_born,naturalized,non_citizens,npr,population
5350612.27,5350612.27,59.3,27.5,13.3,2.5,5385
5350612.28,5350612.28,55.9,30.5,13.7,1.1,3915
5350612.29,5350612.29,40.3,37.7,22.0,2.9,4115
5350613.01,5350613.01,68.8,21.9,9.3,1.0,4025
5350613.03,5350613.03,59.8,27.9,12.2,3.0,4370
5350613.04,5350613.04,51.9,30.4,17.6,6.4,4765
5350614.01,5350614.01,67.6,23.9,8.4,0.8,3225
5350614.02,5350614.02,65.3,25.8,8.9,0.8,3930
5350615.00,5350615.00,39.5,36.4,24.1,4.1,21210
5350620.05,5350620.05,60.7,31.9,7.3,0.0,4570
5350620.06,5350620.06,47.3,36.5,16.2,2.1,7830
5350620.07,5350620.07,59.3,32.5,8.2,1.0,5645
5350620.09,5350620.09,50.0,35.0,15.1,2.3,6275
5350620.13,5350620.13,68.9,27.9,3.2,0.6,2330
5350620.14,5350620.14,53.5,35.4,11.0,2.3,5930
5350620.15,5350620.15,51.6,32.7,15.7,2.5,3940
5350620.16,5350620.16,49.7,35.7,14.6,2.4,3150
5350620.17,5350620.17,54.4,36.7,8.9,0.9,5125
5350620.18,5350620.18,50.4,33.8,15.7,0.8,4525
5350620.19,5350620.19,55.1,37.5,7.3,1.4,3210
5350620.20,5350620.20,49.4,41.2,9.3,0.8,4625
5350620.21,5350620.21,46.8,32.3,20.9,2.8,5155
5350620.22,5350620.22,51.7,34.7,13.5,2.0,4960
5350620.23,5350620.23,46.3,37.6,16.0,1.6,4425
5350620.24,5350620.24,51.5,39.1,9.4,1.0,7155
5350620.25,5350620.25,43.7,40.5,15.8,0.9,6020
5350620.26,5350620.26,47.0,36.6,16.2,1.3,3455
5350620.27,5350620.27,52.5,32.6,14.8,2.8,4335
5350620.28,5350620.28,42.7,37.7,19.5,4.3,4075
5350620.29,5350620.29,43.2,35.8,21.0,4.0,7425
5350621.00,5350621.00,79.9,14.8,5.3,0.0,5905
5350622.00,5350622.00,79.1,14.6,6.3,0.3,6180
5350623.00,5350623.00,75.4,17.1,7.3,1.3,3475
5350624.00,5350624.00,78.5,15.5,6.0,0.6,5265
5350625.00,5350625.00,70.7,16.2,13.1,0.0,495
5350626.00,5350626.00,79.7,17.6,2.8,0.0,5950
5350630.00,5350630.00,69.5,22.0,8.5,1.8,3245
5350631.02,5350631.02,73.7,22.1,4.2,0.5,5855
5350631.03,5350631.03,79.3,18.5,2.1,0.3,5140
5350631.04,5350631.04,75.7,20.5,3.8,0.0,5525
5350632.00,5350632.00,79.9,15.9,4.2,0.0,4255
5350633.00,5350633.00,80.1,14.3,5.6,0.4,3775
5350634.01,5350634.01,80.0,15.2,4.9,0.6,4220
5350634.02,5350634.02,82.1,14.0,4.0,0.0,3740
5350635.00,5350635.00,82.6,13.9,3.4,0.3,5930
5350636.00,5350636.00,82.8,11.4,5.8,0.5,3110
5350637.00,5350637.00,82.4,14.1,3.4,0.5,7145
5350638.00,5350638.00,87.7,10.7,1.8,0.2,5960
5350639.00,5350639.00,89.2,9.0,1.8,0.0,4430
5350800.01,5350800.01,68.4,24.3,7.3,0.8,3970
5350800.02,5350800.02,73.1,20.3,6.7,1.3,4585
5350801.01,5350801.01,72.2,22.8,5.2,0.8,3780
5350801.02,5350801.02,73.6,23.1,3.3,0.5,5905
5350802.01,5350802.01,54.5,38.3,7.1,1.6,3850
5350802.02,5350802.02,64.7,30.2,5.0,1.5,5460
5350803.03,5350803.03,60.3,34.0,5.7,0.7,5625
5350803.04,5350803.04,63.3,32.4,4.4,0.5,6255
5350803.05,5350803.05,64.0,30.8,5.2,0.4,6845
5350803.06,5350803.06,61.0,34.4,4.7,0.4,5450
5350804.01,5350804.01,67.0,28.0,5.0,0.4,7215
5350804.05,5350804.05,65.0,30.3,4.6,1.0,7120
5350804.06,5350804.06,64.8,30.0,5.1,0.0,2930
5350804.07,5350804.07,64.0,29.7,6.2,1.1,3655
5350804.08,5350804.08,65.7,28.9,5.5,0.7,3645
5350804.10,5350804.10,61.9,32.1,5.9,1.0,4895
5350804.11,5350804.11,48.8,40.0,11.1,1.8,5745
5350804.12,5350804.12,53.0,38.1,8.9,1.5,8830
5350804.13,5350804.13,44.8,46.2,8.9,2.9,4930
5350805.04,5350805.04,67.5,28.2,4.2,0.3,7985
5350805.06,5350805.06,56.2,34.2,9.7,1.6,6045
5350805.09,5350805.09,52.4,37.9,9.8,0.5,5640
5350805.10,5350805.10,56.1,36.0,8.0,0.7,6520
5350805.16,5350805.16,47.7,42.9,9.3,0.9,7545
5350805.17,5350805.17,50.8,42.2,7.1,1.2,5560
5350805.18,5350805.18,57.5,34.5,7.8,1.8,3130
5350805.19,5350805.19,58.9,32.5,8.3,0.0,1740
5350805.20,5350805.20,54.0,37.5,8.6,0.6,4745
5350805.21,5350805.21,56.2,34.5,9.0,0.6,1725
5350805.22,5350805.22,43.3,49.4,7.3,0.7,4520
5350805.23,5350805.23,48.0,39.9,12.2,1.8,7065
5350805.24,5350805.24,65.8,31.6,2.6,0.0,380
5350805.25,5350805.25,49.6,41.4,9.0,0.8,9895
5350805.26,5350805.26,70.0,28.7,2.5,0.0,400
5350805.27,5350805.27,49.9,39.5,10.6,1.3,8855
5350806.00,5350806.00,57.1,34.2,8.7,2.0,4670
5350807.00,5350807.00,84.6,13.2,2.0,0.0,2540
5350810.01,5350810.01,62.8,26.0,11.5,1.8,4190
5350810.02,5350810.02,76.1,18.4,5.4,1.1,2305
5350810.03,5350810.03,76.4,18.0,5.7,0.8,3160
5350810.04,5350810.04,70.3,23.9,5.8,0.6,6290
5350810.05,5350810.05,68.5,26.0,5.5,0.0,3650
5350811.00,5350811.00,64.8,24.8,10.4,1.7,3790
5350812.00,5350812.00,62.7,30.1,7.3,1.2,6170
5350820.03,5350820.03,56.0,38.0,6.1,0.9,3930
5350820.04,5350820.04,55.0,39.9,5.1,0.4,2655
5350820.05,5350820.05,52.5,43.2,4.4,0.6,2410
5350820.06,5350820.06,72.8,20.8,6.3,0.5,1895
5350820.07,5350820.07,63.9,30.2,5.8,0.6,4035
5350830.00,5350830.00,81.3,16.4,2.3,0.4,5030
5350831.01,5350831.01,88.6,9.9,1.6,0.0,5650
5350831.02,5350831.02,86.9,10.9,2.3,0.1,6770
5350832.00,5350832.00,88.5,9.0,2.5,0.0,3950
4420001.00,4420001.00,94.6,1.5,3.8,1.9,2665
4420002.00,4420002.00,92.1,1.2,6.7,5.4,2480
4420003.00,4420003.00,95.0,1.7,3.3,1.7,2305
4420004.00,4420004.00,90.5,1.8,7.8,5.8,4230
4420005.00,4420005.00,93.0,1.1,6.2,2.4,1865
4420006.00,4420006.00,92.2,4.5,3.3,0.0,2240
4420007.00,4420007.00,97.6,1.4,0.7,0.0,2120
4420008.00,4420008.00,74.9,5.2,19.9,17.2,2210
4420009.00,4420009.00,82.4,5.1,12.5,2.7,1880
4420010.00,4420010.00,81.1,5.2,13.7,8.4,3865
4420011.00,4420011.00,88.4,5.3,6.3,2.2,2465
4420012.01,4420012.01,83.1,2.9,13.9,7.9,3085
4420012.02,4420012.02,90.7,4.2,4.9,1.4,4050
4420013.01,4420013.01,94.7,3.8,1.5,0.6,8075
4420013.02,4420013.02,95.1,3.0,1.9,0.4,3685
4420013.03,4420013.03,95.0,2.5,2.5,1.9,3175
4420100.01,4420100.01,92.8,3.1,4.0,2.0,6425
4420100.02,4420100.02,96.3,1.0,2.7,0.9,4495
4420101.02,4420101.02,93.5,4.0,2.4,0.7,7410
4420101.03,4420101.03,94.6,3.4,1.9,0.6,3635
4420101.04,4420101.04,93.2,4.2,2.5,0.6,4485
4420102.00,4420102.00,98.2,1.3,0.5,0.2,9555
4420200.00,4420200.00,96.4,2.1,1.5,0.5,5135
4420201.00,4420201.00,97.5,1.2,1.2,0.4,2420
4420202.00,4420202.00,97.8,0.5,1.7,0.0,2015
4420203.00,4420203.00,95.8,1.1,3.2,1.5,2635
4420204.00,4420204.00,94.3,2.4,3.5,1.9,4445
4420205.01,4420205.01,96.0,2.6,1.5,0.2,6355
4420205.02,4420205.02,94.7,3.6,1.6,0.4,5235
4420205.03,4420205.03,94.0,3.1,2.9,2.1,3755
4420210.00,4420210.00,97.0,1.3,1.7,0.7,7565
4420211.00,4420211.00,97.6,1.9,0.5,0.0,7715
4420212.00,4420212.00,98.4,1.5,0.3,0.0,3405
4420213.00,4420213.00,98.3,0.8,0.8,0.0,1810
4420300.01,4420300.01,100.0,0.0,5.3,0.0,190
4420300.02,4420300.02,98.6,0.7,0.7,0.4,8080
4420301.00,4420301.00,100.0,0.0,0.0,0.0,45
4420302.00,4420302.00,97.6,1.7,0.6,0.0,5040
4420303.00,4420303.00,99.0,1.0,0.0,0.0,515
4420304.00,4420304.00,97.8,1.6,0.5,0.0,2770
9330001.01,9330001.01,56.8,34.9,8.2,1.2,6130
9330001.02,9330001.02,49.8,38.2,12.0,4.1,8000
9330002.01,9330002.01,51.9,34.6,13.5,3.3,6950
9330002.03,9330002.03,37.3,49.7,13.0,3.8,3915
9330002.04,9330002.04,49.4,37.9,12.6,3.7,4275
9330003.01,9330003.01,38.5,40.0,21.6,7.9,3610
9330003.02,9330003.02,29.8,41.3,29.0,11.9,4470
9330004.01,9330004.01,31.1,39.1,29.8,15.8,6810
9330004.02,9330004.02,34.1,38.8,27.0,8.6,5665
9330005.00,9330005.00,49.8,30.7,19.5,5.2,7150
9330006.01,9330006.01,38.0,43.7,18.3,7.3,5010
9330006.02,9330006.02,35.1,43.1,21.8,9.8,5655
9330007.01,9330007.01,42.3,41.8,15.9,4.4,5610
9330007.02,9330007.02,42.9,35.5,21.5,7.4,4375
9330008.01,9330008.01,75.7,15.2,9.4,4.6,1645
9330008.02,9330008.02,61.1,28.6,10.4,3.5,4340
9330009.00,9330009.00,44.8,33.9,21.3,6.1,7165
9330010.01,9330010.01,36.8,43.7,19.5,6.9,5435
9330010.02,9330010.02,33.5,41.8,24.8,11.3,5130
9330011.00,9330011.00,39.5,40.1,20.5,7.7,6910
9330012.01,9330012.01,44.3,38.9,16.7,8.3,4585
9330012.02,9330012.02,49.1,33.6,17.3,6.2,3900
9330013.01,9330013.01,41.1,42.6,16.2,5.7,6635
9330013.03,9330013.03,37.0,41.5,21.5,7.9,5175
9330013.04,9330013.04,36.7,43.2,20.3,6.5,3615
9330014.01,9330014.01,28.4,52.8,18.8,3.8,2925
9330014.02,9330014.02,34.4,48.8,16.8,4.3,5645
9330015.01,9330015.01,40.6,41.6,17.7,4.3,5680
9330015.02,9330015.02,35.4,45.3,19.2,5.0,6450
9330016.01,9330016.01,38.5,45.5,16.1,5.8,4945
9330016.04,9330016.04,38.3,43.5,18.2,7.1,7325
9330016.05,9330016.05,30.1,43.8,26.0,11.5,4790
9330016.06,9330016.06,30.8,39.5,29.8,12.0,6550
9330017.02,9330017.02,37.2,43.5,19.3,7.9,6380
9330017.03,9330017.03,36.4,47.2,16.4,6.5,5020
9330017.04,9330017.04,41.6,42.4,16.0,4.2,2620
9330018.01,9330018.01,37.7,44.7,17.5,5.7,7020
9330018.02,9330018.02,49.7,34.4,15.9,5.5,7115
9330019.00,9330019.00,55.1,32.1,12.8,5.9,5475
9330020.00,9330020.00,41.0,36.7,22.2,9.0,3380
9330021.00,9330021.00,53.6,32.1,14.3,2.6,3660
9330022.00,9330022.00,41.4,39.3,19.3,7.2,3115
9330023.00,9330023.00,56.8,30.1,13.1,3.9,4120
9330024.00,9330024.00,55.2,30.4,14.4,3.2,6010
9330025.00,9330025.00,52.1,28.3,19.7,6.2,7300
9330026.00,9330026.00,49.1,36.0,14.9,5.1,4945
9330027.01,9330027.01,42.9,36.2,20.9,7.4,3990
9330027.02,9330027.02,44.0,38.1,17.9,5.8,3455
9330028.00,9330028.00,47.2,35.9,16.9,5.1,3145
9330029.00,9330029.00,61.9,26.3,11.8,4.8,7285
9330030.00,9330030.00,60.1,29.2,10.8,4.3,7375
9330031.01,9330031.01,71.1,21.0,8.0,3.3,6290
9330031.02,9330031.02,61.1,27.2,11.7,3.7,4410
9330032.01,9330032.01,56.4,31.2,12.3,5.0,4500
9330032.02,9330032.02,59.6,26.6,13.9,6.1,5000
9330033.01,9330033.01,58.6,31.2,10.1,3.2,5090
9330033.02,9330033.02,49.0,40.5,10.6,3.5,2890
9330034.01,9330034.01,42.2,40.4,17.4,5.9,6140
9330034.02,9330034.02,51.4,35.0,13.5,5.1,7205
9330035.01,9330035.01,44.1,38.6,17.3,6.6,4525
9330035.02,9330035.02,51.2,37.8,11.0,4.8,6700
9330036.01,9330036.01,40.6,44.1,15.3,6.9,6115
9330036.02,9330036.02,41.8,42.4,15.8,5.0,6105
9330037.01,9330037.01,64.6,25.6,9.9,4.3,4810
9330037.02,9330037.02,60.2,25.0,14.7,5.2,3635
9330038.00,9330038.00,66.3,20.1,13.5,5.5,6580
9330039.01,9330039.01,70.8,16.4,12.9,4.9,6255
9330039.02,9330039.02,57.1,26.6,16.3,5.8,5510
9330040.01,9330040.01,62.6,18.8,18.7,9.7,4020
9330040.02,9330040.02,67.4,19.8,12.8,4.2,4475
9330041.01,9330041.01,66.4,18.9,14.7,5.8,4465
9330041.02,9330041.02,61.8,23.5,14.8,5.5,7690
9330042.00,9330042.00,63.5,22.4,14.2,6.4,6590
9330043.01,9330043.01,52.6,27.6,20.0,9.8,3920
9330043.02,9330043.02,49.8,28.9,21.3,7.4,4340
9330044.00,9330044.00,58.8,27.6,13.7,5.0,4670
9330045.01,9330045.01,65.9,18.3,15.8,5.9,4730
9330045.02,9330045.02,61.9,18.7,19.3,8.9,5900
9330046.00,9330046.00,64.5,18.6,17.0,7.2,5415
9330047.01,9330047.01,66.3,17.9,15.9,5.7,3680
9330047.02,9330047.02,64.7,15.2,19.9,9.3,4040
9330048.01,9330048.01,67.0,17.3,15.6,6.3,5785
9330048.02,9330048.02,62.9,22.7,14.2,4.7,2575
9330049.02,9330049.02,64.2,26.9,8.8,1.5,5790
9330049.03,9330049.03,64.3,26.2,9.4,3.1,3070
9330049.04,9330049.04,62.1,24.5,13.4,4.0,3390
9330049.05,9330049.05,71.9,18.6,9.9,2.5,1210
9330049.06,9330049.06,59.8,24.7,15.5,4.5,8540
9330050.02,9330050.02,65.7,21.2,13.1,5.1,6310
9330050.03,9330050.03,69.5,18.9,11.5,3.2,6935
9330050.04,9330050.04,65.2,21.9,12.7,5.0,3030
9330051.01,9330051.01,66.6,23.2,10.1,4.2,3355
9330051.02,9330051.02,46.6,39.6,13.8,4.6,4470
9330052.01,9330052.01,44.7,41.2,14.0,3.7,6360
9330052.02,9330052.02,50.9,37.9,11.1,3.0,6115
9330053.01,9330053.01,58.7,32.1,9.2,3.0,6725
9330053.02,9330053.02,64.4,24.0,11.5,5.3,3710
9330054.01,9330054.01,65.5,25.7,8.8,2.6,3810
9330054.02,9330054.02,54.4,35.1,10.4,3.7,4610
9330055.01,9330055.01,65.9,23.7,10.5,2.4,5535
9330055.02,9330055.02,72.4,18.4,9.2,2.1,4325
9330056.01,9330056.01,76.1,15.8,7.9,2.4,3975
9330056.02,9330056.02,76.3,14.5,9.1,2.2,4375
9330057.01,9330057.01,54.6,31.8,13.7,2.6,3020
9330057.02,9330057.02,61.2,28.2,10.6,3.5,4705
9330058.00,9330058.00,66.5,21.5,11.7,3.5,2745
9330059.07,9330059.07,49.8,34.8,15.4,7.1,5645
9330059.08,9330059.08,50.1,35.8,14.2,5.4,7000
9330059.09,9330059.09,47.1,23.9,29.0,14.1,7800
9330059.10,9330059.10,45.2,27.4,27.3,13.4,6680
9330059.11,9330059.11,41.1,25.8,33.2,17.3,8110
9330059.13,9330059.13,43.2,25.7,31.3,15.6,4935
9330059.15,9330059.15,42.1,26.6,31.3,14.6,4760
9330059.16,9330059.16,51.0,28.9,20.1,8.4,5510
9330059.17,9330059.17,69.4,16.1,14.6,5.1,4315
9330059.18,9330059.18,61.2,18.7,20.2,9.1,2305
9330060.01,9330060.01,55.9,22.4,21.8,8.5,3165
9330060.02,9330060.02,53.4,20.9,25.8,11.8,5745
9330061.00,9330061.00,48.3,21.1,30.6,13.9,5310
9330062.00,9330062.00,60.7,23.2,16.3,8.7,3410
9330063.00,9330063.00,55.0,19.8,25.3,11.0,4445
9330064.00,9330064.00,55.1,20.3,24.5,11.1,4935
9330065.00,9330065.00,46.3,25.3,28.3,13.3,6650
9330066.01,9330066.01,33.4,32.4,34.1,18.1,3005
9330066.02,9330066.02,36.7,38.8,24.5,7.1,6570
9330067.01,9330067.01,59.8,20.9,19.3,9.0,3680
9330067.02,9330067.02,35.2,35.1,29.7,11.8,5060
9330068.00,9330068.00,55.4,24.9,19.7,5.9,4965
9330069.02,9330069.02,31.4,26.1,42.5,20.9,7340
9330069.03,9330069.03,37.2,29.6,33.3,18.2,6820
9330069.04,9330069.04,38.9,36.1,24.8,13.6,2760
9330100.01,9330100.01,71.0,20.8,8.2,2.1,4035
9330100.02,9330100.02,64.3,20.7,14.9,3.9,8075
9330101.03,9330101.03,53.7,28.8,17.3,5.1,5685
9330101.04,9330101.04,44.5,32.3,23.1,8.5,5725
9330101.05,9330101.05,54.6,29.8,15.5,3.2,4960
9330101.06,9330101.06,58.1,28.2,13.7,4.1,6370
9330102.01,9330102.01,94.7,3.5,2.6,1.8,570
9330102.02,9330102.02,52.5,33.0,14.5,3.4,7015
9330103.01,9330103.01,60.1,30.1,9.6,2.5,3450
9330103.02,9330103.02,51.8,31.2,17.0,7.1,4440
9330104.01,9330104.01,55.9,28.4,15.9,2.7,2640
9330104.02,9330104.02,67.9,22.7,9.5,2.3,5105
9330110.02,9330110.02,73.7,20.4,6.1,1.3,3045
9330110.03,9330110.03,73.6,18.4,8.1,1.2,2955
9330110.04,9330110.04,74.2,19.3,6.3,1.2,4190
9330111.02,9330111.02,69.3,23.9,6.7,1.7,7375
9330111.04,9330111.04,72.4,19.0,8.6,3.0,2370
9330111.05,9330111.05,67.7,22.9,9.2,1.0,4120
9330111.06,9330111.06,95.0,5.0,0.0,0.0,100
9330111.07,9330111.07,65.4,23.2,11.3,3.3,5020
9330112.00,9330112.00,67.9,21.1,11.0,4.3,2990
9330113.00,9330113.00,63.5,25.9,10.6,3.4,8305
9330114.01,9330114.01,72.5,19.5,8.0,1.9,2690
9330114.02,9330114.02,71.7,20.6,7.7,1.7,5450
9330115.00,9330115.00,66.8,24.1,9.1,1.7,5735
9330116.00,9330116.00,62.9,27.3,9.8,2.5,5215
9330117.00,9330117.00,59.9,29.7,10.4,4.5,6180
9330118.00,9330118.00,48.3,35.2,16.5,6.1,8570
9330119.00,9330119.00,68.1,22.1,9.9,2.4,2740
9330120.00,9330120.00,65.1,24.9,9.9,3.3,3955
9330121.00,9330121.00,66.7,23.7,9.6,2.6,4575
9330122.00,9330122.00,55.4,31.8,12.7,2.7,4295
9330130.01,9330130.01,52.4,37.8,9.8,3.1,4555
9330130.03,9330130.03,44.3,37.1,18.7,6.3,5005
9330130.04,9330130.04,55.7,28.4,16.0,7.1,2900
9330131.00,9330131.00,54.2,31.0,14.6,4.4,7070
9330132.00,9330132.00,61.9,24.0,14.0,2.4,3605
9330133.01,9330133.01,68.3,24.3,7.2,1.7,3600
9330133.02,9330133.02,57.0,30.4,12.7,2.3,6380
9330134.00,9330134.00,38.6,41.7,19.7,3.5,7970
9330135.00,9330135.00,42.2,38.5,19.3,3.8,5205
9330140.02,9330140.02,61.1,29.2,9.7,1.1,7400
9330140.03,9330140.03,47.9,43.2,8.9,1.1,4350
9330140.04,9330140.04,44.3,46.9,9.0,2.1,5250
9330141.02,9330141.02,59.6,33.8,6.6,0.0,755
9330141.03,9330141.03,65.6,26.4,7.9,0.5,4860
9330141.04,9330141.04,52.1,35.5,12.4,2.9,3505
9330142.01,9330142.01,49.3,39.7,11.1,1.7,6090
9330142.02,9330142.02,44.7,39.0,16.3,3.1,4850
9330142.03,9330142.03,41.9,39.9,18.2,2.2,6445
9330143.01,9330143.01,35.4,47.2,17.5,3.0,5480
9330143.02,9330143.02,35.2,49.5,15.3,2.4,4360
9330143.03,9330143.03,33.4,46.4,20.3,3.9,4905
9330143.04,9330143.04,34.2,51.4,14.4,1.7,5715
9330144.03,9330144.03,43.7,42.9,13.3,3.5,2435
9330144.04,9330144.04,40.5,41.7,17.6,2.3,5475
9330144.05,9330144.05,32.1,46.7,21.4,3.6,2615
9330144.06,9330144.06,40.4,39.9,19.8,2.9,5360
9330145.01,9330145.01,28.7,51.1,20.3,2.4,4245
9330145.02,9330145.02,33.7,56.1,10.2,1.1,3175
9330146.00,9330146.00,42.1,42.5,15.4,3.4,8055
9330147.04,9330147.04,29.3,53.6,17.1,2.3,5405
9330147.05,9330147.05,22.9,52.4,24.8,4.8,4370
9330147.07,9330147.07,21.2,46.7,32.1,11.8,6995
9330147.09,9330147.09,29.4,51.1,19.5,2.9,3640
9330147.10,9330147.10,31.1,51.9,17.0,3.1,4315
9330147.11,9330147.11,26.3,48.9,24.7,5.1,3690
9330147.12,9330147.12,27.3,42.5,30.4,9.0,3885
9330147.13,9330147.13,25.2,48.5,26.2,6.9,5720
9330147.14,9330147.14,29.3,48.4,22.2,4.2,5935
9330148.01,9330148.01,24.0,45.6,30.3,8.7,5865
9330148.02,9330148.02,20.3,39.8,39.9,14.4,5395
9330148.03,9330148.03,18.2,55.9,25.8,7.4,3490
9330149.02,9330149.02,38.5,46.0,15.4,2.4,4635
9330149.05,9330149.05,24.1,53.4,22.5,5.2,2220
9330149.06,9330149.06,32.1,50.5,17.5,2.3,4785
9330149.07,9330149.07,34.9,46.8,18.3,3.4,2620
9330149.08,9330149.08,36.6,49.1,14.1,2.0,4560
9330149.09,9330149.09,31.8,48.8,19.6,3.4,2940
9330150.00,9330150.00,76.7,17.0,6.8,2.3,880
9330151.03,9330151.03,38.0,46.9,15.1,4.1,3445
9330151.05,9330151.05,38.0,48.0,13.9,3.6,3785
9330151.06,9330151.06,33.4,54.9,11.8,2.7,5270
9330151.07,9330151.07,23.7,44.1,32.1,12.9,6970
9330151.09,9330151.09,31.8,56.0,12.0,4.8,2580
9330151.10,9330151.10,25.2,45.0,29.7,7.9,6485
9330151.11,9330151.11,32.6,58.8,8.6,1.9,3195
9330160.01,9330160.01,73.9,19.3,6.9,1.7,4590
9330160.02,9330160.02,81.6,15.7,2.8,0.4,6705
9330160.03,9330160.03,74.4,18.2,7.4,1.1,5655
9330160.04,9330160.04,73.2,19.1,7.8,2.2,4880
9330161.02,9330161.02,80.9,14.4,4.7,0.8,5675
9330161.03,9330161.03,74.1,20.3,5.7,0.9,6340
9330161.05,9330161.05,74.9,19.6,5.5,1.4,5445
9330161.06,9330161.06,73.8,19.3,6.8,0.8,5420
9330161.08,9330161.08,66.8,19.3,14.2,5.6,2155
9330161.09,9330161.09,79.2,16.0,4.8,2.0,1970
9330162.01,9330162.01,56.3,28.5,15.1,2.8,5990
9330162.02,9330162.02,58.5,26.3,15.2,3.6,6870
9330162.04,9330162.04,63.1,27.3,9.6,2.0,5855
9330162.05,9330162.05,43.9,34.1,22.1,6.8,4985
9330162.06,9330162.06,41.9,29.8,28.3,14.1,3125
9330163.01,9330163.01,52.6,32.0,15.5,3.0,6490
9330163.04,9330163.04,65.2,23.6,11.2,3.1,5990
9330163.05,9330163.05,47.4,31.4,21.2,7.7,6190
9330163.06,9330163.06,46.9,28.4,24.7,8.0,5310
9330163.07,9330163.07,49.5,30.3,20.0,7.6,5340
9330163.08,9330163.08,54.3,26.2,19.5,5.0,4430
9330170.03,9330170.03,65.5,25.9,8.6,1.8,4345
9330170.04,9330170.04,68.9,22.8,8.3,0.8,5605
9330170.05,9330170.05,67.3,24.2,8.6,1.7,2980
9330170.07,9330170.07,71.7,20.5,7.8,1.4,3850
9330170.08,9330170.08,75.4,18.3,6.3,1.3,3945
9330180.05,9330180.05,64.6,21.5,13.8,2.9,5300
9330180.06,9330180.06,65.4,18.5,16.1,2.7,2915
9330180.07,9330180.07,57.4,24.4,18.2,3.3,8960
9330180.08,9330180.08,78.2,16.8,5.0,0.9,5950
9330180.09,9330180.09,63.2,23.7,13.0,1.8,7925
9330180.10,9330180.10,54.4,26.4,19.2,3.5,4475
9330181.03,9330181.03,72.5,20.7,6.9,0.8,5315
9330181.07,9330181.07,69.3,22.3,8.4,0.0,3455
9330181.08,9330181.08,69.6,23.3,7.0,0.9,2850
9330181.09,9330181.09,60.8,25.3,13.8,1.4,6115
9330181.10,9330181.10,55.0,29.4,15.6,2.7,5200
9330181.11,9330181.11,58.3,26.6,15.0,2.9,2725
9330181.12,9330181.12,58.3,28.0,13.5,1.2,2890
9330181.13,9330181.13,60.7,27.7,11.5,1.2,4330
9330181.14,9330181.14,59.5,23.9,16.6,3.0,4430
9330181.15,9330181.15,100.0,7.1,0.0,0.0,70
9330181.16,9330181.16,72.3,18.7,9.1,1.4,5650
9330181.17,9330181.17,69.2,22.2,8.6,1.0,4735
9330181.18,9330181.18,66.2,27.5,6.3,0.6,3235
9330182.02,9330182.02,70.0,23.4,6.5,1.0,7840
9330182.03,9330182.03,49.7,31.9,18.4,5.9,5530
9330182.04,9330182.04,57.2,32.5,10.6,2.6,1740
9330182.05,9330182.05,59.3,30.5,10.2,1.9,7645
9330182.06,9330182.06,71.4,27.4,1.2,0.0,1295
9330182.07,9330182.07,56.5,33.0,10.4,2.2,2255
9330182.08,9330182.08,58.7,32.5,8.6,2.7,2735
9330183.01,9330183.01,72.3,16.8,11.0,2.3,7240
9330183.03,9330183.03,69.9,16.5,13.7,2.3,6800
9330183.06,9330183.06,75.6,16.8,7.6,1.2,2505
9330183.07,9330183.07,70.8,21.2,8.1,1.2,7255
9330183.10,9330183.10,62.4,24.8,12.8,3.0,4320
9330183.11,9330183.11,69.7,19.9,10.2,0.9,5815
9330183.12,9330183.12,68.0,22.6,9.3,3.2,3160
9330183.13,9330183.13,66.7,23.5,9.7,2.4,7160
9330183.14,9330183.14,63.9,25.3,10.7,2.7,3365
9330183.15,9330183.15,71.7,22.8,5.6,0.6,3865
9330183.16,9330183.16,71.1,21.6,7.2,1.0,3145
9330183.17,9330183.17,67.9,21.8,10.3,1.3,5030
9330184.07,9330184.07,47.8,28.2,24.1,10.7,5380
9330184.08,9330184.08,38.6,31.6,29.8,10.0,5925
9330184.09,9330184.09,43.4,32.4,24.2,7.1,4975
9330184.10,9330184.10,41.7,36.2,22.1,5.8,5150
9330184.13,9330184.13,45.0,32.7,22.1,7.8,6260
9330184.15,9330184.15,43.2,38.1,18.7,5.1,3135
9330184.16,9330184.16,44.8,32.0,23.0,7.9,6170
9330184.17,9330184.17,41.1,34.6,24.2,4.8,8315
9330184.18,9330184.18,43.6,32.6,23.6,6.9,3175
9330184.19,9330184.19,56.3,26.9,16.7,2.6,4440
9330184.20,9330184.20,57.2,28.0,14.8,2.8,5595
9330184.21,9330184.21,49.2,26.5,24.3,5.5,5100
9330184.22,9330184.22,43.7,28.3,28.0,5.0,4185
9330184.23,9330184.23,31.4,35.5,33.0,12.3,7875
9330184.24,9330184.24,38.0,31.9,30.1,11.2,3975
9330184.25,9330184.25,38.4,36.3,25.4,10.9,3305
9330184.26,9330184.26,39.7,35.7,24.6,10.9,3980
9330184.27,9330184.27,46.3,35.4,18.5,5.4,3055
9330185.05,9330185.05,42.8,30.9,26.3,10.7,6290
9330185.08,9330185.08,62.7,32.5,4.8,1.3,1555
9330185.09,9330185.09,42.1,31.3,26.5,9.0,5190
9330185.10,9330185.10,35.9,33.3,30.7,12.5,5940
9330185.12,9330185.12,37.5,33.6,29.0,11.2,6915
9330185.15,9330185.15,34.7,29.8,35.3,16.9,5815
9330185.16,9330185.16,30.5,30.7,38.9,18.7,4915
9330185.17,9330185.17,54.5,36.1,9.2,2.0,3960
9330185.18,9330185.18,42.9,35.7,21.5,6.5,5120
