ctuid,name,population,share_0_14,share_15_64,share_65_plus,share_85_plus,median_age
5620102.02,5620102.02,4305,13.7,58.8,27.4,5.8,48.0
5620102.03,5620102.03,6300,17.3,65.5,17.1,0.8,38.0
5620102.04,5620102.04,3880,9.4,46.5,44.1,5.3,61.6
5620110.01,5620110.01,7310,19.0,60.9,20.1,1.8,41.2
5620110.02,5620110.02,1500,14.7,62.7,23.0,1.7,49.6
5620110.03,5620110.03,5850,14.9,59.5,25.6,2.1,50.0
5620120.00,5620120.00,8305,17.8,60.3,22.0,1.5,45.6
7250001.01,7250001.01,6900,11.7,39.1,49.2,21.0,64.5
7250001.02,7250001.02,8220,27.0,65.1,8.0,1.9,32.8
7250002.01,7250002.01,2900,15.2,66.9,18.1,2.8,40.4
7250002.03,7250002.03,4510,17.0,63.9,19.3,2.7,41.2
7250002.04,7250002.04,7010,20.6,67.5,11.9,4.6,33.6
7250003.00,7250003.00,5500,15.3,67.3,17.5,1.7,40.0
7250004.00,7250004.00,5210,14.8,71.6,13.6,1.9,37.2
7250005.00,7250005.00,6765,17.4,66.4,16.3,1.3,39.6
7250006.01,7250006.01,5065,19.2,67.4,13.5,1.3,36.8
7250006.02,7250006.02,3995,19.4,67.0,13.5,1.9,37.2
7250006.03,7250006.03,5465,21.4,65.9,12.7,0.8,35.2
7250006.04,7250006.04,4600,21.3,67.2,11.5,0.4,37.2
7250007.00,7250007.00,1660,13.6,71.7,14.8,1.8,34.4
7250008.00,7250008.00,3035,5.1,62.8,32.1,7.7,47.6
7250009.00,7250009.00,4555,10.9,66.4,22.7,4.3,42.0
7250010.00,7250010.00,6065,12.6,74.4,12.9,1.2,35.2
7250011.01,7250011.01,3485,16.2,71.7,12.1,1.7,36.0
7250011.02,7250011.02,3475,17.1,68.8,14.1,2.2,36.0
7250011.03,7250011.03,2840,15.0,71.7,13.4,1.8,33.2
7250012.01,7250012.01,5575,18.2,66.5,15.3,2.4,35.6
7250012.02,7250012.02,4380,16.6,68.2,15.3,0.8,36.4
7250012.03,7250012.03,4150,12.2,55.7,31.9,5.5,49.6
7250012.06,7250012.06,8380,14.0,59.4,26.6,3.0,47.6
7250012.08,7250012.08,3955,18.5,63.1,18.5,1.3,39.2
7250012.09,7250012.09,3170,17.7,67.5,15.0,0.5,38.4
7250012.10,7250012.10,3250,16.6,67.5,16.0,0.5,40.8
7250012.11,7250012.11,9095,24.1,67.1,8.7,1.2,32.8
7250013.01,7250013.01,5305,17.6,71.0,11.4,1.4,30.0
7250013.02,7250013.02,5860,20.6,68.0,11.4,0.9,32.4
7250013.04,7250013.04,15740,22.7,70.8,6.5,0.7,32.4
7250013.06,7250013.06,3630,15.4,69.3,15.4,1.0,45.6
7250013.07,7250013.07,3185,21.0,71.7,7.1,0.5,36.0
7250013.08,7250013.08,3405,10.6,57.9,31.4,4.1,49.6
7250013.09,7250013.09,8310,24.1,69.1,6.8,0.7,34.0
7250014.00,7250014.00,4760,12.1,70.0,18.0,5.1,34.0
7250015.00,7250015.00,4815,10.0,74.2,15.9,1.9,36.0
7250016.00,7250016.00,1605,13.7,72.6,14.0,0.9,37.6
7250017.00,7250017.00,3870,21.8,68.0,10.2,1.2,34.8
7250018.01,7250018.01,3835,22.3,62.2,15.4,1.4,35.6
7250018.02,7250018.02,4040,21.9,64.0,13.9,0.6,36.8
7250018.03,7250018.03,6310,19.8,69.4,10.8,0.4,36.4
7250018.06,7250018.06,4345,26.0,68.2,5.6,0.5,32.8
7250018.07,7250018.07,4665,18.8,70.0,11.4,0.8,39.2
7250018.08,7250018.08,4780,27.7,68.2,4.0,0.1,31.8
7250018.09,7250018.09,3130,20.8,63.1,16.1,1.1,38.8
7250019.00,7250019.00,3590,13.5,57.7,28.7,10.0,48.8
7250020.00,7250020.00,4220,16.8,70.5,12.8,1.7,38.4
7250021.01,7250021.01,4540,13.5,72.6,13.9,3.0,36.0
7250021.02,7250021.02,5435,13.4,56.0,30.5,5.9,50.4
7250021.03,7250021.03,4840,16.7,65.2,18.1,1.8,39.2
7250021.04,7250021.04,4290,17.1,64.3,18.5,1.2,41.2
7250021.05,7250021.05,5365,18.8,63.7,17.4,1.1,41.2
7250100.02,7250100.02,6535,23.6,72.1,4.3,0.4,31.0
7250100.03,7250100.03,2520,25.2,72.8,2.0,0.0,30.0
7250100.04,7250100.04,4845,17.6,63.4,18.9,1.5,46.4
7250101.00,7250101.00,5565,21.0,62.6,16.4,1.3,39.2
7250102.01,7250102.01,12395,25.7,65.8,8.5,0.4,34.4
7250102.02,7250102.02,13605,25.7,62.4,12.0,1.6,35.6
7250103.00,7250103.00,3225,21.4,64.5,14.3,0.6,39.6
7250104.01,7250104.01,510,31.4,62.7,5.9,1.0,26.2
7250104.02,7250104.02,3290,24.9,66.1,9.1,0.3,36.4
7250105.00,7250105.00,4930,18.1,64.5,17.4,1.2,43.2
7250110.00,7250110.00,800,20.0,61.3,18.8,1.9,41.6
7250200.00,7250200.00,2180,25.5,64.7,9.9,0.5,36.8
5900001.01,5900001.01,4410,18.1,62.2,19.5,1.2,42.4
5900001.02,5900001.02,2795,17.4,61.9,20.8,1.6,42.0
5900002.00,5900002.00,1775,14.6,61.1,23.9,2.0,47.6
5900003.00,5900003.00,3695,13.1,59.0,28.0,4.1,48.0
5900004.00,5900004.00,4215,15.9,59.9,24.2,3.1,45.2
5900005.00,5900005.00,2660,12.4,56.6,31.2,4.5,51.6
5900006.00,5900006.00,2745,7.1,57.9,35.0,6.0,56.4
5900007.00,5900007.00,1880,13.3,72.9,13.8,1.6,40.4
5900008.00,5900008.00,1100,15.5,66.8,17.7,1.8,44.0
5900009.00,5900009.00,4320,16.4,62.7,21.1,1.6,46.8
5900010.00,5900010.00,3670,17.2,60.9,21.9,1.6,44.0
5900011.00,5900011.00,4800,12.7,61.4,26.0,2.8,49.6
5900012.00,5900012.00,2430,13.2,64.0,22.6,3.1,47.2
5900013.00,5900013.00,2380,14.9,65.5,19.5,2.7,44.4
5900014.00,5900014.00,2520,14.1,64.5,21.2,2.6,46.8
5900015.00,5900015.00,5495,13.4,59.0,27.7,4.8,50.0
5900016.00,5900016.00,6275,15.1,60.2,24.6,3.1,44.0
5900017.00,5900017.00,6835,13.7,61.3,25.0,3.8,45.6
5900018.01,5900018.01,3225,11.9,55.5,32.6,11.6,52.4
5900018.02,5900018.02,4835,12.8,57.5,29.7,5.9,52.8
5900100.01,5900100.01,1070,21.5,65.0,13.6,0.5,38.8
5900101.00,5900101.00,2635,17.1,62.2,20.9,1.3,47.2
5900102.00,5900102.00,975,13.3,61.0,25.6,2.1,51.2
4330001.00,4330001.00,5635,14.3,57.6,28.1,5.9,45.2
4330002.00,4330002.00,1865,11.3,76.1,12.6,0.5,30.4
4330003.00,4330003.00,3035,12.4,68.2,19.4,3.5,38.4
4330004.00,4330004.00,4655,15.7,70.1,14.3,1.3,32.8
4330005.00,4330005.00,2135,11.2,67.2,21.3,4.0,39.2
4330006.00,4330006.00,2680,6.9,67.9,25.2,5.0,37.2
4330007.00,4330007.00,2670,11.2,75.8,13.1,2.2,29.2
4330008.00,4330008.00,3120,15.7,64.1,20.0,1.9,40.0
4330009.01,4330009.01,4105,18.5,65.5,16.0,1.0,40.4
4330009.02,4330009.02,5675,6.9,46.8,46.3,11.6,62.4
4330010.00,4330010.00,3965,11.6,52.5,35.8,8.1,54.8
4330011.00,4330011.00,1975,11.4,66.8,21.8,1.8,43.2
4330012.00,4330012.00,2220,5.6,75.7,18.7,5.6,34.4
4330013.00,4330013.00,1820,6.6,76.4,17.0,1.4,34.4
4330014.00,4330014.00,3255,9.1,57.0,33.8,7.8,54.0
4330015.01,4330015.01,2685,11.5,59.4,29.2,2.8,49.6
4330015.02,4330015.02,6280,14.5,64.1,21.4,3.1,38.0
4330016.00,4330016.00,3985,13.6,63.1,23.5,2.5,41.2
4330017.00,4330017.00,2960,11.1,68.6,20.3,1.9,35.2
4330018.00,4330018.00,5770,12.0,55.5,32.6,10.7,48.0
4330019.01,4330019.01,7065,12.9,58.2,28.9,4.1,48.0
4330019.02,4330019.02,7535,13.5,56.7,29.8,2.7,48.8
4330100.00,4330100.00,5830,14.8,63.0,22.2,4.5,40.0
4330110.01,4330110.01,4305,18.5,63.6,18.1,1.2,42.4
4330110.03,4330110.03,6890,20.8,67.1,12.2,0.6,39.2
4330110.04,4330110.04,6535,18.5,64.6,17.0,1.1,40.8
4330110.06,4330110.06,6865,19.2,61.8,19.1,2.0,40.4
4330110.07,4330110.07,8015,20.8,63.4,15.7,1.2,37.6
4330111.01,4330111.01,8350,16.5,70.8,12.7,0.7,31.4
4330111.02,4330111.02,1110,17.1,62.2,21.2,0.9,48.0
4330111.05,4330111.05,4690,18.0,61.3,20.7,0.7,45.2
4330111.06,4330111.06,3570,19.5,60.2,20.2,0.6,42.0
4330111.07,4330111.07,8980,19.1,60.8,20.0,2.6,38.0
4330111.08,4330111.08,5075,18.3,64.6,17.0,0.7,40.4
4330112.01,4330112.01,3010,18.6,63.1,18.3,0.7,43.6
4330112.02,4330112.02,3370,22.3,62.2,15.7,0.7,40.0
4330113.01,4330113.01,5295,19.9,65.1,15.0,0.7,41.2
4330113.02,4330113.02,6940,24.8,64.7,10.5,0.4,36.4
4330200.00,4330200.00,1795,14.5,53.5,32.0,2.8,54.4
4330201.00,4330201.00,2930,22.7,60.8,16.4,1.5,39.2
4330202.00,4330202.00,2650,20.0,58.9,21.1,3.0,42.0
4330300.01,4330300.01,6520,18.6,60.0,21.5,4.0,42.8
4330300.02,4330300.02,4595,21.4,61.8,16.8,0.7,41.2
4330400.01,4330400.01,6490,13.4,56.8,29.7,3.5,54.0
4330400.02,4330400.02,6510,13.6,56.4,29.9,5.7,52.0
4330400.03,4330400.03,6760,11.9,50.5,37.6,9.8,57.6
4330400.05,4330400.05,2675,11.4,58.3,30.5,1.7,56.8
4330400.06,4330400.06,5875,14.4,55.1,30.5,1.9,52.8
4330401.00,4330401.00,1675,20.0,62.7,17.3,1.8,43.2
4330402.00,4330402.00,5010,15.9,62.1,22.0,0.9,50.4
5390001.00,5390001.00,4595,12.8,67.2,19.9,2.5,39.2
5390002.00,5390002.00,6830,10.5,63.3,26.2,5.1,44.4
5390003.01,5390003.01,5155,17.0,70.1,12.9,1.5,34.8
5390003.03,5390003.03,4430,16.6,67.2,16.3,1.4,41.2
5390003.04,5390003.04,3830,14.8,62.0,23.4,3.3,47.6
5390004.01,5390004.01,4180,16.1,62.9,20.9,3.9,45.2
5390004.02,5390004.02,3900,14.4,61.2,24.4,2.7,46.0
5390005.00,5390005.00,4115,8.4,72.3,19.6,3.5,37.2
5390006.00,5390006.00,2005,14.7,63.6,21.7,1.7,44.4
5390007.01,5390007.01,4875,15.0,65.5,19.5,2.2,40.8
5390007.02,5390007.02,5900,19.0,65.5,15.5,0.9,38.0
5390008.00,5390008.00,2660,14.3,63.5,22.2,3.0,43.6
5390009.00,5390009.00,6870,12.9,67.2,19.9,1.6,42.4
5390010.00,5390010.00,3740,12.8,68.7,18.4,2.4,40.8
5390011.00,5390011.00,7335,16.6,69.4,14.0,1.1,37.6
5390012.01,5390012.01,4230,11.2,57.4,31.2,4.8,52.0
5390012.02,5390012.02,6200,14.4,57.3,28.1,6.4,48.8
5390013.01,5390013.01,4710,14.2,70.2,15.7,1.9,40.0
5390013.02,5390013.02,5195,19.2,61.3,19.6,1.9,40.0
5390014.01,5390014.01,3845,16.3,58.6,25.1,3.6,45.6
5390014.02,5390014.02,5280,14.1,57.8,28.1,4.3,49.6
5390014.03,5390014.03,3235,13.1,60.0,26.9,3.7,50.4
5390015.00,5390015.00,875,9.7,58.3,32.6,1.7,57.2
5390016.01,5390016.01,5000,13.2,56.9,29.9,7.4,50.8
5390016.02,5390016.02,4420,14.9,60.9,24.0,1.8,46.8
5390017.01,5390017.01,3815,12.2,61.6,26.2,3.5,50.4
5390017.02,5390017.02,4345,12.1,52.8,35.1,5.6,54.8
5390018.01,5390018.01,4975,13.2,52.7,34.2,9.0,52.4
5390018.02,5390018.02,4700,12.6,53.9,33.5,6.8,53.6
5390018.03,5390018.03,3655,12.0,58.3,29.5,2.9,52.8
5390019.00,5390019.00,1270,12.2,66.1,21.3,2.8,46.4
5390020.00,5390020.00,625,17.6,60.0,23.2,1.6,46.8
5390100.00,5390100.00,3120,10.3,68.6,21.0,2.7,44.8
5390101.00,5390101.00,6060,13.9,64.1,21.9,3.8,42.4
5390102.01,5390102.01,6315,18.1,71.4,10.5,0.5,33.6
5390102.02,5390102.02,4530,18.8,68.4,12.9,0.9,36.8
5390102.03,5390102.03,3790,22.8,64.1,13.2,0.8,34.4
5390110.00,5390110.00,4490,4.9,41.8,53.2,6.8,66.5
5390111.00,5390111.00,7550,12.1,53.0,35.0,5.2,56.0
5390112.00,5390112.00,7045,13.8,59.8,26.6,1.9,49.6
5390200.00,5390200.00,4140,13.8,63.6,22.7,1.4,49.2
5390201.00,5390201.00,4810,14.9,60.4,24.7,3.7,47.6
5390202.00,5390202.00,3865,26.4,65.5,8.0,0.5,32.0
5390203.01,5390203.01,5375,15.7,62.7,21.6,3.1,43.6
5390203.02,5390203.02,5290,17.3,66.4,16.3,1.5,39.2
5390204.00,5390204.00,6925,11.1,65.1,23.8,3.5,47.6
5390205.00,5390205.00,1425,10.2,71.9,17.9,2.5,43.6
5390206.00,5390206.00,4875,13.1,67.1,19.8,2.6,43.2
5390207.00,5390207.00,6150,11.5,61.8,26.7,5.2,47.2
5390208.00,5390208.00,6070,12.7,59.1,28.2,4.6,50.0
5390209.03,5390209.03,5240,15.5,60.5,24.0,4.5,45.2
5390209.04,5390209.04,3465,15.2,67.5,17.2,2.0,44.0
5390209.05,5390209.05,6500,14.2,68.1,17.8,1.5,45.2
5390209.06,5390209.06,2910,8.6,60.3,30.9,3.6,55.2
5390210.01,5390210.01,3310,16.8,59.8,23.4,1.8,46.4
5390210.02,5390210.02,6125,21.2,66.1,12.7,1.6,38.4
5390211.00,5390211.00,4210,15.2,60.0,24.8,2.4,46.8
5390212.00,5390212.00,1910,12.3,56.8,31.2,5.5,53.2
5390213.00,5390213.00,3040,13.5,60.4,26.0,4.3,50.0
5390214.00,5390214.00,4440,12.6,58.9,28.5,4.6,49.6
5390215.00,5390215.00,4330,13.4,68.0,18.6,2.3,43.6
5390220.01,5390220.01,6090,13.4,58.8,27.8,3.2,51.2
5390220.02,5390220.02,5890,14.0,53.6,32.5,6.1,53.2
5390221.00,5390221.00,6205,17.3,60.9,21.8,1.5,46.0
5390230.00,5390230.00,6890,16.0,63.0,21.0,1.7,47.2
5390240.01,5390240.01,4175,13.3,62.5,24.3,1.9,50.4
5390240.02,5390240.02,3770,11.4,46.3,42.3,8.1,60.0
5390241.00,5390241.00,2995,17.2,61.9,20.9,1.5,45.2
5390242.02,5390242.02,6245,17.9,61.4,20.7,4.6,42.4
5390242.03,5390242.03,3495,16.7,66.7,16.6,2.1,40.4
5390242.04,5390242.04,5035,21.3,66.1,12.6,1.1,38.0
5390300.00,5390300.00,1380,13.8,64.5,21.4,2.2,50.0
5390301.00,5390301.00,4875,14.2,59.6,26.3,3.5,46.4
5390302.00,5390302.00,3825,19.5,64.3,16.1,1.4,38.8
5390303.00,5390303.00,1620,13.6,66.7,19.4,1.2,48.4
5390304.00,5390304.00,4240,14.4,62.1,23.3,3.8,44.8
5390305.00,5390305.00,2175,15.6,66.0,18.6,3.4,42.0
5390306.00,5390306.00,2390,13.4,72.2,14.6,0.8,40.0
5390307.00,5390307.00,5125,14.5,62.3,23.1,5.2,44.8
5390308.00,5390308.00,2415,12.8,55.9,31.1,2.3,51.6
5390309.00,5390309.00,2640,14.6,64.4,20.8,2.3,43.6
5390310.01,5390310.01,3275,11.6,51.8,36.5,7.9,55.6
5390310.02,5390310.02,7975,17.4,58.6,23.9,2.3,44.8
5390311.02,5390311.02,5650,12.9,61.6,25.4,2.4,46.8
5390311.03,5390311.03,5120,15.4,66.8,17.8,1.4,43.2
5390311.04,5390311.04,3050,14.9,63.8,21.5,1.6,42.8
5390320.00,5390320.00,3395,14.0,66.6,19.6,2.7,45.2
5390321.00,5390321.00,5000,11.8,54.8,33.4,6.8,55.2
5390322.00,5390322.00,3720,12.0,54.4,33.6,8.5,53.2
5390323.00,5390323.00,3345,15.8,62.6,21.5,2.4,45.6
5390324.00,5390324.00,4575,12.8,63.5,23.5,1.5,50.8
5390330.00,5390330.00,4490,13.3,60.5,26.3,4.8,49.2
5390331.01,5390331.01,5325,15.1,60.3,24.5,1.7,48.0
5390331.02,5390331.02,3735,12.7,57.2,30.1,4.7,53.6
5390332.00,5390332.00,4285,14.7,63.7,21.5,2.5,46.4
5390333.00,5390333.00,3680,12.9,54.6,32.5,3.1,55.6
5390334.01,5390334.01,6505,12.3,59.8,28.0,2.3,53.2
5390334.02,5390334.02,4880,12.6,58.2,29.2,1.5,55.2
0010001.00,0010001.00,1640,14.6,65.9,19.5,0.9,46.0
0010002.00,0010002.00,4450,10.7,63.6,25.7,4.6,48.8
0010003.01,0010003.01,4150,10.8,63.7,25.4,3.1,48.8
0010003.02,0010003.02,4665,12.5,65.7,21.8,1.9,45.6
0010004.01,0010004.01,4045,12.5,73.1,14.3,1.6,33.2
0010004.02,0010004.02,4235,14.8,69.2,16.1,0.9,40.0
0010005.01,0010005.01,2220,9.0,68.9,22.1,1.6,48.4
0010005.02,0010005.02,3135,11.6,74.3,14.0,1.0,37.2
0010006.00,0010006.00,2755,8.9,76.4,14.3,0.9,39.2
0010007.00,0010007.00,2400,7.3,80.2,12.5,0.8,36.4
0010008.00,0010008.00,1550,9.7,61.0,29.0,4.5,51.2
0010009.00,0010009.00,840,7.1,79.8,12.5,0.6,38.4
0010010.00,0010010.00,1675,9.3,68.1,22.7,4.2,43.2
0010011.00,0010011.00,2640,7.6,76.5,15.9,1.5,39.2
0010012.00,0010012.00,2720,12.1,74.6,13.4,1.7,29.6
0010013.00,0010013.00,1760,13.4,61.4,25.6,2.6,44.8
0010014.00,0010014.00,3325,13.1,57.9,29.0,7.4,48.8
0010015.01,0010015.01,4995,11.5,57.4,31.2,4.2,50.0
0010015.02,0010015.02,3480,11.8,65.5,22.7,2.2,45.6
0010015.03,0010015.03,5135,12.1,55.6,32.4,6.8,52.0
0010015.04,0010015.04,5725,14.4,63.9,21.7,1.2,46.4
0010016.01,0010016.01,4955,17.7,67.8,14.5,1.8,39.2
0010016.02,0010016.02,5420,12.8,72.5,14.7,1.8,32.4
0010017.00,0010017.00,5630,20.0,69.3,10.7,0.7,37.6
0010100.01,0010100.01,5740,13.6,68.6,17.9,1.3,44.0
0010100.03,0010100.03,3160,13.4,67.1,19.3,0.9,47.6
0010100.04,0010100.04,3960,14.9,67.6,17.6,1.0,44.8
0010110.00,0010110.00,3205,19.5,62.4,18.1,2.0,41.6
0010170.01,0010170.01,2865,11.0,64.9,24.1,1.4,48.4
0010170.02,0010170.02,3985,11.3,61.6,27.2,1.8,49.6
0010171.00,0010171.00,4850,15.1,62.8,22.4,2.2,45.6
0010172.02,0010172.02,5305,11.1,67.2,21.6,0.9,48.0
0010172.03,0010172.03,1905,10.5,62.2,27.0,1.6,49.6
0010172.04,0010172.04,5325,15.6,68.0,16.3,1.9,39.2
0010172.05,0010172.05,4580,11.7,65.6,22.7,0.8,50.0
0010172.06,0010172.06,1970,14.7,68.0,17.3,0.5,44.4
0010200.01,0010200.01,5315,17.1,65.6,17.3,1.0,44.8
0010200.02,0010200.02,9455,18.5,68.1,13.5,1.1,42.4
0010200.03,0010200.03,4200,18.1,66.2,15.6,0.6,42.0
0010201.00,0010201.00,2930,16.4,65.5,18.1,0.7,45.2
0010202.01,0010202.01,3815,18.2,75.8,6.0,0.5,30.2
0010202.02,0010202.02,3880,18.4,67.4,14.3,0.9,42.8
0010202.06,0010202.06,4235,18.9,69.2,11.9,1.4,39.6
0010202.07,0010202.07,4575,16.7,73.1,10.2,0.8,40.0
0010202.08,0010202.08,4555,22.8,69.2,8.1,0.4,34.4
0010202.09,0010202.09,2945,20.5,70.6,8.8,0.3,36.4
0010202.10,0010202.10,6645,19.6,68.0,12.5,1.1,39.2
0010300.01,0010300.01,4630,15.4,66.1,18.5,1.1,45.2
0010300.02,0010300.02,3075,15.6,69.9,14.3,0.8,43.2
0010301.01,0010301.01,7075,15.9,65.9,18.3,1.6,43.2
0010301.02,0010301.02,6825,17.7,66.2,16.1,0.7,42.4
0010302.00,0010302.00,5565,16.6,64.2,19.2,1.8,42.4
0010400.00,0010400.00,2470,15.8,58.3,26.1,1.6,49.2
5950001.00,5950001.00,1455,16.8,68.4,14.8,2.1,41.6
5950002.00,5950002.00,3420,15.4,68.6,16.1,1.5,40.8
5950003.00,5950003.00,5055,15.9,66.7,17.5,2.3,40.8
5950004.00,5950004.00,3695,11.9,58.6,29.6,5.8,49.6
5950005.00,5950005.00,4495,14.2,66.6,19.1,2.6,41.2
5950006.00,5950006.00,845,7.7,65.1,27.2,2.4,50.0
5950007.00,5950007.00,4910,16.0,67.1,16.9,2.2,39.2
5950008.00,5950008.00,4585,9.7,56.4,33.9,9.5,52.8
5950009.01,5950009.01,2910,14.8,59.3,25.9,2.4,45.2
5950009.02,5950009.02,4815,16.7,60.0,23.2,2.3,42.0
5950010.01,5950010.01,1335,8.6,66.7,24.7,3.0,48.0
5950010.02,5950010.02,3190,14.7,69.3,16.1,1.4,39.2
5950011.01,5950011.01,1415,12.7,74.2,13.1,1.8,33.6
5950011.02,5950011.02,4565,10.6,62.1,27.3,8.4,38.0
5950011.03,5950011.03,3370,18.2,64.7,17.1,1.3,42.8
5950012.00,5950012.00,2915,19.6,58.1,22.5,3.6,38.8
5950013.00,5950013.00,3075,13.3,65.9,21.1,2.3,42.8
5950014.00,5950014.00,3965,9.5,72.1,18.3,2.4,37.2
5950015.00,5950015.00,2780,10.3,65.3,24.5,2.7,44.8
5950016.00,5950016.00,3215,11.4,62.7,26.0,5.1,48.4
5950017.00,5950017.00,2950,14.7,62.5,23.1,3.6,45.2
5950018.00,5950018.00,4735,11.7,62.3,26.2,4.6,49.2
5950019.00,5950019.00,3070,12.2,65.0,23.0,4.2,44.8
5950020.00,5950020.00,685,4.4,69.3,25.5,2.2,47.6
5950021.00,5950021.00,4575,14.1,63.7,22.2,2.3,45.6
5950022.03,5950022.03,2670,13.3,61.2,25.5,2.6,48.0
5950022.04,5950022.04,4170,16.7,59.0,24.5,2.6,45.6
5950022.05,5950022.05,2960,16.7,65.2,18.4,1.2,45.2
5950022.06,5950022.06,6800,18.3,64.6,17.2,1.1,43.2
5950023.01,5950023.01,3115,16.1,66.0,18.1,0.6,45.6
5950023.02,5950023.02,7100,14.9,63.0,22.1,1.5,48.0
5950100.03,5950100.03,3875,17.2,63.2,19.6,1.5,44.8
5950100.04,5950100.04,4085,16.5,62.7,20.8,1.5,46.8
5950100.05,5950100.05,965,19.7,63.2,16.6,1.0,37.6
5950100.06,5950100.06,2240,14.3,64.1,21.7,1.1,48.8
5950101.00,5950101.00,3250,11.5,58.6,29.7,1.4,55.2
5350001.00,5350001.00,600,17.5,72.5,10.0,0.8,40.4
5350002.00,5350002.00,605,8.3,50.4,42.1,3.3,62.0
5350003.00,5350003.00,455,11.0,78.0,11.0,2.2,38.0
5350004.00,5350004.00,6305,9.6,77.0,13.4,1.4,40.0
5350005.00,5350005.00,6955,8.8,78.7,12.4,1.3,36.4
5350006.00,5350006.00,120,0.0,12.5,91.7,50.0,84.0
5350007.01,5350007.01,3400,8.5,73.4,18.1,5.9,42.4
5350007.02,5350007.02,4425,8.6,78.9,12.7,1.1,38.0
5350008.01,5350008.01,8480,4.6,93.2,2.2,0.1,32.0
5350008.02,5350008.02,11590,7.1,87.6,5.4,0.3,33.2
5350009.00,5350009.00,520,3.8,82.7,14.4,1.0,39.6
5350010.01,5350010.01,5610,9.2,83.5,7.3,0.6,35.6
5350010.02,5350010.02,7470,7.9,82.7,9.4,1.0,37.2
5350011.01,5350011.01,9590,5.1,91.1,3.8,0.4,32.0
5350011.02,5350011.02,9750,3.5,93.8,2.7,0.1,29.8
5350011.03,5350011.03,6390,4.9,91.6,3.4,0.2,30.8
5350012.01,5350012.01,13560,8.6,87.3,4.1,0.4,31.2
5350012.03,5350012.03,8960,6.8,88.8,4.4,0.3,32.0
5350012.04,5350012.04,5685,5.2,84.6,10.3,0.8,34.8
5350013.01,5350013.01,6825,6.4,81.9,11.7,1.6,34.4
5350013.02,5350013.02,10440,6.8,80.6,12.5,1.5,34.4
5350014.00,5350014.00,2380,5.9,84.9,9.2,0.4,32.4
5350015.00,5350015.00,4925,5.7,80.0,14.3,1.4,36.8
5350016.00,5350016.00,11140,6.5,85.4,8.2,0.4,35.2
5350017.01,5350017.01,4790,7.8,85.7,6.5,0.3,34.4
5350017.02,5350017.02,8710,8.4,76.4,15.1,1.5,36.8
5350018.00,5350018.00,3635,11.1,82.0,6.7,0.6,35.2
5350019.00,5350019.00,3270,14.2,68.8,17.1,4.7,42.0
5350020.00,5350020.00,2300,15.7,61.5,22.8,2.2,49.6
5350021.00,5350021.00,5190,14.2,66.0,19.7,1.9,45.6
5350022.00,5350022.00,3850,18.6,67.3,14.0,0.8,42.8
5350023.00,5350023.00,3375,16.9,63.9,19.4,1.3,44.4
5350024.00,5350024.00,6890,18.7,66.9,14.4,1.1,40.8
5350025.00,5350025.00,3555,17.2,70.7,12.0,1.1,41.2
5350026.00,5350026.00,6405,18.0,70.9,11.2,0.9,39.2
5350027.00,5350027.00,4405,16.5,68.1,15.6,2.7,40.4
5350028.01,5350028.01,1290,12.4,79.1,8.5,0.8,38.8
5350028.02,5350028.02,5865,14.0,74.3,11.8,1.2,39.2
5350029.00,5350029.00,6720,13.3,72.2,14.4,2.0,40.0
5350030.00,5350030.00,6930,13.3,77.3,9.3,1.2,34.0
5350031.00,5350031.00,5870,13.9,75.7,10.4,0.7,36.8
5350032.00,5350032.00,6040,7.0,78.2,14.7,1.1,38.0
5350033.00,5350033.00,5515,9.6,79.2,11.2,0.6,36.4
5350034.01,5350034.01,5335,5.1,81.3,13.6,1.5,32.4
5350034.02,5350034.02,7990,5.6,87.2,7.2,0.5,31.8
5350035.00,5350035.00,10510,8.0,85.3,6.7,0.6,30.8
5350036.00,5350036.00,5690,6.0,79.7,14.2,2.5,34.8
5350037.00,5350037.00,4805,5.8,77.7,16.4,4.4,33.2
5350038.00,5350038.00,3605,5.8,75.9,18.3,4.4,38.8
5350039.00,5350039.00,4505,9.5,73.8,16.6,2.6,36.0
5350040.00,5350040.00,4270,10.2,75.3,14.5,2.3,38.4
5350041.00,5350041.00,3320,9.9,74.4,15.8,3.3,38.8
5350042.00,5350042.00,4420,10.6,73.3,16.1,3.1,37.6
5350043.00,5350043.00,3670,9.9,72.9,17.0,3.3,39.2
5350044.01,5350044.01,5020,10.1,74.0,15.9,3.0,37.6
5350044.02,5350044.02,4255,6.6,90.8,2.7,0.1,32.0
5350045.00,5350045.00,3250,10.3,74.9,14.6,2.0,38.4
5350046.00,5350046.00,3150,12.1,72.4,15.6,1.9,39.6
5350047.02,5350047.02,3510,12.4,68.2,19.4,1.6,41.2
5350047.03,5350047.03,1015,10.8,80.3,9.4,1.0,38.0
5350047.04,5350047.04,2775,16.0,72.1,11.7,1.1,39.2
5350048.00,5350048.00,3355,16.2,72.9,10.9,1.2,40.0
5350049.00,5350049.00,3350,14.0,69.4,16.7,4.5,40.4
5350050.01,5350050.01,8645,13.3,66.5,20.3,2.5,42.8
5350050.03,5350050.03,1085,12.4,71.4,16.1,0.9,41.6
5350050.04,5350050.04,4910,17.9,65.7,16.3,1.9,41.6
5350051.00,5350051.00,4980,15.1,70.7,14.2,1.4,39.2
5350052.00,5350052.00,4075,15.1,73.6,11.2,1.2,39.2
