ctuid,name,population,share_0_14,share_15_64,share_65_plus,share_85_plus,median_age
4210014.00,4210014.00,1980,7.3,77.3,15.2,2.3,35.2
4210015.00,4210015.00,4340,5.4,46.0,48.6,9.4,64.0
4210016.00,4210016.00,2375,4.6,74.7,20.8,1.5,40.8
4210017.00,4210017.00,65,0.0,84.6,15.4,0.0,46.4
4210018.00,4210018.00,1065,6.1,83.1,11.3,0.5,35.6
4210019.00,4210019.00,2585,9.7,78.1,12.0,0.2,35.6
4210020.00,4210020.00,3205,10.1,79.1,10.8,0.6,34.0
4210021.00,4210021.00,2335,10.9,70.4,18.6,1.5,39.2
4210022.00,4210022.00,2350,8.1,70.2,21.7,1.5,44.4
4210023.00,4210023.00,490,12.2,63.3,24.5,0.0,44.4
4210024.00,4210024.00,940,4.8,73.9,21.3,0.0,46.4
4210025.00,4210025.00,715,3.5,58.0,38.5,2.1,61.2
4210026.00,4210026.00,5030,12.0,67.0,21.0,2.7,41.2
4210027.00,4210027.00,2220,11.7,74.8,13.5,1.4,35.6
4210028.00,4210028.00,1535,8.1,75.6,16.3,1.3,38.0
4210029.00,4210029.00,2325,12.5,68.2,19.1,2.6,39.2
4210030.00,4210030.00,3040,11.3,69.4,19.1,3.1,40.8
4210031.00,4210031.00,2545,12.8,67.4,19.6,3.3,40.4
4210032.00,4210032.00,1915,3.7,49.3,47.3,8.9,63.6
4210033.01,4210033.01,3535,12.0,65.6,22.2,2.3,40.0
4210033.02,4210033.02,3360,12.9,65.9,21.1,2.2,40.4
4210034.00,4210034.00,4315,11.8,64.4,23.8,2.1,42.0
4210035.00,4210035.00,1910,7.6,69.1,23.6,3.9,41.6
4210036.00,4210036.00,4825,12.5,70.9,16.5,1.5,38.4
4210037.00,4210037.00,3745,11.1,68.0,20.8,4.3,40.4
4210038.01,4210038.01,3265,23.0,65.4,11.6,1.1,33.2
4210038.02,4210038.02,2535,11.6,72.0,16.2,1.2,38.8
4210039.01,4210039.01,6385,14.9,63.1,21.9,1.3,44.4
4210039.02,4210039.02,5010,14.3,61.1,24.8,5.5,41.6
4210040.01,4210040.01,4215,17.3,58.1,24.6,5.5,45.6
4210040.04,4210040.04,680,8.8,53.7,37.5,13.2,56.0
4210040.05,4210040.05,5175,19.9,66.6,13.5,0.4,39.6
4210040.06,4210040.06,3770,15.1,69.1,15.6,1.2,34.8
4210041.03,4210041.03,1185,17.3,62.4,20.3,1.3,44.0
4210041.04,4210041.04,6640,17.3,61.2,21.5,3.5,42.8
4210041.06,4210041.06,4950,20.5,63.9,15.6,0.5,39.6
4210041.07,4210041.07,2240,16.5,63.2,20.1,0.9,41.2
4210041.08,4210041.08,2455,13.8,62.3,23.6,0.6,48.4
4210041.09,4210041.09,2980,11.4,52.2,36.4,11.1,51.6
4210041.10,4210041.10,5135,15.2,63.9,20.9,1.2,43.6
4210041.11,4210041.11,4215,14.1,65.1,20.9,0.8,46.0
4210041.12,4210041.12,4040,21.9,59.0,19.1,1.4,41.2
4210041.13,4210041.13,5050,17.9,60.7,21.3,1.0,45.6
4210100.00,4210100.00,1975,9.9,51.1,38.7,4.6,58.8
4210101.00,4210101.00,6385,13.9,65.5,20.7,4.6,35.2
4210102.00,4210102.00,1885,18.6,66.6,14.6,1.3,38.0
4210103.00,4210103.00,3240,12.7,50.9,36.7,5.4,56.4
4210110.00,4210110.00,5005,14.2,51.6,34.1,10.0,52.0
4210111.00,4210111.00,4640,16.2,61.6,22.3,2.8,42.0
4210112.01,4210112.01,5650,13.9,53.0,33.1,4.5,49.6
4210112.02,4210112.02,4090,16.6,66.6,16.6,1.7,36.4
4210113.01,4210113.01,7270,10.1,46.5,43.5,5.9,60.8
4210113.02,4210113.02,7340,16.6,56.9,26.4,4.4,45.6
4210114.00,4210114.00,6570,14.7,66.7,18.6,2.2,36.4
4210115.00,4210115.00,5085,8.4,67.8,23.8,3.9,39.6
4210116.01,4210116.01,5485,5.4,77.7,17.0,4.9,26.6
4210116.02,4210116.02,3270,8.6,68.0,23.4,5.4,35.2
4210117.01,4210117.01,3575,18.5,64.6,16.9,2.0,35.2
4210117.02,4210117.02,5250,8.0,55.6,36.2,7.1,48.0
4210118.00,4210118.00,6555,15.1,70.6,14.1,1.4,32.4
4210119.02,4210119.02,4525,15.2,59.1,25.6,1.7,48.8
4210119.04,4210119.04,2905,16.9,64.5,18.6,1.4,45.6
4210119.05,4210119.05,4655,16.8,69.9,13.2,0.5,42.0
4210119.06,4210119.06,3635,17.1,67.0,16.0,0.3,44.8
4210120.01,4210120.01,3470,14.8,48.6,36.6,5.3,54.8
4210120.02,4210120.02,5855,16.2,60.3,23.6,1.0,46.8
4210120.03,4210120.03,3465,16.3,57.4,26.1,0.6,49.2
4210140.01,4210140.01,7140,17.8,64.5,17.6,0.8,44.0
4210140.02,4210140.02,4680,11.3,56.8,31.8,5.6,50.8
4210140.03,4210140.03,5150,13.6,55.6,30.8,4.4,52.0
4210160.01,4210160.01,5065,15.8,62.8,21.3,1.5,42.0
4210160.03,4210160.03,4645,18.2,59.8,21.9,3.2,42.0
4210160.04,4210160.04,2200,13.9,64.8,21.4,1.4,46.0
4210160.05,4210160.05,4760,13.7,60.0,26.5,3.3,48.8
4210170.03,4210170.03,5580,25.8,63.7,10.4,0.5,36.8
4210170.04,4210170.04,7335,23.9,69.9,6.2,0.2,34.4
4210170.05,4210170.05,6430,20.5,63.8,15.6,1.9,38.8
4210170.06,4210170.06,4865,20.6,65.6,13.9,0.8,38.0
4210170.07,4210170.07,5800,20.3,67.0,12.7,0.6,38.0
4210190.00,4210190.00,3225,21.6,69.5,9.0,0.5,32.8
4210200.00,4210200.00,10450,22.5,65.9,11.6,0.5,39.2
4210210.01,4210210.01,5395,22.2,67.2,10.8,0.6,38.0
4210210.02,4210210.02,4585,18.5,62.3,19.2,0.8,43.2
4210220.02,4210220.02,6385,19.7,63.7,16.5,0.8,41.6
4210220.03,4210220.03,5800,23.3,62.7,14.1,0.7,39.6
4210220.04,4210220.04,4380,20.5,63.5,16.0,1.0,39.2
4210230.01,4210230.01,7025,18.4,67.1,14.6,0.5,42.4
4210230.03,4210230.03,3695,24.5,66.2,9.2,0.4,36.0
4210230.04,4210230.04,5075,24.3,66.1,9.7,0.4,37.6
4210240.02,4210240.02,7530,8.2,53.9,37.8,7.6,58.4
4210240.03,4210240.03,3780,14.6,64.9,20.5,1.1,42.0
4210240.04,4210240.04,6270,13.6,62.7,23.8,0.6,47.2
4210260.01,4210260.01,4215,11.4,53.4,35.2,9.3,54.0
4210260.02,4210260.02,3865,7.9,49.5,42.4,17.2,59.6
4210260.03,4210260.03,3775,12.8,64.6,22.5,1.5,44.0
4210270.01,4210270.01,4120,12.1,65.3,22.6,2.7,42.8
4210270.03,4210270.03,4770,10.3,51.6,38.1,10.6,54.8
4210270.04,4210270.04,3130,14.5,63.9,21.6,3.7,41.6
4210271.01,4210271.01,3965,15.5,55.5,29.1,3.8,48.0
4210271.02,4210271.02,4330,14.1,55.1,30.7,7.6,50.4
4210272.00,4210272.00,1365,12.8,59.7,27.5,2.6,51.2
4210273.01,4210273.01,5310,9.1,56.2,34.7,3.9,56.0
4210273.02,4210273.02,2960,21.1,59.6,19.3,1.4,40.8
4210273.03,4210273.03,3405,16.6,60.1,23.5,2.3,46.4
4210273.04,4210273.04,4110,15.5,56.7,27.9,2.2,46.8
4210280.01,4210280.01,4065,17.5,60.1,22.5,1.5,43.6
4210280.02,4210280.02,4720,17.8,59.9,22.4,2.0,42.0
4210280.03,4210280.03,5625,15.5,59.8,24.6,1.5,46.8
4210290.01,4210290.01,3665,15.7,63.2,21.3,0.8,46.8
4210290.03,4210290.03,2435,18.9,62.6,18.5,0.6,42.0
4210290.05,4210290.05,4470,13.0,52.7,34.3,4.4,54.8
4210290.06,4210290.06,3855,21.8,64.9,13.5,0.5,42.0
4210300.00,4210300.00,3480,11.5,41.2,47.3,21.6,61.6
4210310.00,4210310.00,2015,13.4,66.5,20.3,2.2,42.8
4210311.01,4210311.01,7700,9.8,55.2,34.9,4.3,55.2
4210311.02,4210311.02,2755,11.6,55.4,33.0,3.8,52.4
4210320.02,4210320.02,4875,16.6,59.3,24.2,2.3,44.4
4210320.03,4210320.03,3560,17.7,64.0,18.3,0.4,44.4
4210320.04,4210320.04,3075,15.3,58.0,26.7,2.1,47.6
4210320.05,4210320.05,3580,16.2,66.6,17.3,1.3,46.0
4210320.07,4210320.07,4225,15.9,62.8,21.4,1.5,48.0
4210320.08,4210320.08,7620,16.5,66.7,16.9,0.5,44.8
4210320.09,4210320.09,4765,14.6,59.5,25.9,2.4,46.0
4210320.10,4210320.10,5975,14.2,62.5,23.3,2.2,44.8
4210330.00,4210330.00,2125,12.0,64.9,23.1,2.6,46.8
4210340.01,4210340.01,1890,15.3,62.2,22.5,2.1,45.6
4210340.02,4210340.02,4505,14.8,59.5,25.9,4.4,48.0
4210340.03,4210340.03,5340,15.1,64.9,20.0,0.7,48.0
4210360.01,4210360.01,7490,19.6,65.7,14.7,0.5,40.8
4210360.02,4210360.02,6865,19.1,67.0,14.0,0.4,41.6
4210370.00,4210370.00,8165,20.4,66.7,12.9,0.6,42.4
4210500.01,4210500.01,5470,25.8,63.8,10.5,0.5,38.0
4210500.02,4210500.02,2760,14.5,56.2,29.3,4.0,50.4
4210510.00,4210510.00,3840,18.8,64.2,16.9,0.9,42.0
4210520.00,4210520.00,8465,27.5,63.2,9.3,0.5,34.8
4210530.00,4210530.00,4425,18.3,60.6,21.1,2.9,43.6
4210540.00,4210540.00,6815,14.2,56.3,29.5,2.6,53.6
4210600.03,4210600.03,2225,14.8,64.0,21.1,0.9,47.6
4210600.04,4210600.04,7520,18.8,62.5,18.9,1.9,43.6
4210600.05,4210600.05,4710,9.6,64.0,26.4,1.6,54.8
4210600.06,4210600.06,5455,14.7,56.3,28.9,4.3,51.2
4210605.00,4210605.00,11075,22.8,63.6,13.7,0.8,37.6
4210610.00,4210610.00,6435,25.4,68.3,6.3,0.5,32.4
4210700.00,4210700.00,2970,19.2,57.6,23.2,4.9,43.2
4210800.01,4210800.01,6545,15.7,62.5,21.8,1.0,44.8
4210800.02,4210800.02,5230,14.9,58.9,26.1,2.1,48.8
4210801.00,4210801.00,3515,11.4,60.6,28.0,6.7,50.0
4210802.00,4210802.00,2820,15.8,62.8,21.5,1.2,44.8
4210810.00,4210810.00,4455,10.3,51.6,38.0,9.1,56.4
4210811.00,4210811.00,9150,13.7,58.1,28.3,4.2,47.2
4210812.00,4210812.00,4310,10.7,55.3,34.0,7.5,56.0
4210820.01,4210820.01,4085,11.3,58.8,29.9,2.0,54.4
4210820.03,4210820.03,5080,15.6,62.8,21.8,0.6,46.0
4210820.04,4210820.04,4645,20.6,66.1,13.3,0.6,41.2
4210825.00,4210825.00,9470,17.9,66.9,15.2,0.7,40.4
4210830.01,4210830.01,4770,13.5,60.6,26.0,3.5,48.4
4210830.02,4210830.02,8405,12.0,56.5,31.5,3.4,50.8
4210835.03,4210835.03,7975,21.9,64.5,13.6,0.6,39.2
4210835.04,4210835.04,3990,17.2,68.9,13.8,0.8,43.2
4210835.05,4210835.05,3885,15.1,66.4,18.5,0.5,47.2
4210835.06,4210835.06,3290,20.8,70.2,9.1,0.6,38.8
4210835.07,4210835.07,4455,16.4,63.5,20.1,0.6,44.4
4210840.01,4210840.01,4995,13.5,64.3,22.2,1.5,42.0
4210840.02,4210840.02,4305,13.4,58.3,28.3,3.0,50.8
4210845.03,4210845.03,4740,21.7,64.1,14.2,0.5,39.6
4210845.04,4210845.04,4745,20.0,64.1,16.0,0.8,41.2
4210845.05,4210845.05,6815,21.0,63.4,15.6,1.0,40.8
4210845.06,4210845.06,1150,18.3,60.9,21.3,1.3,44.8
4210846.02,4210846.02,6090,18.7,63.6,17.7,0.5,42.8
4210846.03,4210846.03,1155,17.7,58.4,23.8,0.9,46.8
4210846.04,4210846.04,8050,20.5,62.5,17.0,0.8,41.6
4210850.02,4210850.02,2875,24.2,60.2,15.7,1.6,38.0
4210850.03,4210850.03,5735,21.8,64.1,14.2,0.7,37.6
4210850.04,4210850.04,4850,17.2,64.5,18.2,3.5,43.2
4210850.05,4210850.05,4930,22.8,59.8,17.3,0.5,40.0
4210900.00,4210900.00,5810,22.7,61.4,15.9,1.2,38.4
4210901.00,4210901.00,4475,17.7,62.2,20.2,0.9,46.0
4210902.00,4210902.00,1680,15.8,56.0,28.3,1.5,49.6
4210903.00,4210903.00,7970,21.8,64.6,13.5,1.2,36.4
8300001.01,8300001.01,2365,18.4,67.2,14.2,1.9,39.6
8300001.05,8300001.05,3590,19.6,70.8,9.6,0.4,37.2
8300001.06,8300001.06,3580,20.3,71.4,8.1,0.4,34.8
8300001.07,8300001.07,4190,21.4,68.3,10.5,1.9,35.6
8300001.08,8300001.08,3950,24.9,68.9,6.2,0.3,33.2
8300001.09,8300001.09,2760,16.1,62.5,21.2,1.8,45.6
8300001.10,8300001.10,3765,17.1,64.4,18.5,2.7,44.4
8300002.00,8300002.00,2620,14.7,64.1,21.4,1.7,41.6
8300003.00,8300003.00,5755,19.4,63.9,16.6,3.4,37.2
8300004.00,8300004.00,2600,9.4,67.1,23.5,1.9,44.0
8300005.00,8300005.00,2440,16.8,66.6,16.6,2.0,40.4
8300006.00,8300006.00,4110,16.3,70.2,13.4,1.2,38.8
8300007.00,8300007.00,2990,20.7,63.5,15.7,1.3,38.0
8300008.02,8300008.02,3505,14.7,61.9,23.4,2.0,45.6
8300008.03,8300008.03,4150,17.7,68.1,14.3,0.6,40.0
8300008.04,8300008.04,3815,23.9,68.3,7.9,1.2,34.0
8300008.05,8300008.05,3255,16.6,64.2,19.0,1.5,45.2
8300009.01,8300009.01,2530,22.7,67.4,9.9,2.8,35.2
8300009.02,8300009.02,3640,15.7,62.1,22.1,2.9,42.4
8300010.00,8300010.00,4540,8.8,63.3,27.9,4.2,49.6
8300011.00,8300011.00,3495,19.0,72.5,8.4,0.4,35.2
8300012.00,8300012.00,5820,20.6,65.0,14.3,1.4,37.6
8300013.00,8300013.00,3735,17.7,67.2,15.1,1.2,38.8
8300014.00,8300014.00,1735,14.4,59.4,25.9,4.3,44.4
8300015.00,8300015.00,3470,17.1,67.0,15.9,0.6,40.0
8300016.01,8300016.01,4145,19.2,67.7,13.1,3.6,36.8
8300016.02,8300016.02,4400,20.2,71.5,8.3,0.6,36.4
8300016.03,8300016.03,3900,20.0,69.2,10.9,0.3,36.8
7050001.01,7050001.01,3175,19.8,63.1,16.9,2.0,38.0
7050001.02,7050001.02,3430,16.6,70.0,13.6,1.2,36.8
7050002.01,7050002.01,4195,14.7,57.3,28.1,5.5,47.6
7050002.02,7050002.02,6650,14.8,60.7,24.5,7.1,40.0
7050003.00,7050003.00,5580,16.8,66.7,16.7,3.8,36.8
7050004.01,7050004.01,2625,16.0,72.6,11.2,0.8,36.4
7050004.02,7050004.02,9525,23.2,69.7,7.1,1.2,32.0
7050004.03,7050004.03,4875,22.4,72.6,5.0,0.3,31.2
7050005.00,7050005.00,4310,16.1,65.0,18.9,3.2,42.0
7050006.01,7050006.01,3535,11.7,57.9,30.6,8.2,51.2
7050006.02,7050006.02,3750,14.3,70.1,15.6,4.5,30.4
7050007.00,7050007.00,2525,12.9,48.5,38.6,19.8,54.8
7050008.01,7050008.01,5475,15.4,71.1,13.6,2.2,38.4
7050008.02,7050008.02,5195,17.3,59.2,23.5,2.2,44.0
7050009.01,7050009.01,4235,15.8,72.3,11.9,3.2,36.0
7050009.02,7050009.02,4885,20.6,62.0,17.4,1.6,36.4
7050010.00,7050010.00,2700,15.2,70.9,13.9,2.0,36.4
7050011.00,7050011.00,3650,5.1,64.4,30.7,4.2,48.4
7050012.00,7050012.00,4690,18.1,66.8,15.0,2.2,37.6
7050013.00,7050013.00,640,3.9,43.8,52.3,14.8,67.5
7050014.00,7050014.00,1465,16.0,69.3,14.0,1.4,40.0
7050015.00,7050015.00,2090,18.4,67.2,14.4,1.4,37.2
7050016.00,7050016.00,6510,21.2,64.0,14.8,1.2,35.2
7050017.00,7050017.00,2085,21.8,68.1,9.8,0.7,33.6
7050018.00,7050018.00,4935,24.0,67.2,8.9,0.8,33.6
7050019.00,7050019.00,4185,20.0,69.8,10.4,1.0,36.4
7050020.00,7050020.00,3320,20.8,67.8,11.6,2.1,35.2
7050021.00,7050021.00,2495,21.4,68.5,10.2,1.4,34.8
7050022.01,7050022.01,2515,18.5,64.2,17.3,4.2,35.2
7050022.02,7050022.02,4675,17.0,65.1,17.9,1.1,41.2
7050023.01,7050023.01,2865,17.6,65.6,16.8,0.7,40.4
7050023.02,7050023.02,3915,19.7,64.5,15.8,1.0,37.6
7050024.00,7050024.00,2880,19.8,66.0,14.2,2.3,36.8
7050025.01,7050025.01,4120,22.1,66.4,11.5,1.3,34.4
7050025.02,7050025.02,3185,17.9,62.3,19.8,3.6,40.0
7050026.00,7050026.00,3980,15.3,59.5,25.3,6.7,43.6
7050027.00,7050027.00,3610,19.4,67.5,13.2,1.2,36.4
7050028.01,7050028.01,2835,21.2,61.4,17.5,0.5,38.8
7050028.02,7050028.02,3420,21.8,63.3,14.9,0.4,38.4
7050028.03,7050028.03,4080,17.0,63.4,19.7,1.3,42.0
7050100.01,7050100.01,3790,16.8,65.0,18.2,1.3,40.8
7050100.02,7050100.02,4725,23.5,66.6,9.8,0.4,38.4
7050100.03,7050100.03,5085,20.1,66.7,13.3,0.4,39.2
7050100.05,7050100.05,2440,16.6,65.4,18.0,0.6,42.0
7050100.08,7050100.08,5495,15.7,61.1,23.3,3.4,44.4
7050100.10,7050100.10,6425,19.6,70.0,10.4,0.4,38.0
7050100.11,7050100.11,3640,20.2,65.8,14.1,0.5,35.2
7050100.13,7050100.13,6675,16.3,65.6,18.0,1.8,44.4
7050100.14,7050100.14,1825,14.2,74.5,11.2,0.5,36.8
7050100.15,7050100.15,4740,20.0,63.9,16.0,1.7,38.8
7050100.16,7050100.16,4505,25.1,66.7,8.3,0.4,36.0
7050100.17,7050100.17,6545,23.4,66.1,10.5,1.8,35.2
7050100.18,7050100.18,3950,16.2,68.4,15.6,1.0,44.4
7050100.19,7050100.19,5465,21.0,65.1,13.9,0.5,41.2
7050100.20,7050100.20,8105,27.4,67.4,5.2,1.4,30.8
7050101.01,7050101.01,5875,20.9,67.5,11.6,0.6,37.6
7050101.02,7050101.02,6930,24.0,64.8,11.2,0.7,38.8
7050102.00,7050102.00,5810,17.7,60.5,21.7,1.7,45.6
7050103.00,7050103.00,1120,23.2,62.5,14.7,0.4,37.6
7050104.00,7050104.00,985,18.3,64.0,17.3,1.5,42.4
7050106.00,7050106.00,265,20.8,64.2,17.0,1.9,42.0
4080001.00,4080001.00,3580,14.7,59.5,25.8,2.2,47.6
4080002.01,4080002.01,3155,14.3,55.0,30.7,9.0,50.0
4080002.02,4080002.02,5730,8.7,48.1,43.3,5.3,61.6
4080003.01,4080003.01,3680,15.4,61.0,23.5,1.2,46.8
4080003.02,4080003.02,2860,16.6,60.3,23.3,2.4,46.4
4080004.00,4080004.00,4040,11.1,60.3,28.6,7.3,39.6
4080005.00,4080005.00,2935,11.2,64.9,24.0,2.4,46.8
4080006.00,4080006.00,3345,6.1,60.1,33.6,9.0,51.6
4080007.00,4080007.00,2525,13.1,64.6,22.6,1.2,46.0
4080008.00,4080008.00,5135,15.1,62.3,22.8,1.4,45.2
4080100.00,4080100.00,3895,19.3,56.6,24.1,1.5,42.8
4080101.00,4080101.00,3935,14.4,61.8,24.0,2.9,46.4
4080102.00,4080102.00,2655,18.1,59.5,22.6,2.3,43.2
4080103.01,4080103.01,4155,15.8,56.2,28.0,7.0,48.8
4080103.02,4080103.02,3750,18.0,58.9,23.2,3.7,45.2
4080104.00,4080104.00,6975,16.4,62.0,21.6,1.3,45.6
4080105.00,4080105.00,3090,12.3,62.3,25.4,3.1,48.0
4080106.00,4080106.00,3185,13.8,59.7,26.5,3.6,47.6
4080107.02,4080107.02,3220,11.5,58.1,30.3,4.0,50.8
4080107.04,4080107.04,970,12.9,64.4,22.7,1.5,50.0
4080107.05,4080107.05,2880,17.9,66.1,16.0,0.5,38.0
4080107.06,4080107.06,5015,14.2,62.7,23.0,1.5,46.4
4080108.00,4080108.00,2180,8.0,57.3,34.4,7.1,54.4
4080109.00,4080109.00,2105,11.2,60.6,28.3,4.8,50.4
4080110.00,4080110.00,5620,15.3,58.1,26.6,3.7,47.6
4080111.03,4080111.03,1600,16.6,65.3,18.4,0.9,42.8
4080111.04,4080111.04,2735,12.8,65.3,21.8,1.1,52.4
4080120.01,4080120.01,3490,20.2,62.9,17.0,0.6,40.4
4080120.03,4080120.03,6380,21.3,61.9,16.6,0.8,38.4
4080120.04,4080120.04,1065,13.6,62.0,25.4,0.9,48.0
4080120.05,4080120.05,1315,14.1,64.6,20.9,0.8,45.6
4080130.00,4080130.00,4005,17.2,59.6,23.2,2.2,44.8
4080131.00,4080131.00,4520,18.6,61.4,20.1,1.0,42.4
4080132.00,4080132.00,3215,16.8,63.0,20.2,1.2,43.6
4080133.00,4080133.00,3835,16.2,59.1,24.9,3.8,46.0
4080140.00,4080140.00,5325,15.8,59.7,24.5,1.3,45.6
4080150.00,4080150.00,6310,18.9,63.2,17.9,1.2,42.4
4080160.00,4080160.00,6435,15.8,59.1,25.2,2.7,47.2
4080161.00,4080161.00,2455,18.1,67.2,14.7,1.2,36.0
4080162.00,4080162.00,6210,15.3,62.7,21.9,1.4,45.2
4080163.00,4080163.00,3180,12.6,54.2,33.2,6.4,55.6
4080164.00,4080164.00,2060,15.8,58.7,25.5,1.9,48.8
4080165.00,4080165.00,1110,10.8,63.5,25.7,1.8,56.0
4080166.00,4080166.00,435,13.8,54.0,31.0,1.1,56.8
4080167.00,4080167.00,2995,13.7,62.1,24.2,1.5,52.4
4080168.00,4080168.00,785,16.6,61.8,22.3,0.6,49.2
4080169.00,4080169.00,850,18.2,60.0,21.8,1.2,46.4
4080170.00,4080170.00,630,19.8,61.1,19.0,0.8,43.6
3100001.01,3100001.01,2840,14.3,67.6,18.1,1.1,44.8
3100001.02,3100001.02,3400,14.3,61.2,24.6,2.9,47.6
3100002.01,3100002.01,3490,15.6,62.5,22.1,2.6,42.8
3100002.02,3100002.02,1695,13.0,69.6,17.1,0.9,39.2
3100003.00,3100003.00,1740,13.8,65.2,21.3,2.0,44.8
3100004.00,3100004.00,2625,11.4,61.0,27.6,5.1,46.4
3100006.00,3100006.00,640,16.4,57.0,27.3,3.9,51.6
3100007.00,3100007.00,1075,9.8,78.6,11.6,0.0,38.0
3100008.00,3100008.00,1435,10.1,71.4,18.1,1.7,40.8
3100009.00,3100009.00,2185,8.7,78.7,12.6,0.9,35.2
3100010.00,3100010.00,1815,14.9,71.3,14.0,2.2,38.0
3100011.00,3100011.00,1070,2.8,70.6,26.2,2.8,47.2
3100012.00,3100012.00,890,15.2,69.7,15.2,0.6,44.0
3100013.00,3100013.00,1595,17.6,65.5,16.6,2.5,40.4
3100014.00,3100014.00,2330,18.5,62.9,18.7,1.7,41.6
3100015.00,3100015.00,1195,14.2,61.9,23.8,1.7,48.8
3100016.00,3100016.00,1545,12.0,64.1,23.9,3.2,48.8
3100017.00,3100017.00,1270,12.2,69.3,18.9,2.0,41.6
3100018.00,3100018.00,225,17.8,60.0,22.2,0.0,50.8
3100019.00,3100019.00,325,23.1,64.6,10.8,0.0,30.0
3100020.00,3100020.00,1445,13.1,65.1,21.8,6.2,40.4
3100021.00,3100021.00,1380,16.7,66.7,16.3,1.1,40.0
3100022.00,3100022.00,2370,10.8,63.1,26.2,2.1,51.6
3100023.00,3100023.00,1745,18.1,68.5,13.5,1.1,38.4
3100024.00,3100024.00,2620,25.8,60.1,14.1,1.0,33.6
3100025.01,3100025.01,3955,15.4,61.8,22.8,2.5,48.0
3100025.02,3100025.02,3745,14.6,61.0,24.3,2.9,47.6
3100026.00,3100026.00,3555,13.9,64.3,21.9,2.1,49.2
3100027.01,3100027.01,3745,15.1,60.5,24.4,3.3,47.2
3100027.02,3100027.02,3720,13.2,61.7,25.1,5.9,44.0
3100028.00,3100028.00,1840,19.0,64.7,16.0,1.1,40.8
3100029.00,3100029.00,6380,14.8,67.0,18.2,1.0,45.6
3100100.01,3100100.01,4970,16.3,63.4,20.3,1.5,45.2
3100100.03,3100100.03,2115,14.2,64.8,21.0,1.2,48.0
3100100.04,3100100.04,1255,16.3,62.9,20.3,0.8,46.0
3100101.00,3100101.00,800,11.3,60.0,28.8,1.9,51.2
3100102.00,3100102.00,710,14.8,62.0,23.2,1.4,48.4
3100110.01,3100110.01,4355,15.7,62.2,22.0,2.4,46.8
3100110.02,3100110.02,7620,15.6,63.8,20.6,1.7,44.8
3100111.00,3100111.00,3200,14.5,63.1,22.5,1.1,48.4
3100112.00,3100112.00,1125,13.8,61.3,25.8,1.8,50.4
3100120.02,3100120.02,6925,16.2,60.9,22.8,3.0,45.6
3100120.03,3100120.03,3580,19.7,63.0,17.2,2.1,42.0
3100120.05,3100120.05,3720,21.4,68.7,10.1,0.5,38.4
3100120.06,3100120.06,4550,17.7,63.8,18.5,1.0,44.0
3100130.01,3100130.01,7365,17.1,60.6,22.4,1.9,44.4
3100130.03,3100130.03,345,17.4,68.1,13.0,1.4,38.8
3100130.04,3100130.04,3910,16.1,67.0,16.9,0.9,44.4
3100131.01,3100131.01,1360,17.6,63.2,19.1,1.5,44.8
3100131.02,3100131.02,1495,11.7,61.9,26.4,1.7,51.6
3100140.00,3100140.00,1325,17.0,65.7,17.4,1.1,44.8
4520001.00,4520001.00,6330,17.1,62.1,20.8,0.9,44.0
4520002.00,4520002.00,3890,16.6,59.4,24.0,3.0,44.8
4520003.00,4520003.00,6100,16.0,65.4,18.7,1.7,40.0
4520004.00,4520004.00,4585,10.3,62.6,27.3,6.2,46.4
4520005.00,4520005.00,5160,16.4,54.6,29.1,4.8,46.4
4520006.00,4520006.00,3840,14.6,60.4,25.0,5.6,46.0
4520007.00,4520007.00,3850,18.8,61.3,19.9,1.7,42.4
4520008.00,4520008.00,4235,16.2,61.9,22.0,1.7,46.8
4520009.00,4520009.00,4140,14.4,54.0,31.5,4.3,51.6
4520010.00,4520010.00,5925,12.0,48.4,39.7,12.1,56.4
4520011.00,4520011.00,4410,12.4,59.1,28.6,5.0,48.0
4520012.00,4520012.00,4770,13.7,60.2,26.1,1.5,50.8
4520100.00,4520100.00,2740,21.9,64.8,13.5,0.7,37.2
5620001.01,5620001.01,650,20.0,66.2,14.6,0.8,38.8
5620001.02,5620001.02,140,10.7,64.3,25.0,0.0,55.2
5620002.00,5620002.00,2600,15.2,65.6,19.2,3.7,42.0
5620003.00,5620003.00,4895,14.8,67.7,17.4,2.0,40.0
5620004.00,5620004.00,3110,15.4,63.7,21.1,2.6,42.8
5620005.00,5620005.00,2665,18.9,66.2,14.8,0.9,36.0
5620006.00,5620006.00,3440,14.2,67.2,18.6,1.7,41.2
5620007.00,5620007.00,2345,2.8,50.7,46.3,8.7,62.8
5620008.00,5620008.00,3170,11.7,63.1,25.1,2.8,46.8
5620009.00,5620009.00,5240,16.1,63.9,19.8,2.9,39.2
5620010.00,5620010.00,3370,15.3,63.4,21.4,2.2,44.8
5620011.00,5620011.00,3095,13.7,64.1,22.1,3.7,43.2
5620012.00,5620012.00,2850,14.0,60.0,26.0,3.5,46.8
5620013.00,5620013.00,4485,10.9,52.0,37.1,5.2,58.0
5620100.00,5620100.00,1930,11.1,56.5,32.1,3.9,55.2
5620101.01,5620101.01,4665,16.3,54.2,29.5,6.0,49.2
5620101.02,5620101.02,2265,14.6,57.2,28.3,2.6,52.8
5620101.03,5620101.03,4850,15.5,62.1,22.5,1.2,49.2
5620102.01,5620102.01,4380,21.7,60.3,17.9,3.0,39.2
