year,gender,age_group,uom,value
2002,Total,19 years,Persons,431932.0
2002,Total,20 to 24 years,Persons,2142283.0
2002,Total,20 years,Persons,432400.0
2002,Total,21 years,Persons,436690.0
2002,Total,22 years,Persons,433359.0
2002,Total,23 years,Persons,423709.0
2002,Total,24 years,Persons,416125.0
2002,Total,25 to 29 years,Persons,2085524.0
2002,Total,25 years,Persons,418065.0
2002,Total,26 years,Persons,418323.0
2002,Total,27 years,Persons,419570.0
2002,Total,28 years,Persons,411608.0
2002,Total,29 years,Persons,417958.0
2002,Total,30 to 34 years,Persons,2231352.0
2002,Total,30 years,Persons,428379.0
2002,Total,31 years,Persons,449630.0
2002,Total,32 years,Persons,452546.0
2002,Total,33 years,Persons,449784.0
2002,Total,34 years,Persons,451013.0
2002,Total,35 to 39 years,Persons,2578266.0
2002,Total,35 years,Persons,460957.0
2002,Total,36 years,Persons,489154.0
2002,Total,37 years,Persons,527663.0
2002,Total,38 years,Persons,546753.0
2002,Total,39 years,Persons,553739.0
2002,Total,40 to 44 years,Persons,2691656.0
2002,Total,40 years,Persons,543860.0
2002,Total,41 years,Persons,549311.0
2002,Total,42 years,Persons,542293.0
2002,Total,43 years,Persons,530248.0
2002,Total,44 years,Persons,525944.0
2002,Total,45 to 49 years,Persons,2456069.0
2002,Total,45 years,Persons,516250.0
2002,Total,46 years,Persons,500823.0
2002,Total,47 years,Persons,498130.0
2002,Total,48 years,Persons,480832.0
2002,Total,49 years,Persons,460034.0
2002,Total,50 to 54 years,Persons,2141367.0
2002,Total,50 years,Persons,443676.0
2002,Total,51 years,Persons,436050.0
2002,Total,52 years,Persons,425951.0
2002,Total,53 years,Persons,417995.0
2002,Total,54 years,Persons,417695.0
2002,Total,55 to 59 years,Persons,1749917.0
2002,Total,55 years,Persons,417567.0
2002,Total,56 years,Persons,357170.0
2002,Total,57 years,Persons,334129.0
2002,Total,58 years,Persons,325863.0
2002,Total,59 years,Persons,315188.0
2002,Total,60 to 64 years,Persons,1338492.0
2002,Total,60 years,Persons,293093.0
2002,Total,61 years,Persons,281317.0
2002,Total,62 years,Persons,263275.0
2002,Total,63 years,Persons,255396.0
2002,Total,64 years,Persons,245411.0
2002,Total,65 to 69 years,Persons,1140929.0
2002,Total,65 years,Persons,235414.0
2002,Total,66 years,Persons,234896.0
2002,Total,67 years,Persons,227717.0
2002,Total,68 years,Persons,220533.0
2002,Total,69 years,Persons,222369.0
2002,Total,70 to 74 years,Persons,1033204.0
2002,Total,70 years,Persons,220320.0
2002,Total,71 years,Persons,216433.0
2002,Total,72 years,Persons,208568.0
2002,Total,73 years,Persons,196405.0
2002,Total,74 years,Persons,191478.0
2002,Total,75 to 79 years,Persons,828901.0
2002,Total,75 years,Persons,181562.0
2002,Total,76 years,Persons,176009.0
2002,Total,77 years,Persons,166798.0
2002,Total,78 years,Persons,157503.0
2002,Total,79 years,Persons,147029.0
2002,Total,80 to 84 years,Persons,554253.0
2002,Total,80 years,Persons,139380.0
2002,Total,81 years,Persons,127046.0
2002,Total,82 years,Persons,113518.0
2002,Total,83 years,Persons,92692.0
2002,Total,84 years,Persons,81617.0
2002,Total,85 to 89 years,Persons,291106.0
2002,Total,85 years,Persons,73278.0
2002,Total,86 years,Persons,65807.0
2002,Total,87 years,Persons,59666.0
2002,Total,88 years,Persons,50503.0
2002,Total,89 years,Persons,41852.0
2002,Total,90 to 94 years,Persons,111008.0
2002,Total,90 years,Persons,33602.0
2002,Total,91 years,Persons,26941.0
2002,Total,92 years,Persons,21391.0
2002,Total,93 years,Persons,16327.0
2002,Total,94 years,Persons,12747.0
2002,Total,95 to 99 years,Persons,26065.0
2002,Total,95 years,Persons,9215.0
2002,Total,96 years,Persons,6696.0
2002,Total,97 years,Persons,4684.0
2002,Total,98 years,Persons,3261.0
2002,Total,99 years,Persons,2209.0
2002,Total,100 years and older,Persons,3732.0
2002,Total,0 to 14 years,Persons,5826938.0
2002,Total,0 to 15 years,Persons,6240554.0
2002,Total,0 to 16 years,Persons,6664527.0
2002,Total,0 to 17 years,Persons,7093460.0
2002,Total,15 to 49 years,Persons,16313287.0
2002,Total,15 to 64 years,Persons,21543063.0
2002,Total,16 to 64 years,Persons,21129447.0
2002,Total,17 to 64 years,Persons,20705474.0
2002,Total,18 years and older,Persons,24265739.0
2002,Total,18 to 64 years,Persons,20276541.0
2002,Total,18 to 24 years,Persons,3003898.0
2002,Total,25 to 44 years,Persons,9586798.0
2002,Total,45 to 64 years,Persons,7685845.0
2002,Total,65 years and older,Persons,3989198.0
2002,Total,90 years and older,Persons,140805.0
2002,Total,Median age,Years,37.6
2002,Total,Average age,Years,37.8
2002,Women,All ages,Persons,15822037.0
2002,Women,0 to 4 years,Persons,841774.0
2002,Women,0 years,Persons,160353.0
2002,Women,1 year,Persons,162251.0
2002,Women,2 years,Persons,170368.0
2002,Women,3 years,Persons,172031.0
2002,Women,4 years,Persons,176771.0
2002,Women,5 to 9 years,Persons,969753.0
2002,Women,5 years,Persons,182709.0
2002,Women,6 years,Persons,192427.0
2002,Women,7 years,Persons,195873.0
2002,Women,8 years,Persons,197170.0
2002,Women,9 years,Persons,201574.0
2002,Women,10 to 14 years,Persons,1031167.0
2002,Women,10 years,Persons,207187.0
2002,Women,11 years,Persons,209649.0
2002,Women,12 years,Persons,211013.0
2002,Women,13 years,Persons,204328.0
2002,Women,14 years,Persons,198990.0
2002,Women,15 to 19 years,Persons,1033526.0
2002,Women,15 years,Persons,201667.0
2002,Women,16 years,Persons,205836.0
2002,Women,17 years,Persons,207672.0
2002,Women,18 years,Persons,208499.0
2002,Women,19 years,Persons,209852.0
2002,Women,20 to 24 years,Persons,1047376.0
2002,Women,20 years,Persons,210804.0
2002,Women,21 years,Persons,213802.0
2002,Women,22 years,Persons,211716.0
2002,Women,23 years,Persons,207486.0
2002,Women,24 years,Persons,203568.0
2002,Women,25 to 29 years,Persons,1027855.0
2002,Women,25 years,Persons,205406.0
2002,Women,26 years,Persons,205475.0
2002,Women,27 years,Persons,206743.0
2002,Women,28 years,Persons,203780.0
2002,Women,29 years,Persons,206451.0
2002,Women,30 to 34 years,Persons,1103810.0
2002,Women,30 years,Persons,211608.0
2002,Women,31 years,Persons,222353.0
2002,Women,32 years,Persons,223409.0
2002,Women,33 years,Persons,222587.0
2002,Women,34 years,Persons,223853.0
2002,Women,35 to 39 years,Persons,1277535.0
2002,Women,35 years,Persons,228735.0
2002,Women,36 years,Persons,242277.0
2002,Women,37 years,Persons,261685.0
2002,Women,38 years,Persons,270737.0
2002,Women,39 years,Persons,274101.0
2002,Women,40 to 44 years,Persons,1341042.0
2002,Women,40 years,Persons,269770.0
2002,Women,41 years,Persons,273346.0
2002,Women,42 years,Persons,270148.0
2002,Women,43 years,Persons,265231.0
2002,Women,44 years,Persons,262547.0
2002,Women,45 to 49 years,Persons,1235160.0
2002,Women,45 years,Persons,258684.0
2002,Women,46 years,Persons,251383.0
2002,Women,47 years,Persons,250407.0
2002,Women,48 years,Persons,242611.0
2002,Women,49 years,Persons,232075.0
2002,Women,50 to 54 years,Persons,1077303.0
2002,Women,50 years,Persons,223286.0
2002,Women,51 years,Persons,219524.0
2002,Women,52 years,Persons,214213.0
2002,Women,53 years,Persons,210460.0
2002,Women,54 years,Persons,209820.0
2002,Women,55 to 59 years,Persons,880874.0
2002,Women,55 years,Persons,209917.0
2002,Women,56 years,Persons,179759.0
2002,Women,57 years,Persons,168010.0
2002,Women,58 years,Persons,164278.0
2002,Women,59 years,Persons,158910.0
2002,Women,60 to 64 years,Persons,682819.0
2002,Women,60 years,Persons,148383.0
2002,Women,61 years,Persons,143323.0
2002,Women,62 years,Persons,134491.0
2002,Women,63 years,Persons,130753.0
2002,Women,64 years,Persons,125869.0
2002,Women,65 to 69 years,Persons,592194.0
2002,Women,65 years,Persons,121403.0
2002,Women,66 years,Persons,121477.0
2002,Women,67 years,Persons,118480.0
2002,Women,68 years,Persons,114625.0
2002,Women,69 years,Persons,116209.0
2002,Women,70 to 74 years,Persons,554012.0
2002,Women,70 years,Persons,115515.0
2002,Women,71 years,Persons,114871.0
2002,Women,72 years,Persons,111913.0
2002,Women,73 years,Persons,106613.0
2002,Women,74 years,Persons,105100.0
2002,Women,75 to 79 years,Persons,478396.0
2002,Women,75 years,Persons,101540.0
2002,Women,76 years,Persons,99970.0
2002,Women,77 years,Persons,96458.0
2002,Women,78 years,Persons,92850.0
2002,Women,79 years,Persons,87578.0
2002,Women,80 to 84 years,Persons,344877.0
2002,Women,80 years,Persons,84323.0
2002,Women,81 years,Persons,77996.0
2002,Women,82 years,Persons,70895.0
2002,Women,83 years,Persons,59058.0
2002,Women,84 years,Persons,52605.0
2002,Women,85 to 89 years,Persons,196683.0
2002,Women,85 years,Persons,48322.0
2002,Women,86 years,Persons,43829.0
2002,Women,87 years,Persons,40315.0
2002,Women,88 years,Persons,34930.0
2002,Women,89 years,Persons,29287.0
2002,Women,90 to 94 years,Persons,81913.0
2002,Women,90 years,Persons,24034.0
2002,Women,91 years,Persons,19750.0
2002,Women,92 years,Persons,15931.0
2002,Women,93 years,Persons,12451.0
2002,Women,94 years,Persons,9747.0
2002,Women,95 to 99 years,Persons,20771.0
2002,Women,95 years,Persons,7190.0
2002,Women,96 years,Persons,5299.0
2002,Women,97 years,Persons,3781.0
2002,Women,98 years,Persons,2668.0
2002,Women,99 years,Persons,1833.0
2002,Women,100 years and older,Persons,3197.0
2002,Women,0 to 14 years,Persons,2842694.0
2002,Women,0 to 15 years,Persons,3044361.0
2002,Women,0 to 16 years,Persons,3250197.0
2002,Women,0 to 17 years,Persons,3457869.0
2002,Women,15 to 49 years,Persons,8066304.0
2002,Women,15 to 64 years,Persons,10707300.0
2002,Women,16 to 64 years,Persons,10505633.0
2002,Women,17 to 64 years,Persons,10299797.0
2002,Women,18 years and older,Persons,12364168.0
2002,Women,18 to 64 years,Persons,10092125.0
2002,Women,18 to 24 years,Persons,1465727.0
2002,Women,25 to 44 years,Persons,4750242.0
2002,Women,45 to 64 years,Persons,3876156.0
2002,Women,65 years and older,Persons,2272043.0
2002,Women,90 years and older,Persons,105881.0
2002,Women,Median age,Years,38.5
2002,Women,Average age,Years,38.8
2003,Men,All ages,Persons,15678561.0
2003,Men,0 to 4 years,Persons,874486.0
2003,Men,0 years,Persons,169785.0
2003,Men,1 year,Persons,170594.0
2003,Men,2 years,Persons,172862.0
2003,Men,3 years,Persons,179946.0
2003,Men,4 years,Persons,181299.0
2003,Men,5 to 9 years,Persons,996879.0
2003,Men,5 years,Persons,185395.0
2003,Men,6 years,Persons,193611.0
2003,Men,7 years,Persons,201764.0
2003,Men,8 years,Persons,207412.0
2003,Men,9 years,Persons,208697.0
2003,Men,10 to 14 years,Persons,1095933.0
2003,Men,10 years,Persons,212948.0
2003,Men,11 years,Persons,217570.0
2003,Men,12 years,Persons,223012.0
2003,Men,13 years,Persons,224580.0
2003,Men,14 years,Persons,217823.0
2003,Men,15 to 19 years,Persons,1095476.0
2003,Men,15 years,Persons,211562.0
2003,Men,16 years,Persons,214244.0
2003,Men,17 years,Persons,220365.0
2003,Men,18 years,Persons,224171.0
2003,Men,19 years,Persons,225134.0
2003,Men,20 to 24 years,Persons,1113199.0
2003,Men,20 years,Persons,225003.0
2003,Men,21 years,Persons,223545.0
2003,Men,22 years,Persons,224709.0
2003,Men,23 years,Persons,223127.0
2003,Men,24 years,Persons,216815.0
2003,Men,25 to 29 years,Persons,1062729.0
2003,Men,25 years,Persons,212894.0
2003,Men,26 years,Persons,213033.0
2003,Men,27 years,Persons,213463.0
2003,Men,28 years,Persons,214062.0
2003,Men,29 years,Persons,209277.0
2003,Men,30 to 34 years,Persons,1119773.0
2003,Men,30 years,Persons,213085.0
2003,Men,31 years,Persons,218247.0
2003,Men,32 years,Persons,228938.0
2003,Men,33 years,Persons,230789.0
2003,Men,34 years,Persons,228714.0
2003,Men,35 to 39 years,Persons,1255591.0
2003,Men,35 years,Persons,228379.0
2003,Men,36 years,Persons,233394.0
2003,Men,37 years,Persons,248311.0
2003,Men,38 years,Persons,267709.0
2003,Men,39 years,Persons,277798.0
2003,Men,40 to 44 years,Persons,1369611.0
2003,Men,40 years,Persons,281204.0
2003,Men,41 years,Persons,274664.0
2003,Men,42 years,Persons,276370.0
2003,Men,43 years,Persons,272283.0
2003,Men,44 years,Persons,265090.0
2003,Men,45 to 49 years,Persons,1257101.0
2003,Men,45 years,Persons,263486.0
2003,Men,46 years,Persons,257851.0
2003,Men,47 years,Persons,249505.0
2003,Men,48 years,Persons,248024.0
2003,Men,49 years,Persons,238235.0
2003,Men,50 to 54 years,Persons,1081056.0
2003,Men,50 years,Persons,227654.0
2003,Men,51 years,Persons,219821.0
2003,Men,52 years,Persons,215986.0
2003,Men,53 years,Persons,211101.0
2003,Men,54 years,Persons,206494.0
2003,Men,55 to 59 years,Persons,916636.0
2003,Men,55 years,Persons,206759.0
2003,Men,56 years,Persons,207258.0
2003,Men,57 years,Persons,176187.0
2003,Men,58 years,Persons,165349.0
2003,Men,59 years,Persons,161083.0
2003,Men,60 to 64 years,Persons,687285.0
2003,Men,60 years,Persons,155485.0
2003,Men,61 years,Persons,143757.0
2003,Men,62 years,Persons,137206.0
2003,Men,63 years,Persons,127559.0
2003,Men,64 years,Persons,123278.0
2003,Men,65 to 69 years,Persons,552371.0
2003,Men,65 years,Persons,117885.0
2003,Men,66 years,Persons,112153.0
2003,Men,67 years,Persons,111443.0
2003,Men,68 years,Persons,107211.0
2003,Men,69 years,Persons,103679.0
2003,Men,70 to 74 years,Persons,484479.0
2003,Men,70 years,Persons,103632.0
2003,Men,71 years,Persons,101970.0
2003,Men,72 years,Persons,98719.0
2003,Men,73 years,Persons,93485.0
2003,Men,74 years,Persons,86673.0
2003,Men,75 to 79 years,Persons,360134.0
2003,Men,75 years,Persons,83069.0
2003,Men,76 years,Persons,76614.0
2003,Men,77 years,Persons,72434.0
2003,Men,78 years,Persons,66954.0
2003,Men,79 years,Persons,61063.0
2003,Men,80 to 84 years,Persons,221898.0
2003,Men,80 years,Persons,55720.0
2003,Men,81 years,Persons,51306.0
2003,Men,82 years,Persons,45480.0
2003,Men,83 years,Persons,38958.0
2003,Men,84 years,Persons,30434.0
2003,Men,85 to 89 years,Persons,96623.0
2003,Men,85 years,Persons,25999.0
2003,Men,86 years,Persons,22005.0
2003,Men,87 years,Persons,19066.0
2003,Men,88 years,Persons,16493.0
2003,Men,89 years,Persons,13060.0
2003,Men,90 to 94 years,Persons,31067.0
2003,Men,90 years,Persons,10389.0
2003,Men,91 years,Persons,7705.0
2003,Men,92 years,Persons,5714.0
2003,Men,93 years,Persons,4260.0
2003,Men,94 years,Persons,2999.0
2003,Men,95 to 99 years,Persons,5678.0
2003,Men,95 years,Persons,2226.0
2003,Men,96 years,Persons,1454.0
2003,Men,97 years,Persons,987.0
2003,Men,98 years,Persons,633.0
2003,Men,99 years,Persons,378.0
2003,Men,100 years and older,Persons,556.0
2003,Men,0 to 14 years,Persons,2967298.0
2003,Men,0 to 15 years,Persons,3178860.0
2003,Men,0 to 16 years,Persons,3393104.0
2003,Men,0 to 17 years,Persons,3613469.0
2003,Men,15 to 49 years,Persons,8273480.0
2003,Men,15 to 64 years,Persons,10958457.0
2003,Men,16 to 64 years,Persons,10746895.0
2003,Men,17 to 64 years,Persons,10532651.0
2003,Men,18 years and older,Persons,12065092.0
2003,Men,18 to 64 years,Persons,10312286.0
2003,Men,18 to 24 years,Persons,1562504.0
2003,Men,25 to 44 years,Persons,4807704.0
2003,Men,45 to 64 years,Persons,3942078.0
2003,Men,65 years and older,Persons,1752806.0
2003,Men,90 years and older,Persons,37301.0
2003,Men,Median age,Years,37.1
2003,Men,Average age,Years,37.0
2003,Total,All ages,Persons,31642461.0
2003,Total,0 to 4 years,Persons,1706799.0
2003,Total,0 years,Persons,331109.0
2003,Total,1 year,Persons,333163.0
2003,Total,2 years,Persons,336808.0
2003,Total,3 years,Persons,351491.0
2003,Total,4 years,Persons,354228.0
2003,Total,5 to 9 years,Persons,1947236.0
2003,Total,5 years,Persons,363027.0
2003,Total,6 years,Persons,377255.0
2003,Total,7 years,Persons,395235.0
2003,Total,8 years,Persons,404472.0
2003,Total,9 years,Persons,407247.0
2003,Total,10 to 14 years,Persons,2138756.0
2003,Total,10 years,Persons,416033.0
2003,Total,11 years,Persons,426363.0
2003,Total,12 years,Persons,434585.0
2003,Total,13 years,Persons,437678.0
2003,Total,14 years,Persons,424097.0
2003,Total,15 to 19 years,Persons,2129666.0
2003,Total,15 years,Persons,412104.0
2003,Total,16 years,Persons,417709.0
2003,Total,17 years,Persons,428215.0
2003,Total,18 years,Persons,434176.0
2003,Total,19 years,Persons,437462.0
2003,Total,20 to 24 years,Persons,2177912.0
2003,Total,20 years,Persons,438066.0
2003,Total,21 years,Persons,437387.0
2003,Total,22 years,Persons,440555.0
2003,Total,23 years,Persons,436132.0
2003,Total,24 years,Persons,425772.0
2003,Total,25 to 29 years,Persons,2098490.0
2003,Total,25 years,Persons,418345.0
2003,Total,26 years,Persons,420453.0
2003,Total,27 years,Persons,421226.0
2003,Total,28 years,Persons,423258.0
2003,Total,29 years,Persons,415208.0
2003,Total,30 to 34 years,Persons,2214769.0
2003,Total,30 years,Persons,421625.0
2003,Total,31 years,Persons,431530.0
2003,Total,32 years,Persons,453067.0
2003,Total,33 years,Persons,455660.0
2003,Total,34 years,Persons,452887.0
2003,Total,35 to 39 years,Persons,2490090.0
2003,Total,35 years,Persons,453543.0
2003,Total,36 years,Persons,463157.0
2003,Total,37 years,Persons,491912.0
2003,Total,38 years,Persons,531253.0
2003,Total,39 years,Persons,550225.0
2003,Total,40 to 44 years,Persons,2725550.0
2003,Total,40 years,Persons,556770.0
2003,Total,41 years,Persons,545316.0
2003,Total,42 years,Persons,550414.0
2003,Total,43 years,Persons,542720.0
2003,Total,44 years,Persons,530330.0
2003,Total,45 to 49 years,Persons,2524100.0
2003,Total,45 years,Persons,526144.0
2003,Total,46 years,Persons,516867.0
2003,Total,47 years,Persons,501105.0
2003,Total,48 years,Persons,498889.0
2003,Total,49 years,Persons,481095.0
2003,Total,50 to 54 years,Persons,2179532.0
2003,Total,50 years,Persons,459765.0
2003,Total,51 years,Persons,442778.0
2003,Total,52 years,Persons,435314.0
2003,Total,53 years,Persons,425101.0
2003,Total,54 years,Persons,416574.0
2003,Total,55 to 59 years,Persons,1847986.0
2003,Total,55 years,Persons,416259.0
2003,Total,56 years,Persons,417569.0
2003,Total,57 years,Persons,355511.0
2003,Total,58 years,Persons,333298.0
2003,Total,59 years,Persons,325349.0
2003,Total,60 to 64 years,Persons,1401202.0
2003,Total,60 years,Persons,314236.0
2003,Total,61 years,Persons,291855.0
2003,Total,62 years,Persons,280240.0
2003,Total,63 years,Persons,261509.0
2003,Total,64 years,Persons,253362.0
2003,Total,65 to 69 years,Persons,1149245.0
2003,Total,65 years,Persons,242975.0
2003,Total,66 years,Persons,232648.0
2003,Total,67 years,Persons,231910.0
2003,Total,68 years,Persons,224716.0
2003,Total,69 years,Persons,216996.0
2003,Total,70 to 74 years,Persons,1040506.0
2003,Total,70 years,Persons,218393.0
2003,Total,71 years,Persons,215861.0
2003,Total,72 years,Persons,211762.0
2003,Total,73 years,Persons,203340.0
2003,Total,74 years,Persons,191150.0
2003,Total,75 to 79 years,Persons,842260.0
2003,Total,75 years,Persons,185719.0
2003,Total,76 years,Persons,175511.0
2003,Total,77 years,Persons,169747.0
2003,Total,78 years,Persons,160574.0
2003,Total,79 years,Persons,150709.0
2003,Total,80 to 84 years,Persons,583255.0
2003,Total,80 years,Persons,139978.0
2003,Total,81 years,Persons,131994.0
2003,Total,82 years,Persons,119682.0
2003,Total,83 years,Persons,105930.0
2003,Total,84 years,Persons,85671.0
2003,Total,85 to 89 years,Persons,296519.0
2003,Total,85 years,Persons,74804.0
2003,Total,86 years,Persons,66481.0
2003,Total,87 years,Persons,58824.0
2003,Total,88 years,Persons,52452.0
2003,Total,89 years,Persons,43958.0
2003,Total,90 to 94 years,Persons,117128.0
2003,Total,90 years,Persons,36011.0
2003,Total,91 years,Persons,28327.0
2003,Total,92 years,Persons,22336.0
2003,Total,93 years,Persons,17398.0
2003,Total,94 years,Persons,13056.0
2003,Total,95 to 99 years,Persons,27606.0
2003,Total,95 years,Persons,9951.0
2003,Total,96 years,Persons,7025.0
2003,Total,97 years,Persons,4946.0
2003,Total,98 years,Persons,3406.0
2003,Total,99 years,Persons,2278.0
2003,Total,100 years and older,Persons,3854.0
2003,Total,0 to 14 years,Persons,5792791.0
2003,Total,0 to 15 years,Persons,6204895.0
2003,Total,0 to 16 years,Persons,6622604.0
2003,Total,0 to 17 years,Persons,7050819.0
2003,Total,15 to 49 years,Persons,16360577.0
2003,Total,15 to 64 years,Persons,21789297.0
2003,Total,16 to 64 years,Persons,21377193.0
2003,Total,17 to 64 years,Persons,20959484.0
2003,Total,18 years and older,Persons,24591642.0
2003,Total,18 to 64 years,Persons,20531269.0
2003,Total,18 to 24 years,Persons,3049550.0
2003,Total,25 to 44 years,Persons,9528899.0
2003,Total,45 to 64 years,Persons,7952820.0
2003,Total,65 years and older,Persons,4060373.0
2003,Total,90 years and older,Persons,148588.0
2003,Total,Median age,Years,38.0
2003,Total,Average age,Years,38.1
2003,Women,All ages,Persons,15963900.0
2003,Women,0 to 4 years,Persons,832313.0
2003,Women,0 years,Persons,161324.0
2003,Women,1 year,Persons,162569.0
2003,Women,2 years,Persons,163946.0
2003,Women,3 years,Persons,171545.0
2003,Women,4 years,Persons,172929.0
2003,Women,5 to 9 years,Persons,950357.0
2003,Women,5 years,Persons,177632.0
2003,Women,6 years,Persons,183644.0
2003,Women,7 years,Persons,193471.0
2003,Women,8 years,Persons,197060.0
2003,Women,9 years,Persons,198550.0
2003,Women,10 to 14 years,Persons,1042823.0
2003,Women,10 years,Persons,203085.0
2003,Women,11 years,Persons,208793.0
2003,Women,12 years,Persons,211573.0
2003,Women,13 years,Persons,213098.0
2003,Women,14 years,Persons,206274.0
2003,Women,15 to 19 years,Persons,1034190.0
2003,Women,15 years,Persons,200542.0
2003,Women,16 years,Persons,203465.0
2003,Women,17 years,Persons,207850.0
2003,Women,18 years,Persons,210005.0
2003,Women,19 years,Persons,212328.0
2003,Women,20 to 24 years,Persons,1064713.0
2003,Women,20 years,Persons,213063.0
2003,Women,21 years,Persons,213842.0
2003,Women,22 years,Persons,215846.0
2003,Women,23 years,Persons,213005.0
2003,Women,24 years,Persons,208957.0
2003,Women,25 to 29 years,Persons,1035761.0
2003,Women,25 years,Persons,205451.0
2003,Women,26 years,Persons,207420.0
2003,Women,27 years,Persons,207763.0
2003,Women,28 years,Persons,209196.0
2003,Women,29 years,Persons,205931.0
2003,Women,30 to 34 years,Persons,1094996.0
2003,Women,30 years,Persons,208540.0
2003,Women,31 years,Persons,213283.0
2003,Women,32 years,Persons,224129.0
2003,Women,33 years,Persons,224871.0
2003,Women,34 years,Persons,224173.0
2003,Women,35 to 39 years,Persons,1234499.0
2003,Women,35 years,Persons,225164.0
2003,Women,36 years,Persons,229763.0
2003,Women,37 years,Persons,243601.0
2003,Women,38 years,Persons,263544.0
2003,Women,39 years,Persons,272427.0
2003,Women,40 to 44 years,Persons,1355939.0
2003,Women,40 years,Persons,275566.0
2003,Women,41 years,Persons,270652.0
2003,Women,42 years,Persons,274044.0
2003,Women,43 years,Persons,270437.0
2003,Women,44 years,Persons,265240.0
2003,Women,45 to 49 years,Persons,1266999.0
2003,Women,45 years,Persons,262658.0
2003,Women,46 years,Persons,259016.0
2003,Women,47 years,Persons,251600.0
2003,Women,48 years,Persons,250865.0
2003,Women,49 years,Persons,242860.0
2003,Women,50 to 54 years,Persons,1098476.0
2003,Women,50 years,Persons,232111.0
2003,Women,51 years,Persons,222957.0
2003,Women,52 years,Persons,219328.0
2003,Women,53 years,Persons,214000.0
2003,Women,54 years,Persons,210080.0
2003,Women,55 to 59 years,Persons,931350.0
2003,Women,55 years,Persons,209500.0
2003,Women,56 years,Persons,210311.0
2003,Women,57 years,Persons,179324.0
2003,Women,58 years,Persons,167949.0
2003,Women,59 years,Persons,164266.0
2003,Women,60 to 64 years,Persons,713917.0
2003,Women,60 years,Persons,158751.0
2003,Women,61 years,Persons,148098.0
2003,Women,62 years,Persons,143034.0
2003,Women,63 years,Persons,133950.0
2003,Women,64 years,Persons,130084.0
2003,Women,65 to 69 years,Persons,596874.0
2003,Women,65 years,Persons,125090.0
2003,Women,66 years,Persons,120495.0
2003,Women,67 years,Persons,120467.0
2003,Women,68 years,Persons,117505.0
2003,Women,69 years,Persons,113317.0
2003,Women,70 to 74 years,Persons,556027.0
2003,Women,70 years,Persons,114761.0
2003,Women,71 years,Persons,113891.0
2003,Women,72 years,Persons,113043.0
2003,Women,73 years,Persons,109855.0
2003,Women,74 years,Persons,104477.0
2003,Women,75 to 79 years,Persons,482126.0
2003,Women,75 years,Persons,102650.0
2003,Women,76 years,Persons,98897.0
2003,Women,77 years,Persons,97313.0
2003,Women,78 years,Persons,93620.0
2003,Women,79 years,Persons,89646.0
2003,Women,80 to 84 years,Persons,361357.0
2003,Women,80 years,Persons,84258.0
2003,Women,81 years,Persons,80688.0
2003,Women,82 years,Persons,74202.0
2003,Women,83 years,Persons,66972.0
2003,Women,84 years,Persons,55237.0
2003,Women,85 to 89 years,Persons,199896.0
2003,Women,85 years,Persons,48805.0
2003,Women,86 years,Persons,44476.0
2003,Women,87 years,Persons,39758.0
2003,Women,88 years,Persons,35959.0
2003,Women,89 years,Persons,30898.0
2003,Women,90 to 94 years,Persons,86061.0
2003,Women,90 years,Persons,25622.0
2003,Women,91 years,Persons,20622.0
2003,Women,92 years,Persons,16622.0
2003,Women,93 years,Persons,13138.0
2003,Women,94 years,Persons,10057.0
2003,Women,95 to 99 years,Persons,21928.0
2003,Women,95 years,Persons,7725.0
2003,Women,96 years,Persons,5571.0
2003,Women,97 years,Persons,3959.0
2003,Women,98 years,Persons,2773.0
2003,Women,99 years,Persons,1900.0
2003,Women,100 years and older,Persons,3298.0
2003,Women,0 to 14 years,Persons,2825493.0
2003,Women,0 to 15 years,Persons,3026035.0
2003,Women,0 to 16 years,Persons,3229500.0
2003,Women,0 to 17 years,Persons,3437350.0
2003,Women,15 to 49 years,Persons,8087097.0
2003,Women,15 to 64 years,Persons,10830840.0
2003,Women,16 to 64 years,Persons,10630298.0
2003,Women,17 to 64 years,Persons,10426833.0
2003,Women,18 years and older,Persons,12526550.0
2003,Women,18 to 64 years,Persons,10218983.0
2003,Women,18 to 24 years,Persons,1487046.0
2003,Women,25 to 44 years,Persons,4721195.0
2003,Women,45 to 64 years,Persons,4010742.0
2003,Women,65 years and older,Persons,2307567.0
2003,Women,90 years and older,Persons,111287.0
2003,Women,Median age,Years,38.9
2003,Women,Average age,Years,39.1
2004,Men,All ages,Persons,15826209.0
2004,Men,0 to 4 years,Persons,875738.0
2004,Men,0 years,Persons,174312.0
2004,Men,1 year,Persons,172130.0
2004,Men,2 years,Persons,172880.0
2004,Men,3 years,Persons,174810.0
2004,Men,4 years,Persons,181606.0
2004,Men,5 to 9 years,Persons,974869.0
2004,Men,5 years,Persons,182498.0
2004,Men,6 years,Persons,186544.0
2004,Men,7 years,Persons,194611.0
2004,Men,8 years,Persons,202577.0
2004,Men,9 years,Persons,208639.0
2004,Men,10 to 14 years,Persons,1096583.0
2004,Men,10 years,Persons,210041.0
2004,Men,11 years,Persons,214646.0
2004,Men,12 years,Persons,219140.0
2004,Men,13 years,Persons,225205.0
2004,Men,14 years,Persons,227551.0
2004,Men,15 to 19 years,Persons,1103225.0
2004,Men,15 years,Persons,220894.0
2004,Men,16 years,Persons,214072.0
2004,Men,17 years,Persons,216673.0
