year,gender,age_group,uom,value
1972,Women,54 years,Persons,100467.0
1972,Women,55 to 59 years,Persons,491977.0
1972,Women,55 years,Persons,99199.0
1972,Women,56 years,Persons,98529.0
1972,Women,57 years,Persons,101733.0
1972,Women,58 years,Persons,98626.0
1972,Women,59 years,Persons,93890.0
1972,Women,60 to 64 years,Persons,414234.0
1972,Women,60 years,Persons,90638.0
1972,Women,61 years,Persons,86635.0
1972,Women,62 years,Persons,81135.0
1972,Women,63 years,Persons,79124.0
1972,Women,64 years,Persons,76702.0
1972,Women,65 to 69 years,Persons,338307.0
1972,Women,65 years,Persons,73581.0
1972,Women,66 years,Persons,70946.0
1972,Women,67 years,Persons,68178.0
1972,Women,68 years,Persons,64532.0
1972,Women,69 years,Persons,61070.0
1972,Women,70 to 74 years,Persons,259748.0
1972,Women,70 years,Persons,56792.0
1972,Women,71 years,Persons,55314.0
1972,Women,72 years,Persons,52419.0
1972,Women,73 years,Persons,49197.0
1972,Women,74 years,Persons,46026.0
1972,Women,75 to 79 years,Persons,192139.0
1972,Women,75 years,Persons,44071.0
1972,Women,76 years,Persons,41703.0
1972,Women,77 years,Persons,38205.0
1972,Women,78 years,Persons,35412.0
1972,Women,79 years,Persons,32748.0
1972,Women,80 to 84 years,Persons,123037.0
1972,Women,80 years,Persons,29694.0
1972,Women,81 years,Persons,26682.0
1972,Women,82 years,Persons,24288.0
1972,Women,83 years,Persons,22706.0
1972,Women,84 years,Persons,19667.0
1972,Women,85 to 89 years,Persons,62381.0
1972,Women,85 years,Persons,16623.0
1972,Women,86 years,Persons,14778.0
1972,Women,87 years,Persons,12360.0
1972,Women,88 years,Persons,10244.0
1972,Women,89 years,Persons,8376.0
1972,Women,0 to 14 years,Persons,3096771.0
1972,Women,0 to 15 years,Persons,3320815.0
1972,Women,0 to 16 years,Persons,3542157.0
1972,Women,0 to 17 years,Persons,3764356.0
1972,Women,15 to 49 years,Persons,5506472.0
1972,Women,15 to 64 years,Persons,6976554.0
1972,Women,16 to 64 years,Persons,6752510.0
1972,Women,17 to 64 years,Persons,6531168.0
1972,Women,18 years and older,Persons,7310166.0
1972,Women,18 to 64 years,Persons,6308969.0
1972,Women,18 to 24 years,Persons,1411840.0
1972,Women,25 to 44 years,Persons,2799028.0
1972,Women,45 to 64 years,Persons,2098101.0
1972,Women,65 years and older,Persons,1001197.0
1972,Women,90 years and older,Persons,25585.0
1972,Women,Median age,Years,26.9
1972,Women,Average age,Years,31.6
1973,Men,All ages,Persons,11271901.0
1973,Men,0 to 4 years,Persons,916686.0
1973,Men,0 years,Persons,175772.0
1973,Men,1 year,Persons,179113.0
1973,Men,2 years,Persons,187115.0
1973,Men,3 years,Persons,189143.0
1973,Men,4 years,Persons,185543.0
1973,Men,5 to 9 years,Persons,1065372.0
1973,Men,5 years,Persons,187111.0
1973,Men,6 years,Persons,200350.0
1973,Men,7 years,Persons,211085.0
1973,Men,8 years,Persons,230091.0
1973,Men,9 years,Persons,236735.0
1973,Men,10 to 14 years,Persons,1210738.0
1973,Men,10 years,Persons,242955.0
1973,Men,11 years,Persons,240631.0
1973,Men,12 years,Persons,245297.0
1973,Men,13 years,Persons,243346.0
1973,Men,14 years,Persons,238509.0
1973,Men,15 to 19 years,Persons,1155890.0
1973,Men,15 years,Persons,236968.0
1973,Men,16 years,Persons,233285.0
1973,Men,17 years,Persons,231391.0
1973,Men,18 years,Persons,231637.0
1973,Men,19 years,Persons,222609.0
1973,Men,20 to 24 years,Persons,1024047.0
1973,Men,20 years,Persons,214663.0
1973,Men,21 years,Persons,207326.0
1973,Men,22 years,Persons,203633.0
1973,Men,23 years,Persons,199974.0
1973,Men,24 years,Persons,198451.0
1973,Men,25 to 29 years,Persons,929628.0
1973,Men,25 years,Persons,201279.0
1973,Men,26 years,Persons,205139.0
1973,Men,27 years,Persons,179326.0
1973,Men,28 years,Persons,170499.0
1973,Men,29 years,Persons,173385.0
1973,Men,30 to 34 years,Persons,744904.0
1973,Men,30 years,Persons,164640.0
1973,Men,31 years,Persons,157162.0
1973,Men,32 years,Persons,146112.0
1973,Men,33 years,Persons,140636.0
1973,Men,34 years,Persons,136354.0
1973,Men,35 to 39 years,Persons,652925.0
1973,Men,35 years,Persons,133391.0
1973,Men,36 years,Persons,128959.0
1973,Men,37 years,Persons,131652.0
1973,Men,38 years,Persons,129221.0
1973,Men,39 years,Persons,129702.0
1973,Men,40 to 44 years,Persons,662343.0
1973,Men,40 years,Persons,134046.0
1973,Men,41 years,Persons,134345.0
1973,Men,42 years,Persons,132479.0
1973,Men,43 years,Persons,133057.0
1973,Men,44 years,Persons,128416.0
1973,Men,45 to 49 years,Persons,628697.0
1973,Men,45 years,Persons,129420.0
1973,Men,46 years,Persons,126279.0
1973,Men,47 years,Persons,126029.0
1973,Men,48 years,Persons,124230.0
1973,Men,49 years,Persons,122739.0
1973,Men,50 to 54 years,Persons,567508.0
1973,Men,50 years,Persons,120116.0
1973,Men,51 years,Persons,122256.0
1973,Men,52 years,Persons,114530.0
1973,Men,53 years,Persons,111266.0
1973,Men,54 years,Persons,99340.0
1973,Men,55 to 59 years,Persons,479118.0
1973,Men,55 years,Persons,95980.0
1973,Men,56 years,Persons,95352.0
1973,Men,57 years,Persons,94983.0
1973,Men,58 years,Persons,97682.0
1973,Men,59 years,Persons,95121.0
1973,Men,60 to 64 years,Persons,410557.0
1973,Men,60 years,Persons,89932.0
1973,Men,61 years,Persons,86837.0
1973,Men,62 years,Persons,82088.0
1973,Men,63 years,Persons,77974.0
1973,Men,64 years,Persons,73726.0
1973,Men,65 to 69 years,Persons,314202.0
1973,Men,65 years,Persons,70552.0
1973,Men,66 years,Persons,65907.0
1973,Men,67 years,Persons,62286.0
1973,Men,68 years,Persons,59224.0
1973,Men,69 years,Persons,56233.0
1973,Men,70 to 74 years,Persons,223146.0
1973,Men,70 years,Persons,52543.0
1973,Men,71 years,Persons,48204.0
1973,Men,72 years,Persons,44532.0
1973,Men,73 years,Persons,41068.0
1973,Men,74 years,Persons,36799.0
1973,Men,75 to 79 years,Persons,141720.0
1973,Men,75 years,Persons,33051.0
1973,Men,76 years,Persons,30708.0
1973,Men,77 years,Persons,28576.0
1973,Men,78 years,Persons,25725.0
1973,Men,79 years,Persons,23660.0
1973,Men,80 to 84 years,Persons,86523.0
1973,Men,80 years,Persons,21522.0
1973,Men,81 years,Persons,19301.0
1973,Men,82 years,Persons,16949.0
1973,Men,83 years,Persons,15103.0
1973,Men,84 years,Persons,13648.0
1973,Men,85 to 89 years,Persons,41997.0
1973,Men,85 years,Persons,11624.0
1973,Men,86 years,Persons,9580.0
1973,Men,87 years,Persons,8367.0
1973,Men,88 years,Persons,6948.0
1973,Men,89 years,Persons,5478.0
1973,Men,0 to 14 years,Persons,3192796.0
1973,Men,0 to 15 years,Persons,3429764.0
1973,Men,0 to 16 years,Persons,3663049.0
1973,Men,0 to 17 years,Persons,3894440.0
1973,Men,15 to 49 years,Persons,5798434.0
1973,Men,15 to 64 years,Persons,7255617.0
1973,Men,16 to 64 years,Persons,7018649.0
1973,Men,17 to 64 years,Persons,6785364.0
1973,Men,18 years and older,Persons,7377461.0
1973,Men,18 to 64 years,Persons,6553973.0
1973,Men,18 to 24 years,Persons,1478293.0
1973,Men,25 to 44 years,Persons,2989800.0
1973,Men,45 to 64 years,Persons,2085880.0
1973,Men,65 years and older,Persons,823488.0
1973,Men,90 years and older,Persons,15900.0
1973,Men,Median age,Years,26.3
1973,Men,Average age,Years,30.5
1973,Total,All ages,Persons,22491777.0
1973,Total,0 to 4 years,Persons,1788166.0
1973,Total,0 years,Persons,341600.0
1973,Total,1 year,Persons,348214.0
1973,Total,2 years,Persons,365898.0
1973,Total,3 years,Persons,369889.0
1973,Total,4 years,Persons,362565.0
1973,Total,5 to 9 years,Persons,2082997.0
1973,Total,5 years,Persons,366308.0
1973,Total,6 years,Persons,390791.0
1973,Total,7 years,Persons,414492.0
1973,Total,8 years,Persons,448045.0
1973,Total,9 years,Persons,463361.0
1973,Total,10 to 14 years,Persons,2368189.0
1973,Total,10 years,Persons,475034.0
1973,Total,11 years,Persons,470595.0
1973,Total,12 years,Persons,479954.0
1973,Total,13 years,Persons,475397.0
1973,Total,14 years,Persons,467209.0
1973,Total,15 to 19 years,Persons,2272006.0
1973,Total,15 years,Persons,463744.0
1973,Total,16 years,Persons,458328.0
1973,Total,17 years,Persons,454027.0
1973,Total,18 years,Persons,455941.0
1973,Total,19 years,Persons,439966.0
1973,Total,20 to 24 years,Persons,2032693.0
1973,Total,20 years,Persons,425675.0
1973,Total,21 years,Persons,412037.0
1973,Total,22 years,Persons,404271.0
1973,Total,23 years,Persons,396296.0
1973,Total,24 years,Persons,394414.0
1973,Total,25 to 29 years,Persons,1836307.0
1973,Total,25 years,Persons,398417.0
1973,Total,26 years,Persons,410888.0
1973,Total,27 years,Persons,352689.0
1973,Total,28 years,Persons,338510.0
1973,Total,29 years,Persons,335803.0
1973,Total,30 to 34 years,Persons,1459832.0
1973,Total,30 years,Persons,324870.0
1973,Total,31 years,Persons,304778.0
1973,Total,32 years,Persons,287418.0
1973,Total,33 years,Persons,274772.0
1973,Total,34 years,Persons,267994.0
1973,Total,35 to 39 years,Persons,1276761.0
1973,Total,35 years,Persons,260381.0
1973,Total,36 years,Persons,253513.0
1973,Total,37 years,Persons,257204.0
1973,Total,38 years,Persons,253130.0
1973,Total,39 years,Persons,252533.0
1973,Total,40 to 44 years,Persons,1293059.0
1973,Total,40 years,Persons,262032.0
1973,Total,41 years,Persons,260444.0
1973,Total,42 years,Persons,258060.0
1973,Total,43 years,Persons,259890.0
1973,Total,44 years,Persons,252633.0
1973,Total,45 to 49 years,Persons,1257700.0
1973,Total,45 years,Persons,255382.0
1973,Total,46 years,Persons,250907.0
1973,Total,47 years,Persons,252600.0
1973,Total,48 years,Persons,250472.0
1973,Total,49 years,Persons,248339.0
1973,Total,50 to 54 years,Persons,1154402.0
1973,Total,50 years,Persons,244401.0
1973,Total,51 years,Persons,248021.0
1973,Total,52 years,Persons,233183.0
1973,Total,53 years,Persons,225557.0
1973,Total,54 years,Persons,203240.0
1973,Total,55 to 59 years,Persons,974800.0
1973,Total,55 years,Persons,195818.0
1973,Total,56 years,Persons,194150.0
1973,Total,57 years,Persons,193014.0
1973,Total,58 years,Persons,198780.0
1973,Total,59 years,Persons,193038.0
1973,Total,60 to 64 years,Persons,839901.0
1973,Total,60 years,Persons,183120.0
1973,Total,61 years,Persons,177171.0
1973,Total,62 years,Persons,168576.0
1973,Total,63 years,Persons,158696.0
1973,Total,64 years,Persons,152338.0
1973,Total,65 to 69 years,Persons,663096.0
1973,Total,65 years,Persons,146591.0
1973,Total,66 years,Persons,138565.0
1973,Total,67 years,Persons,132124.0
1973,Total,68 years,Persons,126223.0
1973,Total,69 years,Persons,119593.0
1973,Total,70 to 74 years,Persons,491321.0
1973,Total,70 years,Persons,112402.0
1973,Total,71 years,Persons,103678.0
1973,Total,72 years,Persons,98731.0
1973,Total,73 years,Persons,92095.0
1973,Total,74 years,Persons,84415.0
1973,Total,75 to 79 years,Persons,337537.0
1973,Total,75 years,Persons,77310.0
1973,Total,76 years,Persons,72946.0
1973,Total,77 years,Persons,68397.0
1973,Total,78 years,Persons,61933.0
1973,Total,79 years,Persons,56951.0
1973,Total,80 to 84 years,Persons,212819.0
1973,Total,80 years,Persons,52309.0
1973,Total,81 years,Persons,47048.0
1973,Total,82 years,Persons,41702.0
1973,Total,83 years,Persons,37437.0
1973,Total,84 years,Persons,34323.0
1973,Total,85 to 89 years,Persons,106936.0
1973,Total,85 years,Persons,29303.0
1973,Total,86 years,Persons,24241.0
1973,Total,87 years,Persons,21396.0
1973,Total,88 years,Persons,17729.0
1973,Total,89 years,Persons,14267.0
1973,Total,0 to 14 years,Persons,6239352.0
1973,Total,0 to 15 years,Persons,6703096.0
1973,Total,0 to 16 years,Persons,7161424.0
1973,Total,0 to 17 years,Persons,7615451.0
1973,Total,15 to 49 years,Persons,11428358.0
1973,Total,15 to 64 years,Persons,14397461.0
1973,Total,16 to 64 years,Persons,13933717.0
1973,Total,17 to 64 years,Persons,13475389.0
1973,Total,18 years and older,Persons,14876326.0
1973,Total,18 to 64 years,Persons,13021362.0
1973,Total,18 to 24 years,Persons,2928600.0
1973,Total,25 to 44 years,Persons,5865959.0
1973,Total,45 to 64 years,Persons,4226803.0
1973,Total,65 years and older,Persons,1854964.0
1973,Total,90 years and older,Persons,43255.0
1973,Total,Median age,Years,26.7
1973,Total,Average age,Years,31.2
1973,Women,All ages,Persons,11219876.0
1973,Women,0 to 4 years,Persons,871480.0
1973,Women,0 years,Persons,165828.0
1973,Women,1 year,Persons,169101.0
1973,Women,2 years,Persons,178783.0
1973,Women,3 years,Persons,180746.0
1973,Women,4 years,Persons,177022.0
1973,Women,5 to 9 years,Persons,1017625.0
1973,Women,5 years,Persons,179197.0
1973,Women,6 years,Persons,190441.0
1973,Women,7 years,Persons,203407.0
1973,Women,8 years,Persons,217954.0
1973,Women,9 years,Persons,226626.0
1973,Women,10 to 14 years,Persons,1157451.0
1973,Women,10 years,Persons,232079.0
1973,Women,11 years,Persons,229964.0
1973,Women,12 years,Persons,234657.0
1973,Women,13 years,Persons,232051.0
1973,Women,14 years,Persons,228700.0
1973,Women,15 to 19 years,Persons,1116116.0
1973,Women,15 years,Persons,226776.0
1973,Women,16 years,Persons,225043.0
1973,Women,17 years,Persons,222636.0
1973,Women,18 years,Persons,224304.0
1973,Women,19 years,Persons,217357.0
1973,Women,20 to 24 years,Persons,1008646.0
1973,Women,20 years,Persons,211012.0
1973,Women,21 years,Persons,204711.0
1973,Women,22 years,Persons,200638.0
1973,Women,23 years,Persons,196322.0
1973,Women,24 years,Persons,195963.0
1973,Women,25 to 29 years,Persons,906679.0
1973,Women,25 years,Persons,197138.0
1973,Women,26 years,Persons,205749.0
1973,Women,27 years,Persons,173363.0
1973,Women,28 years,Persons,168011.0
1973,Women,29 years,Persons,162418.0
1973,Women,30 to 34 years,Persons,714928.0
1973,Women,30 years,Persons,160230.0
1973,Women,31 years,Persons,147616.0
1973,Women,32 years,Persons,141306.0
1973,Women,33 years,Persons,134136.0
1973,Women,34 years,Persons,131640.0
1973,Women,35 to 39 years,Persons,623836.0
1973,Women,35 years,Persons,126990.0
1973,Women,36 years,Persons,124554.0
1973,Women,37 years,Persons,125552.0
1973,Women,38 years,Persons,123909.0
1973,Women,39 years,Persons,122831.0
1973,Women,40 to 44 years,Persons,630716.0
1973,Women,40 years,Persons,127986.0
1973,Women,41 years,Persons,126099.0
1973,Women,42 years,Persons,125581.0
1973,Women,43 years,Persons,126833.0
1973,Women,44 years,Persons,124217.0
1973,Women,45 to 49 years,Persons,629003.0
1973,Women,45 years,Persons,125962.0
1973,Women,46 years,Persons,124628.0
1973,Women,47 years,Persons,126571.0
1973,Women,48 years,Persons,126242.0
1973,Women,49 years,Persons,125600.0
1973,Women,50 to 54 years,Persons,586894.0
1973,Women,50 years,Persons,124285.0
1973,Women,51 years,Persons,125765.0
1973,Women,52 years,Persons,118653.0
1973,Women,53 years,Persons,114291.0
1973,Women,54 years,Persons,103900.0
1973,Women,55 to 59 years,Persons,495682.0
1973,Women,55 years,Persons,99838.0
1973,Women,56 years,Persons,98798.0
1973,Women,57 years,Persons,98031.0
1973,Women,58 years,Persons,101098.0
1973,Women,59 years,Persons,97917.0
1973,Women,60 to 64 years,Persons,429344.0
1973,Women,60 years,Persons,93188.0
1973,Women,61 years,Persons,90334.0
1973,Women,62 years,Persons,86488.0
1973,Women,63 years,Persons,80722.0
1973,Women,64 years,Persons,78612.0
1973,Women,65 to 69 years,Persons,348894.0
1973,Women,65 years,Persons,76039.0
1973,Women,66 years,Persons,72658.0
1973,Women,67 years,Persons,69838.0
1973,Women,68 years,Persons,66999.0
1973,Women,69 years,Persons,63360.0
1973,Women,70 to 74 years,Persons,268175.0
1973,Women,70 years,Persons,59859.0
1973,Women,71 years,Persons,55474.0
1973,Women,72 years,Persons,54199.0
1973,Women,73 years,Persons,51027.0
1973,Women,74 years,Persons,47616.0
1973,Women,75 to 79 years,Persons,195817.0
1973,Women,75 years,Persons,44259.0
1973,Women,76 years,Persons,42238.0
1973,Women,77 years,Persons,39821.0
1973,Women,78 years,Persons,36208.0
1973,Women,79 years,Persons,33291.0
1973,Women,80 to 84 years,Persons,126296.0
1973,Women,80 years,Persons,30787.0
1973,Women,81 years,Persons,27747.0
1973,Women,82 years,Persons,24753.0
1973,Women,83 years,Persons,22334.0
1973,Women,84 years,Persons,20675.0
1973,Women,85 to 89 years,Persons,64939.0
1973,Women,85 years,Persons,17679.0
1973,Women,86 years,Persons,14661.0
1973,Women,87 years,Persons,13029.0
1973,Women,88 years,Persons,10781.0
1973,Women,89 years,Persons,8789.0
1973,Women,0 to 14 years,Persons,3046556.0
1973,Women,0 to 15 years,Persons,3273332.0
1973,Women,0 to 16 years,Persons,3498375.0
1973,Women,0 to 17 years,Persons,3721011.0
1973,Women,15 to 49 years,Persons,5629924.0
1973,Women,15 to 64 years,Persons,7141844.0
1973,Women,16 to 64 years,Persons,6915068.0
1973,Women,17 to 64 years,Persons,6690025.0
1973,Women,18 years and older,Persons,7498865.0
1973,Women,18 to 64 years,Persons,6467389.0
1973,Women,18 to 24 years,Persons,1450307.0
1973,Women,25 to 44 years,Persons,2876159.0
1973,Women,45 to 64 years,Persons,2140923.0
1973,Women,65 years and older,Persons,1031476.0
1973,Women,90 years and older,Persons,27355.0
1973,Women,Median age,Years,27.2
1973,Women,Average age,Years,31.9
1974,Men,All ages,Persons,11423349.0
1974,Men,0 to 4 years,Persons,911727.0
1974,Men,0 years,Persons,173269.0
1974,Men,1 year,Persons,176757.0
1974,Men,2 years,Persons,180749.0
1974,Men,3 years,Persons,189585.0
1974,Men,4 years,Persons,191367.0
1974,Men,5 to 9 years,Persons,1019412.0
1974,Men,5 years,Persons,187234.0
1974,Men,6 years,Persons,188527.0
1974,Men,7 years,Persons,201322.0
1974,Men,8 years,Persons,211891.0
1974,Men,9 years,Persons,230438.0
1974,Men,10 to 14 years,Persons,1213871.0
1974,Men,10 years,Persons,237511.0
1974,Men,11 years,Persons,243532.0
1974,Men,12 years,Persons,241091.0
1974,Men,13 years,Persons,247103.0
1974,Men,14 years,Persons,244634.0
1974,Men,15 to 19 years,Persons,1177623.0
1974,Men,15 years,Persons,239242.0
1974,Men,16 years,Persons,237527.0
1974,Men,17 years,Persons,234330.0
1974,Men,18 years,Persons,232856.0
1974,Men,19 years,Persons,233668.0
1974,Men,20 to 24 years,Persons,1062655.0
1974,Men,20 years,Persons,224476.0
1974,Men,21 years,Persons,216902.0
1974,Men,22 years,Persons,210305.0
1974,Men,23 years,Persons,207197.0
1974,Men,24 years,Persons,203775.0
1974,Men,25 to 29 years,Persons,969278.0
1974,Men,25 years,Persons,201893.0
1974,Men,26 years,Persons,204571.0
1974,Men,27 years,Persons,208803.0
1974,Men,28 years,Persons,181437.0
1974,Men,29 years,Persons,172574.0
1974,Men,30 to 34 years,Persons,784887.0
1974,Men,30 years,Persons,174097.0
1974,Men,31 years,Persons,166020.0
1974,Men,32 years,Persons,156997.0
1974,Men,33 years,Persons,146872.0
1974,Men,34 years,Persons,140901.0
1974,Men,35 to 39 years,Persons,660289.0
1974,Men,35 years,Persons,136783.0
1974,Men,36 years,Persons,133394.0
1974,Men,37 years,Persons,129220.0
1974,Men,38 years,Persons,131701.0
1974,Men,39 years,Persons,129191.0
1974,Men,40 to 44 years,Persons,662988.0
1974,Men,40 years,Persons,129767.0
1974,Men,41 years,Persons,134146.0
1974,Men,42 years,Persons,133935.0
1974,Men,43 years,Persons,132288.0
1974,Men,44 years,Persons,132852.0
1974,Men,45 to 49 years,Persons,630948.0
1974,Men,45 years,Persons,127803.0
1974,Men,46 years,Persons,128682.0
1974,Men,47 years,Persons,125607.0
1974,Men,48 years,Persons,125386.0
1974,Men,49 years,Persons,123470.0
1974,Men,50 to 54 years,Persons,586783.0
