year,geo,partner,exports_millions,share_pct
2009,Saskatchewan,All countries,21758.531,100.0
2009,Saskatchewan,China,1170.312,5.379
2009,Saskatchewan,European Union (27 members),824.642,3.79
2009,Saskatchewan,Japan,668.37,3.072
2009,Saskatchewan,Mexico,396.831,1.824
2009,Saskatchewan,Other countries,5000.729,22.983
2009,Saskatchewan,United Kingdom,549.009,2.523
2009,Saskatchewan,United States,13148.638,60.43
2009,Yukon,All countries,128.567,100.0
2009,Yukon,China,0.007,0.006
2009,Yukon,European Union (27 members),0.09,0.07
2009,Yukon,Japan,0.15,0.117
2009,Yukon,Mexico,0.15,0.117
2009,Yukon,Other countries,5.217,4.057
2009,Yukon,United Kingdom,0.001,0.001
2009,Yukon,United States,122.952,95.632
2010,Alberta,All countries,78743.193,100.0
2010,Alberta,China,2880.828,3.659
2010,Alberta,European Union (27 members),1003.127,1.274
2010,Alberta,Japan,1472.425,1.87
2010,Alberta,Mexico,743.988,0.945
2010,Alberta,Other countries,4220.115,5.359
2010,Alberta,United Kingdom,149.562,0.19
2010,Alberta,United States,68273.147,86.704
2010,British Columbia,All countries,28646.11,100.0
2010,British Columbia,China,3837.092,13.395
2010,British Columbia,European Union (27 members),1729.667,6.038
2010,British Columbia,Japan,4193.171,14.638
2010,British Columbia,Mexico,192.255,0.671
2010,British Columbia,Other countries,5148.154,17.972
2010,British Columbia,United Kingdom,293.676,1.025
2010,British Columbia,United States,13252.095,46.261
2010,Canada,All countries,374014.807,100.0
2010,Canada,China,12879.125,3.443
2010,Canada,European Union (27 members),16941.825,4.53
2010,Canada,Japan,9060.35,2.422
2010,Canada,Mexico,4303.453,1.151
2010,Canada,Other countries,35915.992,9.603
2010,Canada,United Kingdom,15518.062,4.149
2010,Canada,United States,279396.001,74.702
2010,Manitoba,All countries,10237.782,100.0
2010,Manitoba,China,670.375,6.548
2010,Manitoba,European Union (27 members),300.5,2.935
2010,Manitoba,Japan,579.754,5.663
2010,Manitoba,Mexico,340.522,3.326
2010,Manitoba,Other countries,1714.076,16.743
2010,Manitoba,United Kingdom,87.537,0.855
2010,Manitoba,United States,6545.018,63.93
2010,New Brunswick,All countries,12665.804,100.0
2010,New Brunswick,China,101.078,0.798
2010,New Brunswick,European Union (27 members),564.706,4.459
2010,New Brunswick,Japan,58.132,0.459
2010,New Brunswick,Mexico,29.806,0.235
2010,New Brunswick,Other countries,824.283,6.508
2010,New Brunswick,United Kingdom,11.994,0.095
2010,New Brunswick,United States,11075.804,87.447
2010,Newfoundland and Labrador,All countries,9211.812,100.0
2010,Newfoundland and Labrador,China,715.365,7.766
2010,Newfoundland and Labrador,European Union (27 members),1292.668,14.033
2010,Newfoundland and Labrador,Japan,111.491,1.21
2010,Newfoundland and Labrador,Mexico,0.103,0.001
2010,Newfoundland and Labrador,Other countries,603.228,6.548
2010,Newfoundland and Labrador,United Kingdom,67.979,0.738
2010,Newfoundland and Labrador,United States,6420.978,69.704
2010,Northwest Territories,All countries,2069.397,100.0
2010,Northwest Territories,China,8.854,0.428
2010,Northwest Territories,European Union (27 members),702.914,33.967
2010,Northwest Territories,Japan,0.398,0.019
2010,Northwest Territories,Mexico,0.001,0.0
2010,Northwest Territories,Other countries,36.916,1.784
2010,Northwest Territories,United Kingdom,1317.302,63.656
2010,Northwest Territories,United States,3.012,0.146
2010,Nova Scotia,All countries,4278.964,100.0
2010,Nova Scotia,China,68.655,1.604
2010,Nova Scotia,European Union (27 members),343.842,8.036
2010,Nova Scotia,Japan,59.02,1.379
2010,Nova Scotia,Mexico,23.436,0.548
2010,Nova Scotia,Other countries,382.048,8.929
2010,Nova Scotia,United Kingdom,114.258,2.67
2010,Nova Scotia,United States,3287.704,76.834
2010,Nunavut,All countries,5.731,100.0
2010,Nunavut,China,0.68,11.86
2010,Nunavut,European Union (27 members),1.908,33.291
2010,Nunavut,Japan,0.344,6.009
2010,Nunavut,Mexico,0.213,3.715
2010,Nunavut,Other countries,2.041,35.612
2010,Nunavut,United Kingdom,0.187,3.261
2010,Nunavut,United States,0.358,6.252
2010,Ontario,All countries,145966.087,100.0
2010,Ontario,China,1525.394,1.045
2010,Ontario,European Union (27 members),5019.876,3.439
2010,Ontario,Japan,1067.123,0.731
2010,Ontario,Mexico,1742.846,1.194
2010,Ontario,Other countries,10487.034,7.185
2010,Ontario,United Kingdom,11148.727,7.638
2010,Ontario,United States,114975.086,78.768
2010,Prince Edward Island,All countries,691.398,100.0
2010,Prince Edward Island,China,3.922,0.567
2010,Prince Edward Island,European Union (27 members),38.03,5.5
2010,Prince Edward Island,Japan,17.15,2.48
2010,Prince Edward Island,Mexico,2.104,0.304
2010,Prince Edward Island,Other countries,97.16,14.053
2010,Prince Edward Island,United Kingdom,20.124,2.911
2010,Prince Edward Island,United States,512.908,74.184
2010,Quebec,All countries,57785.903,100.0
2010,Quebec,China,1599.56,2.768
2010,Quebec,European Union (27 members),5369.956,9.293
2010,Quebec,Japan,773.041,1.338
2010,Quebec,Mexico,716.383,1.24
2010,Quebec,Other countries,7269.936,12.581
2010,Quebec,United Kingdom,1866.748,3.23
2010,Quebec,United States,40190.28,69.55
2010,Saskatchewan,All countries,23614.014,100.0
2010,Saskatchewan,China,1467.272,6.214
2010,Saskatchewan,European Union (27 members),574.401,2.432
2010,Saskatchewan,Japan,728.224,3.084
2010,Saskatchewan,Mexico,509.572,2.158
2010,Saskatchewan,Other countries,5128.05,21.716
2010,Saskatchewan,United Kingdom,439.916,1.863
2010,Saskatchewan,United States,14766.579,62.533
2010,Yukon,All countries,98.613,100.0
2010,Yukon,China,0.051,0.052
2010,Yukon,European Union (27 members),0.232,0.235
2010,Yukon,Japan,0.076,0.078
2010,Yukon,Mexico,2.222,2.254
2010,Yukon,Other countries,2.948,2.99
2010,Yukon,United Kingdom,0.05,0.051
2010,Yukon,United States,93.032,94.341
2011,Alberta,All countries,93216.776,100.0
2011,Alberta,China,3039.34,3.261
2011,Alberta,European Union (27 members),1413.242,1.516
2011,Alberta,Japan,1832.285,1.966
2011,Alberta,Mexico,936.37,1.005
2011,Alberta,Other countries,5107.608,5.479
2011,Alberta,United Kingdom,137.972,0.148
2011,Alberta,United States,80749.958,86.626
2011,British Columbia,All countries,32671.48,100.0
2011,British Columbia,China,4802.432,14.699
2011,British Columbia,European Union (27 members),1903.752,5.827
2011,British Columbia,Japan,4642.812,14.211
2011,British Columbia,Mexico,156.11,0.478
2011,British Columbia,Other countries,6743.485,20.64
2011,British Columbia,United Kingdom,417.506,1.278
2011,British Columbia,United States,14005.383,42.867
2011,Canada,All countries,419035.339,100.0
2011,Canada,China,16382.666,3.91
2011,Canada,European Union (27 members),19806.429,4.727
2011,Canada,Japan,10528.891,2.513
2011,Canada,Mexico,4684.708,1.118
2011,Canada,Other countries,42287.311,10.092
2011,Canada,United Kingdom,18257.279,4.357
2011,Canada,United States,307088.055,73.285
2011,Manitoba,All countries,11678.11,100.0
2011,Manitoba,China,968.57,8.294
2011,Manitoba,European Union (27 members),516.199,4.42
2011,Manitoba,Japan,658.367,5.638
2011,Manitoba,Mexico,324.272,2.777
2011,Manitoba,Other countries,2024.795,17.338
2011,Manitoba,United Kingdom,90.224,0.773
2011,Manitoba,United States,7095.683,60.761
2011,New Brunswick,All countries,14789.644,100.0
2011,New Brunswick,China,137.233,0.928
2011,New Brunswick,European Union (27 members),972.457,6.575
2011,New Brunswick,Japan,63.556,0.43
2011,New Brunswick,Mexico,55.642,0.376
2011,New Brunswick,Other countries,1080.952,7.309
2011,New Brunswick,United Kingdom,12.338,0.083
2011,New Brunswick,United States,12467.467,84.299
2011,Newfoundland and Labrador,All countries,12121.723,100.0
2011,Newfoundland and Labrador,China,1039.043,8.572
2011,Newfoundland and Labrador,European Union (27 members),1744.696,14.393
2011,Newfoundland and Labrador,Japan,185.184,1.528
2011,Newfoundland and Labrador,Mexico,33.49,0.276
2011,Newfoundland and Labrador,Other countries,928.515,7.66
2011,Newfoundland and Labrador,United Kingdom,114.841,0.947
2011,Newfoundland and Labrador,United States,8075.954,66.624
2011,Northwest Territories,All countries,2087.386,100.0
2011,Northwest Territories,China,42.483,2.035
2011,Northwest Territories,European Union (27 members),846.838,40.569
2011,Northwest Territories,Japan,5.059,0.242
2011,Northwest Territories,Mexico,0.276,0.013
2011,Northwest Territories,Other countries,195.623,9.372
2011,Northwest Territories,United Kingdom,991.777,47.513
2011,Northwest Territories,United States,5.33,0.255
2011,Nova Scotia,All countries,4394.542,100.0
2011,Nova Scotia,China,114.026,2.595
2011,Nova Scotia,European Union (27 members),367.784,8.369
2011,Nova Scotia,Japan,77.378,1.761
2011,Nova Scotia,Mexico,29.636,0.674
2011,Nova Scotia,Other countries,472.63,10.755
2011,Nova Scotia,United Kingdom,86.239,1.962
2011,Nova Scotia,United States,3246.85,73.884
2011,Nunavut,All countries,6.724,100.0
2011,Nunavut,China,1.05,15.619
2011,Nunavut,European Union (27 members),1.031,15.328
2011,Nunavut,Japan,0.391,5.809
2011,Nunavut,Mexico,0.31,4.609
2011,Nunavut,Other countries,3.513,52.253
2011,Nunavut,United Kingdom,0.106,1.584
2011,Nunavut,United States,0.323,4.798
2011,Ontario,All countries,155465.267,100.0
2011,Ontario,China,2174.613,1.399
2011,Ontario,European Union (27 members),4786.724,3.079
2011,Ontario,Japan,1249.888,0.804
2011,Ontario,Mexico,1610.439,1.036
2011,Ontario,Other countries,11515.634,7.407
2011,Ontario,United Kingdom,14540.579,9.353
2011,Ontario,United States,119587.39,76.922
2011,Prince Edward Island,All countries,731.377,100.0
2011,Prince Edward Island,China,9.313,1.273
2011,Prince Edward Island,European Union (27 members),41.871,5.725
2011,Prince Edward Island,Japan,11.838,1.619
2011,Prince Edward Island,Mexico,2.357,0.322
2011,Prince Edward Island,Other countries,138.032,18.873
2011,Prince Edward Island,United Kingdom,15.545,2.125
2011,Prince Edward Island,United States,512.419,70.062
2011,Quebec,All countries,62173.105,100.0
2011,Quebec,China,2359.273,3.795
2011,Quebec,European Union (27 members),6408.783,10.308
2011,Quebec,Japan,782.04,1.258
2011,Quebec,Mexico,888.406,1.429
2011,Quebec,Other countries,7737.024,12.444
2011,Quebec,United Kingdom,1087.67,1.749
2011,Quebec,United States,42909.908,69.017
2011,Saskatchewan,All countries,29549.798,100.0
2011,Saskatchewan,China,1667.582,5.643
2011,Saskatchewan,European Union (27 members),802.789,2.717
2011,Saskatchewan,Japan,1019.936,3.452
2011,Saskatchewan,Mexico,640.483,2.167
2011,Saskatchewan,Other countries,6328.395,21.416
2011,Saskatchewan,United Kingdom,762.444,2.58
2011,Saskatchewan,United States,18328.168,62.025
2011,Yukon,All countries,149.406,100.0
2011,Yukon,China,27.708,18.546
2011,Yukon,European Union (27 members),0.262,0.176
2011,Yukon,Japan,0.155,0.103
2011,Yukon,Mexico,6.918,4.63
2011,Yukon,Other countries,11.103,7.431
2011,Yukon,United Kingdom,0.038,0.026
2011,Yukon,United States,103.222,69.088
2012,Alberta,All countries,95048.36,100.0
2012,Alberta,China,3683.606,3.876
2012,Alberta,European Union (27 members),1126.377,1.185
2012,Alberta,Japan,1978.7,2.082
2012,Alberta,Mexico,970.178,1.021
2012,Alberta,Other countries,4886.577,5.141
2012,Alberta,United Kingdom,156.097,0.164
2012,Alberta,United States,82246.825,86.532
2012,British Columbia,All countries,31484.047,100.0
2012,British Columbia,China,5752.284,18.27
2012,British Columbia,European Union (27 members),1464.87,4.653
2012,British Columbia,Japan,4139.156,13.147
2012,British Columbia,Mexico,101.235,0.322
2012,British Columbia,Other countries,5666.576,17.998
2012,British Columbia,United Kingdom,328.441,1.043
2012,British Columbia,United States,14031.485,44.567
2012,Canada,All countries,428048.717,100.0
2012,Canada,China,19055.479,4.452
2012,Canada,European Union (27 members),18717.138,4.373
2012,Canada,Japan,10219.859,2.388
2012,Canada,Mexico,4866.314,1.137
2012,Canada,Other countries,39417.637,9.209
2012,Canada,United Kingdom,18083.726,4.225
2012,Canada,United States,317688.564,74.218
2012,Manitoba,All countries,11362.551,100.0
2012,Manitoba,China,962.3,8.469
2012,Manitoba,European Union (27 members),381.666,3.359
2012,Manitoba,Japan,580.101,5.105
2012,Manitoba,Mexico,289.442,2.547
2012,Manitoba,Other countries,1421.36,12.509
2012,Manitoba,United Kingdom,72.64,0.639
2012,Manitoba,United States,7655.042,67.371
2012,New Brunswick,All countries,14902.537,100.0
2012,New Brunswick,China,143.255,0.961
2012,New Brunswick,European Union (27 members),733.413,4.921
2012,New Brunswick,Japan,102.416,0.687
2012,New Brunswick,Mexico,22.75,0.153
2012,New Brunswick,Other countries,1001.079,6.718
2012,New Brunswick,United Kingdom,13.278,0.089
2012,New Brunswick,United States,12886.346,86.471
2012,Newfoundland and Labrador,All countries,11552.447,100.0
2012,Newfoundland and Labrador,China,1344.99,11.642
2012,Newfoundland and Labrador,European Union (27 members),1774.187,15.358
2012,Newfoundland and Labrador,Japan,103.249,0.894
2012,Newfoundland and Labrador,Mexico,0.04,0.0
2012,Newfoundland and Labrador,Other countries,1060.299,9.178
2012,Newfoundland and Labrador,United Kingdom,499.056,4.32
2012,Newfoundland and Labrador,United States,6770.626,58.608
2012,Northwest Territories,All countries,1831.304,100.0
2012,Northwest Territories,China,46.863,2.559
2012,Northwest Territories,European Union (27 members),851.705,46.508
2012,Northwest Territories,Japan,4.552,0.249
2012,Northwest Territories,Mexico,3.027,0.165
2012,Northwest Territories,Other countries,177.11,9.671
2012,Northwest Territories,United Kingdom,730.075,39.866
2012,Northwest Territories,United States,17.974,0.981
2012,Nova Scotia,All countries,3834.519,100.0
2012,Nova Scotia,China,149.593,3.901
2012,Nova Scotia,European Union (27 members),295.988,7.719
2012,Nova Scotia,Japan,74.521,1.943
2012,Nova Scotia,Mexico,31.341,0.817
2012,Nova Scotia,Other countries,432.993,11.292
2012,Nova Scotia,United Kingdom,70.07,1.827
2012,Nova Scotia,United States,2780.012,72.5
2012,Nunavut,All countries,10.617,100.0
2012,Nunavut,China,1.35,12.718
2012,Nunavut,European Union (27 members),4.196,39.523
2012,Nunavut,Japan,0.315,2.965
2012,Nunavut,Mexico,0.097,0.911
2012,Nunavut,Other countries,3.938,37.092
2012,Nunavut,United Kingdom,0.418,3.94
2012,Nunavut,United States,0.303,2.852
2012,Ontario,All countries,162689.056,100.0
2012,Ontario,China,1964.085,1.207
2012,Ontario,European Union (27 members),5219.88,3.209
2012,Ontario,Japan,1077.42,0.662
2012,Ontario,Mexico,1830.113,1.125
2012,Ontario,Other countries,11157.476,6.858
2012,Ontario,United Kingdom,14651.482,9.006
2012,Ontario,United States,126788.6,77.933
2012,Prince Edward Island,All countries,840.223,100.0
2012,Prince Edward Island,China,13.07,1.556
2012,Prince Edward Island,European Union (27 members),54.203,6.451
2012,Prince Edward Island,Japan,12.023,1.431
2012,Prince Edward Island,Mexico,1.511,0.18
2012,Prince Edward Island,Other countries,163.626,19.474
2012,Prince Edward Island,United Kingdom,12.518,1.49
2012,Prince Edward Island,United States,583.272,69.419
2012,Quebec,All countries,62601.778,100.0
2012,Quebec,China,2570.128,4.106
2012,Quebec,European Union (27 members),5865.392,9.369
2012,Quebec,Japan,965.597,1.542
2012,Quebec,Mexico,879.818,1.405
2012,Quebec,Other countries,7470.125,11.933
2012,Quebec,United Kingdom,979.135,1.564
2012,Quebec,United States,43871.582,70.08
2012,Saskatchewan,All countries,31675.904,100.0
2012,Saskatchewan,China,2394.867,7.561
2012,Saskatchewan,European Union (27 members),944.941,2.983
2012,Saskatchewan,Japan,1181.595,3.73
2012,Saskatchewan,Mexico,732.415,2.312
2012,Saskatchewan,Other countries,5876.391,18.552
2012,Saskatchewan,United Kingdom,570.516,1.801
2012,Saskatchewan,United States,19975.179,63.061
2012,Yukon,All countries,215.374,100.0
2012,Yukon,China,29.088,13.506
2012,Yukon,European Union (27 members),0.319,0.148
2012,Yukon,Japan,0.214,0.1
2012,Yukon,Mexico,4.348,2.019
2012,Yukon,Other countries,100.087,46.471
2012,Yukon,United Kingdom,0.0,0.0
2012,Yukon,United States,81.318,37.757
2013,Alberta,All countries,103013.678,100.0
2013,Alberta,China,3327.749,3.23
2013,Alberta,European Union (27 members),1008.811,0.979
2013,Alberta,Japan,1863.62,1.809
2013,Alberta,Mexico,905.554,0.879
2013,Alberta,Other countries,4694.644,4.557
2013,Alberta,United Kingdom,137.296,0.133
2013,Alberta,United States,91076.005,88.412
2013,British Columbia,All countries,33421.473,100.0
2013,British Columbia,China,6600.604,19.75
2013,British Columbia,European Union (27 members),1234.409,3.693
2013,British Columbia,Japan,4050.882,12.121
2013,British Columbia,Mexico,124.621,0.373
2013,British Columbia,Other countries,5550.131,16.606
2013,British Columbia,United Kingdom,336.454,1.007
2013,British Columbia,United States,15524.371,46.45
2013,Canada,All countries,443619.638,100.0
2013,Canada,China,20146.874,4.541
2013,Canada,European Union (27 members),17960.966,4.049
2013,Canada,Japan,10513.573,2.37
2013,Canada,Mexico,4871.736,1.098
2013,Canada,Other countries,41725.293,9.406
2013,Canada,United Kingdom,13269.633,2.991
2013,Canada,United States,335131.564,75.545
2013,Manitoba,All countries,12549.867,100.0
2013,Manitoba,China,1033.511,8.235
2013,Manitoba,European Union (27 members),558.742,4.452
2013,Manitoba,Japan,645.647,5.145
2013,Manitoba,Mexico,295.112,2.352
2013,Manitoba,Other countries,1513.866,12.063
2013,Manitoba,United Kingdom,96.431,0.768
2013,Manitoba,United States,8406.559,66.985
2013,New Brunswick,All countries,14459.77,100.0
2013,New Brunswick,China,121.62,0.841
2013,New Brunswick,European Union (27 members),276.942,1.915
2013,New Brunswick,Japan,106.947,0.74
2013,New Brunswick,Mexico,15.665,0.108
2013,New Brunswick,Other countries,880.538,6.09
2013,New Brunswick,United Kingdom,26.712,0.185
2013,New Brunswick,United States,13031.346,90.121
2013,Newfoundland and Labrador,All countries,11920.274,100.0
2013,Newfoundland and Labrador,China,1466.294,12.301
2013,Newfoundland and Labrador,European Union (27 members),1863.988,15.637
2013,Newfoundland and Labrador,Japan,242.857,2.037
2013,Newfoundland and Labrador,Mexico,0.08,0.001
2013,Newfoundland and Labrador,Other countries,713.026,5.982
2013,Newfoundland and Labrador,United Kingdom,867.752,7.28
2013,Newfoundland and Labrador,United States,6766.279,56.763
2013,Northwest Territories,All countries,1587.841,100.0
2013,Northwest Territories,China,26.862,1.692
2013,Northwest Territories,European Union (27 members),1065.872,67.127
2013,Northwest Territories,Japan,0.467,0.029
2013,Northwest Territories,Mexico,2.517,0.159
2013,Northwest Territories,Other countries,260.574,16.411
2013,Northwest Territories,United Kingdom,220.492,13.886
2013,Northwest Territories,United States,11.057,0.696
2013,Nova Scotia,All countries,4323.878,100.0
2013,Nova Scotia,China,197.311,4.563
2013,Nova Scotia,European Union (27 members),347.64,8.04
2013,Nova Scotia,Japan,72.503,1.677
2013,Nova Scotia,Mexico,35.138,0.813
2013,Nova Scotia,Other countries,530.775,12.275
2013,Nova Scotia,United Kingdom,68.867,1.593
2013,Nova Scotia,United States,3071.644,71.039
2013,Nunavut,All countries,8.969,100.0
2013,Nunavut,China,1.806,20.142
2013,Nunavut,European Union (27 members),3.001,33.46
2013,Nunavut,Japan,0.404,4.502
2013,Nunavut,Mexico,0.246,2.738
2013,Nunavut,Other countries,2.984,33.268
2013,Nunavut,United Kingdom,0.132,1.475
2013,Nunavut,United States,0.396,4.414
2013,Ontario,All countries,164197.398,100.0
2013,Ontario,China,2155.838,1.313
2013,Ontario,European Union (27 members),5179.768,3.155
2013,Ontario,Japan,1538.018,0.937
2013,Ontario,Mexico,1942.59,1.183
2013,Ontario,Other countries,14075.146,8.572
2013,Ontario,United Kingdom,10452.758,6.366
2013,Ontario,United States,128853.279,78.475
2013,Prince Edward Island,All countries,889.895,100.0
2013,Prince Edward Island,China,10.746,1.208
2013,Prince Edward Island,European Union (27 members),57.603,6.473
2013,Prince Edward Island,Japan,17.379,1.953
2013,Prince Edward Island,Mexico,0.567,0.064
2013,Prince Edward Island,Other countries,158.453,17.806
2013,Prince Edward Island,United Kingdom,10.453,1.175
2013,Prince Edward Island,United States,634.693,71.322
2013,Quebec,All countries,64858.606,100.0
2013,Quebec,China,2528.976,3.899
2013,Quebec,European Union (27 members),5589.826,8.618
2013,Quebec,Japan,919.744,1.418
2013,Quebec,Mexico,969.14,1.494
2013,Quebec,Other countries,7256.388,11.188
2013,Quebec,United Kingdom,739.651,1.14
2013,Quebec,United States,46854.881,72.242
2013,Saskatchewan,All countries,32246.191,100.0
2013,Saskatchewan,China,2655.067,8.234
2013,Saskatchewan,European Union (27 members),774.018,2.4
2013,Saskatchewan,Japan,1054.923,3.271
2013,Saskatchewan,Mexico,580.499,1.8
2013,Saskatchewan,Other countries,6045.803,18.749
2013,Saskatchewan,United Kingdom,312.345,0.969
2013,Saskatchewan,United States,20823.536,64.577
2013,Yukon,All countries,141.798,100.0
2013,Yukon,China,20.487,14.448
2013,Yukon,European Union (27 members),0.347,0.244
2013,Yukon,Japan,0.183,0.129
2013,Yukon,Mexico,0.007,0.005
2013,Yukon,Other countries,42.967,30.301
2013,Yukon,United Kingdom,0.29,0.205
2013,Yukon,United States,77.517,54.667
2014,Alberta,All countries,121580.686,100.0
2014,Alberta,China,2867.445,2.358
2014,Alberta,European Union (27 members),1219.664,1.003
2014,Alberta,Japan,1717.839,1.413
2014,Alberta,Mexico,937.579,0.771
2014,Alberta,Other countries,5029.268,4.137
2014,Alberta,United Kingdom,159.417,0.131
2014,Alberta,United States,109649.473,90.187
2014,British Columbia,All countries,35832.482,100.0
2014,British Columbia,China,6387.48,17.826
2014,British Columbia,European Union (27 members),1207.809,3.371
2014,British Columbia,Japan,3665.465,10.229
2014,British Columbia,Mexico,111.302,0.311
2014,British Columbia,Other countries,6026.757,16.819
2014,British Columbia,United Kingdom,383.559,1.07
2014,British Columbia,United States,18050.11,50.374
2014,Canada,All countries,493331.795,100.0
2014,Canada,China,18805.213,3.812
2014,Canada,European Union (27 members),22106.56,4.481
2014,Canada,Japan,10620.401,2.153
2014,Canada,Mexico,5341.3,1.083
2014,Canada,Other countries,44875.415,9.096
2014,Canada,United Kingdom,14309.365,2.901
2014,Canada,United States,377273.54,76.475
2014,Manitoba,All countries,13450.556,100.0
2014,Manitoba,China,1000.712,7.44
2014,Manitoba,European Union (27 members),387.057,2.878
2014,Manitoba,Japan,714.404,5.311
2014,Manitoba,Mexico,345.623,2.57
2014,Manitoba,Other countries,1819.36,13.526
2014,Manitoba,United Kingdom,90.088,0.67
2014,Manitoba,United States,9093.311,67.605
2014,New Brunswick,All countries,13031.75,100.0
2014,New Brunswick,China,86.041,0.66
2014,New Brunswick,European Union (27 members),138.233,1.061
2014,New Brunswick,Japan,74.247,0.57
2014,New Brunswick,Mexico,16.858,0.129
2014,New Brunswick,Other countries,696.807,5.347
2014,New Brunswick,United Kingdom,42.552,0.327
2014,New Brunswick,United States,11977.013,91.906
2014,Newfoundland and Labrador,All countries,13088.816,100.0
2014,Newfoundland and Labrador,China,607.089,4.638
2014,Newfoundland and Labrador,European Union (27 members),3202.517,24.468
2014,Newfoundland and Labrador,Japan,216.6,1.655
2014,Newfoundland and Labrador,Mexico,7.302,0.056
2014,Newfoundland and Labrador,Other countries,1264.897,9.664
2014,Newfoundland and Labrador,United Kingdom,918.204,7.015
2014,Newfoundland and Labrador,United States,6872.206,52.504
2014,Northwest Territories,All countries,2084.314,100.0
2014,Northwest Territories,China,0.795,0.038
2014,Northwest Territories,European Union (27 members),1587.827,76.18
2014,Northwest Territories,Japan,0.015,0.001
2014,Northwest Territories,Mexico,1.896,0.091
2014,Northwest Territories,Other countries,492.012,23.605
2014,Northwest Territories,United Kingdom,0.356,0.017
2014,Northwest Territories,United States,1.413,0.068
2014,Nova Scotia,All countries,5249.998,100.0
2014,Nova Scotia,China,275.645,5.25
2014,Nova Scotia,European Union (27 members),318.966,6.076
2014,Nova Scotia,Japan,79.433,1.513
2014,Nova Scotia,Mexico,47.01,0.895
2014,Nova Scotia,Other countries,558.141,10.631
2014,Nova Scotia,United Kingdom,85.7,1.632
2014,Nova Scotia,United States,3885.102,74.002
2014,Nunavut,All countries,9.491,100.0
2014,Nunavut,China,1.209,12.738
2014,Nunavut,European Union (27 members),1.708,17.991
2014,Nunavut,Japan,0.35,3.687
2014,Nunavut,Mexico,0.134,1.415
2014,Nunavut,Other countries,5.4,56.898
2014,Nunavut,United Kingdom,0.176,1.849
2014,Nunavut,United States,0.515,5.422
2014,Ontario,All countries,177947.857,100.0
2014,Ontario,China,2061.622,1.159
2014,Ontario,European Union (27 members),5714.091,3.211
2014,Ontario,Japan,1982.085,1.114
2014,Ontario,Mexico,2136.164,1.2
2014,Ontario,Other countries,13686.499,7.691
2014,Ontario,United Kingdom,11371.136,6.39
2014,Ontario,United States,140996.259,79.235
2014,Prince Edward Island,All countries,1069.305,100.0
2014,Prince Edward Island,China,9.706,0.908
2014,Prince Edward Island,European Union (27 members),101.882,9.528
2014,Prince Edward Island,Japan,24.027,2.247
2014,Prince Edward Island,Mexico,0.395,0.037
2014,Prince Edward Island,Other countries,225.862,21.122
2014,Prince Edward Island,United Kingdom,19.182,1.794
2014,Prince Edward Island,United States,688.251,64.364
2014,Quebec,All countries,74560.246,100.0
2014,Quebec,China,2686.189,3.603
2014,Quebec,European Union (27 members),7029.728,9.428
2014,Quebec,Japan,1178.766,1.581
2014,Quebec,Mexico,1125.221,1.509
2014,Quebec,Other countries,8159.243,10.943
2014,Quebec,United Kingdom,1166.329,1.564
2014,Quebec,United States,53214.77,71.372
2014,Saskatchewan,All countries,35313.381,100.0
2014,Saskatchewan,China,2821.203,7.989
2014,Saskatchewan,European Union (27 members),1196.907,3.389
2014,Saskatchewan,Japan,967.056,2.738
2014,Saskatchewan,Mexico,608.765,1.724
2014,Saskatchewan,Other countries,6910.275,19.568
2014,Saskatchewan,United Kingdom,72.661,0.206
2014,Saskatchewan,United States,22736.515,64.385
2014,Yukon,All countries,112.912,100.0
2014,Yukon,China,0.077,0.068
2014,Yukon,European Union (27 members),0.17,0.151
2014,Yukon,Japan,0.115,0.102
2014,Yukon,Mexico,3.05,2.701
2014,Yukon,Other countries,0.892,0.79
2014,Yukon,United Kingdom,0.006,0.006
2014,Yukon,United States,108.602,96.183
2015,Alberta,All countries,92428.87,100.0
2015,Alberta,China,3339.715,3.613
2015,Alberta,European Union (27 members),1081.567,1.17
2015,Alberta,Japan,1593.162,1.724
2015,Alberta,Mexico,998.066,1.08
2015,Alberta,Other countries,4669.155,5.052
2015,Alberta,United Kingdom,191.452,0.207
2015,Alberta,United States,80555.755,87.154
2015,British Columbia,All countries,35497.045,100.0
2015,British Columbia,China,5724.772,16.127
2015,British Columbia,European Union (27 members),1097.584,3.092
2015,British Columbia,Japan,3617.17,10.19
2015,British Columbia,Mexico,182.184,0.513
2015,British Columbia,Other countries,5665.854,15.961
2015,British Columbia,United Kingdom,397.57,1.12
2015,British Columbia,United States,18811.91,52.996
2015,Canada,All countries,481382.814,100.0
2015,Canada,China,19341.054,4.018
2015,Canada,European Union (27 members),20021.539,4.159
2015,Canada,Japan,9600.682,1.994
2015,Canada,Mexico,6325.549,1.314
2015,Canada,Other countries,44417.905,9.227
2015,Canada,United Kingdom,15149.593,3.147
2015,Canada,United States,366526.493,76.14
2015,Manitoba,All countries,13751.527,100.0
2015,Manitoba,China,973.179,7.077
2015,Manitoba,European Union (27 members),528.405,3.843
2015,Manitoba,Japan,637.974,4.639
2015,Manitoba,Mexico,340.406,2.475
2015,Manitoba,Other countries,1650.886,12.005
2015,Manitoba,United Kingdom,93.127,0.677
2015,Manitoba,United States,9527.55,69.284
2015,New Brunswick,All countries,12210.225,100.0
2015,New Brunswick,China,86.23,0.706
2015,New Brunswick,European Union (27 members),146.085,1.196
