country_code,year,gdp_per_hour,country_name
GBR,2019,72.77131163001975,United Kingdom
GBR,2020,82.72628693183901,United Kingdom
GBR,2021,72.98225737292694,United Kingdom
GBR,2022,74.80483430623799,United Kingdom
GBR,2023,74.56856337706171,United Kingdom
GBR,2024,74.02717793929348,United Kingdom
ISR,2000,36.6010356295181,Israel
ISR,2001,37.45419614858344,Israel
ISR,2002,37.03705987886546,Israel
ISR,2003,37.54590314436539,Israel
ISR,2004,38.91320511711257,Israel
ISR,2005,39.43862736314971,Israel
ISR,2006,40.61590115787423,Israel
ISR,2007,41.09120460296989,Israel
ISR,2008,40.906832320904485,Israel
ISR,2009,40.68219006649396,Israel
ISR,2010,41.774732075089965,Israel
ISR,2011,42.80537154434341,Israel
ISR,2012,42.56956858990504,Israel
ISR,2013,43.26657181499772,Israel
ISR,2014,43.84474501940756,Israel
ISR,2015,43.84387876798864,Israel
ISR,2016,44.19546907007656,Israel
ISR,2017,45.04370734890571,Israel
ISR,2018,46.19681654880854,Israel
ISR,2019,47.55279983633979,Israel
ISR,2020,50.973862471995794,Israel
ISR,2021,52.08589771592631,Israel
ISR,2022,51.74938570913157,Israel
ISR,2023,51.5602722053707,Israel
ISR,2024,51.79799808806292,Israel
ITA,2000,67.16512449079146,Italy
ITA,2001,67.58306687026923,Italy
ITA,2002,67.19499341185916,Italy
ITA,2003,66.7800038204098,Italy
ITA,2004,67.41801202469392,Italy
ITA,2005,67.7277008231044,Italy
ITA,2006,67.55802518231854,Italy
ITA,2007,67.49626019589228,Italy
ITA,2008,67.0636161855458,Italy
ITA,2009,65.80490375124009,Italy
ITA,2010,67.17140219696785,Italy
ITA,2011,67.63713473239079,Italy
ITA,2012,67.17115018280685,Italy
ITA,2013,67.69873721954146,Italy
ITA,2014,67.77012315759262,Italy
ITA,2015,67.82566265754191,Italy
ITA,2016,67.53337132490735,Italy
ITA,2017,67.8767283646889,Italy
ITA,2018,67.76842027398187,Italy
ITA,2019,68.03534927882014,Italy
ITA,2020,70.26163800588736,Italy
ITA,2021,69.42722176184205,Italy
ITA,2022,69.79050708167054,Italy
ITA,2023,68.30283242300081,Italy
ITA,2024,67.36957591271715,Italy
ITA,2025,66.98313889999356,Italy
JPN,2000,41.5592049135302,Japan
JPN,2001,42.107983656919785,Japan
JPN,2002,42.90235970738663,Japan
JPN,2003,43.44741757913994,Japan
JPN,2004,44.45960774834469,Japan
JPN,2005,45.12357445779913,Japan
JPN,2006,45.27399893093588,Japan
JPN,2007,45.719263490581085,Japan
JPN,2008,45.61304238400228,Japan
JPN,2009,44.84894694007969,Japan
JPN,2010,46.25265014943387,Japan
JPN,2011,46.43946431096342,Japan
JPN,2012,47.0745190626734,Japan
JPN,2013,48.12281467815092,Japan
JPN,2014,48.50120274020391,Japan
JPN,2015,49.5954923573493,Japan
JPN,2016,49.67983444304112,Japan
JPN,2017,50.17980225240412,Japan
JPN,2018,50.54514364919178,Japan
JPN,2019,51.04591774712302,Japan
JPN,2020,50.54510963834785,Japan
JPN,2021,51.89442259589647,Japan
JPN,2022,52.43174024938514,Japan
JPN,2023,52.41203659606682,Japan
JPN,2024,51.75376344696566,Japan
KOR,2000,19.522798554740376,South Korea
KOR,2001,20.55179125797526,South Korea
KOR,2002,22.45786092798952,South Korea
KOR,2003,23.530362393489817,South Korea
KOR,2004,25.081197564229274,South Korea
KOR,2005,26.63075665154755,South Korea
KOR,2006,28.087280109581677,South Korea
KOR,2007,30.243790654969175,South Korea
KOR,2008,32.373823692215254,South Korea
KOR,2009,33.379682821164266,South Korea
KOR,2010,35.9430978311172,South Korea
KOR,2011,37.74355848110639,South Korea
KOR,2012,38.34598043038958,South Korea
KOR,2013,39.3284567340569,South Korea
KOR,2014,40.22897536368683,South Korea
KOR,2015,40.82243320070815,South Korea
KOR,2016,42.03072439640671,South Korea
KOR,2017,44.024533172895936,South Korea
KOR,2018,45.84885092953972,South Korea
KOR,2019,47.00325357796071,South Korea
KOR,2020,48.50871298442307,South Korea
KOR,2021,49.98218558092898,South Korea
KOR,2022,50.115665319839216,South Korea
KOR,2023,51.07553647092985,South Korea
KOR,2024,52.00305418906071,South Korea
NLD,2000,71.13203594736439,Netherlands
NLD,2001,71.85363526481292,Netherlands
NLD,2002,72.39940846278454,Netherlands
NLD,2003,73.32819941805046,Netherlands
NLD,2004,74.57325936384609,Netherlands
NLD,2005,76.3347617142695,Netherlands
NLD,2006,77.56022603942453,Netherlands
NLD,2007,78.33277956172789,Netherlands
NLD,2008,78.74416686508852,Netherlands
NLD,2009,76.98623976209723,Netherlands
NLD,2010,78.56893681925888,Netherlands
NLD,2011,79.28866940459108,Netherlands
NLD,2012,79.21674811097675,Netherlands
NLD,2013,79.89450524078897,Netherlands
NLD,2014,80.63485138006536,Netherlands
NLD,2015,81.69422961631645,Netherlands
NLD,2016,81.70557110305936,Netherlands
NLD,2017,82.07081158405549,Netherlands
NLD,2018,81.73155905237039,Netherlands
NLD,2019,81.45047467490866,Netherlands
NLD,2020,81.75694350163221,Netherlands
NLD,2021,83.0299880468577,Netherlands
NLD,2022,83.96331162365043,Netherlands
NLD,2023,82.3314056607769,Netherlands
NLD,2024,82.12290949465066,Netherlands
NLD,2025,84.10684709764172,Netherlands
NOR,2000,80.68575343283581,Norway
NOR,2001,83.83272009714632,Norway
NOR,2002,85.81002572741194,Norway
NOR,2003,88.7904065830721,Norway
NOR,2004,90.9529673745768,Norway
NOR,2005,92.29055050045496,Norway
NOR,2006,92.06991909385114,Norway
NOR,2007,90.9127356741573,Norway
NOR,2008,88.50348359099539,Norway
NOR,2009,88.76086259330937,Norway
NOR,2010,89.35639487462112,Norway
NOR,2011,89.07226280140884,Norway
NOR,2012,90.02661091877496,Norway
NOR,2013,90.8338997081454,Norway
NOR,2014,91.76319112627986,Norway
NOR,2015,93.17432445141066,Norway
NOR,2016,93.93604680187208,Norway
NOR,2017,96.11891059860068,Norway
NOR,2018,95.72270826952528,Norway
NOR,2019,95.73675119496856,Norway
NOR,2020,96.47286995630942,Norway
NOR,2021,98.19852122582266,Norway
NOR,2022,98.70930203784572,Norway
NOR,2023,98.72214458413926,Norway
NOR,2024,99.66980866425992,Norway
NOR,2025,100.2688651497006,Norway
NZL,2000,33.95467473508459,New Zealand
NZL,2001,35.475023050256944,New Zealand
NZL,2002,37.2418401056356,New Zealand
NZL,2003,39.05058278126752,New Zealand
NZL,2004,40.15066111583891,New Zealand
NZL,2005,41.78030069763684,New Zealand
NZL,2006,43.22147999794621,New Zealand
NZL,2007,45.38966527641865,New Zealand
NZL,2008,45.05678679134565,New Zealand
NZL,2009,46.54720870951597,New Zealand
NZL,2010,46.56831365460248,New Zealand
NZL,2011,47.24107340796985,New Zealand
NZL,2012,48.63325231329317,New Zealand
NZL,2013,47.84945279117281,New Zealand
NZL,2014,47.91366474711369,New Zealand
NZL,2015,49.130106283501824,New Zealand
NZL,2016,48.63674098915799,New Zealand
NZL,2017,48.92776974890956,New Zealand
NZL,2018,49.69004548264595,New Zealand
NZL,2019,49.98622133226793,New Zealand
NZL,2020,51.0520236243356,New Zealand
NZL,2021,52.39048748460653,New Zealand
NZL,2022,52.14537638036326,New Zealand
NZL,2023,51.88275164192676,New Zealand
