date,geography,product_group,cpi_value
1978-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",19.8
1978-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",20.0
1978-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",20.5
1978-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",20.8
1978-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",20.9
1978-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.0
1978-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.0
1978-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.0
1978-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.0
1978-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.1
1978-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.1
1979-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.1
1979-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.3
1979-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.4
1979-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",21.5
1979-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.3
1979-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.3
1979-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.3
1979-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.6
1979-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.6
1979-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.6
1979-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.7
1979-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",22.7
1980-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",23.1
1980-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",23.4
1980-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",23.5
1980-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",23.6
1980-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",24.6
1980-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",24.9
1980-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.0
1980-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.2
1980-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.2
1980-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.3
1980-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.7
1980-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.9
1981-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.8
1981-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",25.9
1981-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",26.2
1981-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",26.5
1981-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",27.2
1981-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",27.8
1981-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",28.1
1981-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",28.4
1981-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",28.6
1981-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",29.1
1981-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",29.9
1981-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",30.1
1982-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",30.2
1982-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",30.4
1982-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",30.5
1982-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",30.6
1982-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",31.4
1982-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",32.0
1982-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",32.3
1982-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",32.6
1982-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",33.1
1982-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",33.7
1982-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.1
1982-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.2
1983-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.3
1983-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.5
1983-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.6
1983-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",34.9
1983-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",35.6
1983-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",35.9
1983-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",36.0
1983-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",36.3
1983-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",37.1
1983-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.0
1983-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.2
1983-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.2
1984-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.1
1984-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.1
1984-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.4
1984-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.5
1984-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.8
1984-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",38.9
1984-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",39.1
1984-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",39.2
1984-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",39.4
1984-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.0
1984-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.2
1984-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.1
1985-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.2
1985-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.3
1985-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.3
1985-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",40.6
1985-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",41.7
1985-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",43.9
1985-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.0
1985-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.2
1985-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.3
1985-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.4
1985-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.7
1985-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",44.8
1986-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",45.3
1986-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",46.1
1986-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",46.5
1986-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",47.6
1986-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.0
1986-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.1
1986-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.5
1986-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.6
1986-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.6
1986-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",48.9
1986-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",49.1
1986-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",49.1
1987-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",49.3
1987-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",49.5
1987-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",49.8
1987-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.0
1987-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.5
1987-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.5
1987-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.5
1987-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.7
1987-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.8
1987-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.8
1987-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.9
1987-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",51.9
1988-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",52.7
1988-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",53.3
1988-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",53.4
1988-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",53.8
1988-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.3
1988-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.4
1988-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.4
1988-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.6
1988-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.6
1988-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",55.7
1988-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.0
1988-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.1
1989-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.4
1989-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.6
1989-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.7
1989-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",56.8
1989-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",60.8
1989-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",61.0
1989-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",61.3
1989-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",61.6
1989-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",61.7
1989-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",61.7
1989-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",62.3
1989-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",62.3
1990-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",62.6
1990-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",62.9
1990-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",63.0
1990-04-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",63.5
1990-05-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",65.5
1990-06-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",65.6
1990-07-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",65.7
1990-08-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",65.9
1990-09-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",66.4
1990-10-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",66.8
1990-11-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",67.2
1990-12-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",67.2
1991-01-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",68.9
1991-02-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",69.1
1991-03-01,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",74.7
